"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.662264708E0,-2.334005737E1,-3.760344696E1,-5.876623535E1,7.356798161E1
9.672285708E0,-2.338192368E1,-3.768080139E1,-5.822790527E1,7.319184450E1
9.682305708E0,-2.347283936E1,-3.765857697E1,-5.872705078E1,7.360712669E1
9.692326708E0,-2.339207649E1,-3.763055038E1,-5.847332764E1,7.336468912E1
9.702347708E0,-2.339723206E1,-3.761190796E1,-5.899731445E1,7.377512590E1
9.712367708E0,-2.324300385E1,-3.758970261E1,-5.881695557E1,7.357076343E1
9.722388708E0,-2.320722008E1,-3.759947586E1,-5.856280518E1,7.336141901E1
9.732409708E0,-2.324001122E1,-3.750690460E1,-5.881268311E1,7.352413011E1
9.742429708E0,-2.325197601E1,-3.765116501E1,-5.862561035E1,7.345220762E1
9.752450708E0,-2.316394806E1,-3.758902359E1,-5.881085205E1,7.354059765E1
9.762471708E0,-2.318787384E1,-3.758062363E1,-5.876721191E1,7.350895157E1
9.772491708E0,-2.342836380E1,-3.762945175E1,-5.835186768E1,7.327894876E1
9.782512708E0,-2.330957794E1,-3.754151535E1,-5.870605469E1,7.347858637E1
9.792533708E0,-2.352825546E1,-3.759711075E1,-5.822082520E1,7.319006782E1
9.802553708E0,-2.334707832E1,-3.754700470E1,-5.883996582E1,7.360030710E1
9.812574708E0,-2.330448723E1,-3.759094620E1,-5.874890137E1,7.353646560E1
9.822595708E0,-2.319210243E1,-3.758143616E1,-5.848095703E1,7.328205984E1
9.832615708E0,-2.325017166E1,-3.765768433E1,-5.904089355E1,7.378684695E1
9.842636708E0,-2.329521179E1,-3.766779327E1,-5.870837402E1,7.354048357E1
9.852657708E0,-2.321541977E1,-3.762487793E1,-5.884747314E1,7.360443091E1
9.862677708E0,-2.322530556E1,-3.768664932E1,-5.852642822E1,7.338283966E1
9.872698708E0,-2.318277359E1,-3.767777252E1,-5.849755859E1,7.334180183E1
9.882719708E0,-2.317788506E1,-3.751895905E1,-5.891979980E1,7.359639565E1
9.892739708E0,-2.334851837E1,-3.765307617E1,-5.843548584E1,7.333221298E1
9.902760708E0,-2.316841316E1,-3.766972351E1,-5.888848877E1,7.364534980E1
9.912781708E0,-2.340287018E1,-3.758289719E1,-5.845166016E1,7.332642817E1
9.922801708E0,-2.327205086E1,-3.751609421E1,-5.845050049E1,7.324961900E1
9.932822708E0,-2.327652550E1,-3.758657455E1,-5.869720459E1,7.348407346E1
9.942843708E0,-2.332250023E1,-3.759776688E1,-5.864019775E1,7.345885844E1
9.952863708E0,-2.334301949E1,-3.758157730E1,-5.882629395E1,7.360573599E1
9.962884708E0,-2.339404106E1,-3.762483597E1,-5.866064453E1,7.351177222E1
9.972905708E0,-2.346816254E1,-3.763695145E1,-5.871826172E1,7.358756027E1
9.982925708E0,-2.313791656E1,-3.756697845E1,-5.873010254E1,7.345655857E1
9.992946708E0,-2.320550537E1,-3.752531815E1,-5.835656738E1,7.315828004E1
1.000296771E1,-2.318261528E1,-3.750729370E1,-5.870721436E1,7.342184790E1
1.001298771E1,-2.308463669E1,-3.760381699E1,-5.842205811E1,7.321259711E1
1.002300871E1,-2.317434883E1,-3.754027939E1,-5.880975342E1,7.351809381E1
1.003302971E1,-2.320014381E1,-3.757008362E1,-5.893975830E1,7.364545447E1
1.004304971E1,-2.326568794E1,-3.752694702E1,-5.855871582E1,7.333953359E1
1.005307071E1,-2.329909134E1,-3.750179672E1,-5.880065918E1,7.353060543E1
1.006309171E1,-2.320851898E1,-3.749076462E1,-5.831115723E1,7.310529285E1
1.007311171E1,-2.328140068E1,-3.752346420E1,-5.878729248E1,7.352536801E1
1.008313271E1,-2.325339317E1,-3.749287033E1,-5.877752686E1,7.349308323E1
1.009315371E1,-2.323876381E1,-3.753291702E1,-5.863879395E1,7.339801196E1
1.010317371E1,-2.324382401E1,-3.737163162E1,-5.888385010E1,7.351341379E1
1.011319471E1,-2.327120018E1,-3.744424438E1,-5.853405762E1,7.327930197E1
1.012321571E1,-2.327865219E1,-3.750447083E1,-5.894500732E1,7.364098633E1
1.013323571E1,-2.320281219E1,-3.755414963E1,-5.900012207E1,7.368649165E1
1.014325671E1,-2.322951889E1,-3.758232880E1,-5.885186768E1,7.359065372E1
1.015327771E1,-2.317199516E1,-3.753126144E1,-5.835876465E1,7.315245968E1
1.016329771E1,-2.331183243E1,-3.743255234E1,-5.876202393E1,7.346844875E1
1.017331871E1,-2.326807976E1,-3.746442032E1,-5.856646729E1,7.331451027E1
1.018333971E1,-2.319091797E1,-3.744161606E1,-5.830511475E1,7.306969067E1
1.019335971E1,-2.318415070E1,-3.747288513E1,-5.865228271E1,7.336083581E1
1.020338071E1,-2.322098732E1,-3.748490524E1,-5.814593506E1,7.297453074E1
1.021340171E1,-2.340988350E1,-3.751606369E1,-5.885314941E1,7.361501801E1
1.022342271E1,-2.329391098E1,-3.753828430E1,-5.849786377E1,7.330572381E1
1.023344271E1,-2.319620705E1,-3.758945847E1,-5.821148682E1,7.307262556E1
1.024346371E1,-2.334777069E1,-3.740243912E1,-5.861950684E1,7.335057893E1
1.025348333E1,-2.317780495E1,-3.756969452E1,-5.850085449E1,7.328739704E1
1.026350433E1,-2.307626915E1,-3.756994247E1,-5.892895508E1,7.359780243E1
1.027352533E1,-2.319940948E1,-3.751769257E1,-5.841363525E1,7.319796882E1
1.028354633E1,-2.316805458E1,-3.754931259E1,-5.864404297E1,7.338823751E1
1.029356633E1,-2.323645973E1,-3.752692795E1,-5.893762207E1,7.363319005E1
1.030358733E1,-2.310342026E1,-3.760945892E1,-5.851763916E1,7.329770475E1
1.031360733E1,-2.310592461E1,-3.760511017E1,-5.864251709E1,7.339600039E1
1.032362833E1,-2.323496437E1,-3.754298401E1,-5.846063232E1,7.325970754E1
1.033364933E1,-2.320829582E1,-3.757220840E1,-5.889953613E1,7.361692194E1
1.034367033E1,-2.335139847E1,-3.753475952E1,-5.863604736E1,7.343249984E1
1.035369033E1,-2.325350571E1,-3.757917023E1,-5.854217529E1,7.334920484E1
1.036371133E1,-2.322506523E1,-3.758229065E1,-5.914135742E1,7.382094813E1
1.037373233E1,-2.326863670E1,-3.759114838E1,-5.880029297E1,7.356628537E1
1.038375233E1,-2.329909134E1,-3.757293701E1,-5.893463135E1,7.367403902E1
1.039377333E1,-2.326513290E1,-3.757566071E1,-5.917175293E1,7.385453968E1
1.040379433E1,-2.322941208E1,-3.762189865E1,-5.840484619E1,7.325393438E1
1.041381433E1,-2.318666077E1,-3.760930634E1,-5.888812256E1,7.361991673E1
1.042383533E1,-2.318526840E1,-3.753392792E1,-5.825518799E1,7.307543598E1
1.043385633E1,-2.324383926E1,-3.752465057E1,-5.880895996E1,7.353141666E1
1.044387633E1,-2.333187866E1,-3.742905807E1,-5.907427979E1,7.372300511E1
1.045389733E1,-2.330002975E1,-3.746257782E1,-5.848187256E1,7.325616385E1
1.046391833E1,-2.327736473E1,-3.751508331E1,-5.893536377E1,7.363826646E1
1.047393833E1,-2.326103401E1,-3.752590942E1,-5.851464844E1,7.330234419E1
1.048395933E1,-2.332374954E1,-3.753065109E1,-5.902117920E1,7.372955078E1
1.049398033E1,-2.318017197E1,-3.756507874E1,-5.892956543E1,7.362845370E1
1.050400033E1,-2.328580284E1,-3.757971954E1,-5.840612793E1,7.325120965E1
1.051402133E1,-2.336781502E1,-3.762415695E1,-5.903430176E1,7.380163107E1
1.052404233E1,-2.338541412E1,-3.758680725E1,-5.839440918E1,7.327723177E1
1.053406233E1,-2.343553925E1,-3.768562317E1,-5.871881104E1,7.360250989E1
1.054408333E1,-2.328390312E1,-3.768396759E1,-5.860461426E1,7.346238745E1
1.055410433E1,-2.345059586E1,-3.760461807E1,-5.838916016E1,7.330301338E1
1.056412433E1,-2.354330635E1,-3.760048294E1,-5.884466553E1,7.369381421E1
1.057414533E1,-2.331665993E1,-3.750768661E1,-5.826306152E1,7.311003709E1
1.058416633E1,-2.340532875E1,-3.742833328E1,-5.828991699E1,7.311910810E1
1.059418633E1,-2.332398987E1,-3.754204559E1,-5.848565674E1,7.330747394E1
1.060420733E1,-2.322774887E1,-3.756101608E1,-5.830224609E1,7.314034554E1
1.061422833E1,-2.337118149E1,-3.753366852E1,-5.891253662E1,7.365918387E1
1.062424833E1,-2.338246346E1,-3.753029633E1,-5.831689453E1,7.318553769E1
1.063426933E1,-2.322312546E1,-3.754375458E1,-5.891650391E1,7.362065944E1
1.064429033E1,-2.332697678E1,-3.754575348E1,-5.873168945E1,7.350675340E1
1.065431033E1,-2.329700851E1,-3.759722900E1,-5.893981934E1,7.368992155E1
1.066433133E1,-2.329448318E1,-3.749488449E1,-5.891131592E1,7.361414574E1
1.067435233E1,-2.342690659E1,-3.761254120E1,-5.848437500E1,7.337537275E1
1.068437233E1,-2.332855988E1,-3.753563690E1,-5.899963379E1,7.371636542E1
1.069439333E1,-2.338909912E1,-3.756099319E1,-5.857342529E1,7.340793089E1
1.070441433E1,-2.338461685E1,-3.755239105E1,-5.891314697E1,7.367347735E1
1.071443433E1,-2.337827682E1,-3.748646927E1,-5.896142578E1,7.367651550E1
1.072445533E1,-2.358019638E1,-3.741475296E1,-5.837066650E1,7.323267105E1
1.073447633E1,-2.361847115E1,-3.759010696E1,-5.893023682E1,7.378089951E1
1.074449633E1,-2.335647583E1,-3.747453308E1,-5.832720947E1,7.315687909E1
1.075451733E1,-2.338100433E1,-3.743004990E1,-5.863452148E1,7.338724078E1
1.076453833E1,-2.343588448E1,-3.748070145E1,-5.883312988E1,7.358927119E1
1.077455833E1,-2.349032211E1,-3.759258652E1,-5.846557617E1,7.337043949E1
1.078457933E1,-2.364808273E1,-3.753251648E1,-5.875701904E1,7.362274714E1
1.079460033E1,-2.342741776E1,-3.753893280E1,-5.831439209E1,7.320234766E1
1.080462033E1,-2.345847130E1,-3.751187515E1,-5.894488525E1,7.370169707E1
1.081464133E1,-2.334666634E1,-3.748849869E1,-5.880987549E1,7.354628351E1
1.082466233E1,-2.332613182E1,-3.751761627E1,-5.847210693E1,7.328483640E1
1.083468233E1,-2.350685310E1,-3.755326080E1,-5.854412842E1,7.341821649E1
1.084470333E1,-2.351917648E1,-3.753294754E1,-5.846166992E1,7.334603373E1
1.085472433E1,-2.337677956E1,-3.766067123E1,-5.906146240E1,7.384481242E1
1.086474433E1,-2.338780975E1,-3.758386612E1,-5.891772461E1,7.369419862E1
1.087476533E1,-2.335220718E1,-3.754296112E1,-5.829791260E1,7.316724761E1
1.088478633E1,-2.336922264E1,-3.750806427E1,-5.844372559E1,7.327103461E1
1.089480633E1,-2.342496681E1,-3.761128998E1,-5.822241211E1,7.316548008E1
1.090482733E1,-2.326433182E1,-3.751136780E1,-5.884527588E1,7.356016818E1
1.091484833E1,-2.322915840E1,-3.759964371E1,-5.861578369E1,7.341074243E1
1.092486833E1,-2.327742767E1,-3.753953552E1,-5.869311523E1,7.345704284E1
1.093488933E1,-2.339160347E1,-3.756957245E1,-5.901196289E1,7.376348454E1
1.094491033E1,-2.328867531E1,-3.755878067E1,-5.812762451E1,7.301948462E1
1.095493033E1,-2.341338348E1,-3.748839951E1,-5.857275391E1,7.337802208E1
1.096495133E1,-2.341534233E1,-3.754463959E1,-5.822106934E1,7.312708891E1
1.097497233E1,-2.329502869E1,-3.766500473E1,-5.821801758E1,7.314812720E1
1.098499233E1,-2.334987068E1,-3.758683395E1,-5.886242676E1,7.363947197E1
1.099501333E1,-2.330283928E1,-3.757463455E1,-5.891412354E1,7.365968661E1
1.100503433E1,-2.327087784E1,-3.759522629E1,-5.858819580E1,7.339966950E1
1.101505433E1,-2.335168648E1,-3.752589798E1,-5.910186768E1,7.380057617E1
1.102507533E1,-2.331485367E1,-3.771928024E1,-5.929547119E1,7.404241627E1
1.103509633E1,-2.334488106E1,-3.762491226E1,-5.849005127E1,7.336009536E1
1.104511633E1,-2.337714767E1,-3.757215118E1,-5.889874268E1,7.366966449E1
1.105513733E1,-2.332949066E1,-3.767310715E1,-5.837188721E1,7.328577865E1
1.106515833E1,-2.348040962E1,-3.754630661E1,-5.870916748E1,7.353788903E1
1.107517833E1,-2.350073433E1,-3.760808182E1,-5.911206055E1,7.389782158E1
1.108519933E1,-2.343444061E1,-3.769625473E1,-5.859478760E1,7.350870534E1
1.109522033E1,-2.340067101E1,-3.769697571E1,-5.901953125E1,7.383737841E1
1.110524033E1,-2.347128296E1,-3.770462418E1,-5.860821533E1,7.353545208E1
1.111526133E1,-2.348036575E1,-3.772089386E1,-5.923712158E1,7.404883512E1
1.112528233E1,-2.342643166E1,-3.772660828E1,-5.916455078E1,7.397660942E1
1.113530233E1,-2.348611641E1,-3.764480591E1,-5.858666992E1,7.349235993E1
1.114532333E1,-2.351798058E1,-3.762021637E1,-5.895025635E1,7.378013834E1
1.115534433E1,-2.338913727E1,-3.763772202E1,-5.866925049E1,7.352367519E1
1.116536433E1,-2.343690300E1,-3.761057663E1,-5.893353271E1,7.373605071E1
1.117538533E1,-2.346875954E1,-3.765169144E1,-5.895861816E1,7.378720213E1
1.118540633E1,-2.336936569E1,-3.766090393E1,-5.857885742E1,7.345715401E1
1.119542633E1,-2.332695198E1,-3.752708817E1,-5.890594482E1,7.363653557E1
1.120544733E1,-2.322380829E1,-3.763012314E1,-5.834924316E1,7.321205923E1
1.121546833E1,-2.335393524E1,-3.762261963E1,-5.891156006E1,7.369830193E1
1.122548833E1,-2.347369194E1,-3.764899445E1,-5.856689453E1,7.347477207E1
1.123550933E1,-2.338342094E1,-3.767480850E1,-5.857305908E1,7.346413289E1
1.124553033E1,-2.327716827E1,-3.746190262E1,-5.867883301E1,7.340589999E1
1.125555158E1,-2.338807297E1,-3.751600266E1,-5.837329102E1,7.322495146E1
1.126557158E1,-2.338223839E1,-3.748127365E1,-5.882348633E1,7.356478431E1
1.127559258E1,-2.338415909E1,-3.759656143E1,-5.877478027E1,7.358529149E1
1.128561358E1,-2.327888489E1,-3.755310440E1,-5.846875000E1,7.328531134E1
1.129563358E1,-2.332417870E1,-3.757804871E1,-5.899322510E1,7.373145641E1
1.130565458E1,-2.335503578E1,-3.771366119E1,-5.852099609E1,7.343354084E1
1.131567558E1,-2.339365196E1,-3.753119659E1,-5.866162109E1,7.346454559E1
1.132569558E1,-2.342031860E1,-3.750773621E1,-5.856274414E1,7.338212725E1
1.133571658E1,-2.335799026E1,-3.755716705E1,-5.862707520E1,7.343888924E1
1.134573758E1,-2.338136101E1,-3.759172440E1,-5.896142578E1,7.373110277E1
1.135575758E1,-2.329652596E1,-3.754404068E1,-5.849249268E1,7.330521681E1
1.136577858E1,-2.340314484E1,-3.745014191E1,-5.869110107E1,7.344974923E1
1.137579958E1,-2.333147812E1,-3.753718185E1,-5.832012939E1,7.317537417E1
1.138581958E1,-2.338310623E1,-3.744697571E1,-5.860784912E1,7.337523850E1
1.139584058E1,-2.329443550E1,-3.751219940E1,-5.890728760E1,7.361972807E1
1.140586158E1,-2.328002739E1,-3.761804962E1,-5.845269775E1,7.330617441E1
1.141588158E1,-2.346136856E1,-3.761168289E1,-5.879718018E1,7.363547312E1
1.142590258E1,-2.324299431E1,-3.763360214E1,-5.840252686E1,7.326240467E1
1.143592358E1,-2.321514130E1,-3.756893921E1,-5.886602783E1,7.359060546E1
1.144594358E1,-2.323391342E1,-3.753110504E1,-5.887164307E1,7.358171604E1
1.145596458E1,-2.324304390E1,-3.752283859E1,-5.831939697E1,7.313928198E1
1.146598558E1,-2.327913284E1,-3.754248047E1,-5.855834961E1,7.335145653E1
1.147600558E1,-2.336937523E1,-3.752447128E1,-5.813250732E1,7.303151410E1
1.148602658E1,-2.323701859E1,-3.750261307E1,-5.865008545E1,7.339099088E1
1.149604758E1,-2.332969475E1,-3.755020523E1,-5.868615723E1,7.347351645E1
1.150606758E1,-2.329574013E1,-3.746504974E1,-5.869097900E1,7.342310588E1
1.151608858E1,-2.342003632E1,-3.761774826E1,-5.901751709E1,7.380149327E1
1.152610958E1,-2.349621773E1,-3.761599350E1,-5.863079834E1,7.351602362E1
1.153612958E1,-2.333960915E1,-3.765345383E1,-5.902410889E1,7.379949438E1
1.154615058E1,-2.325116539E1,-3.758727646E1,-5.884545898E1,7.359489172E1
1.155617158E1,-2.325654602E1,-3.746335220E1,-5.844763184E1,7.321540383E1
1.156619158E1,-2.334576607E1,-3.751081467E1,-5.904229736E1,7.374333114E1
1.157621258E1,-2.328348160E1,-3.758639145E1,-5.865032959E1,7.344874743E1
1.158623358E1,-2.322174263E1,-3.757078934E1,-5.883648682E1,7.357000559E1
1.159625358E1,-2.323187447E1,-3.759763336E1,-5.859997559E1,7.339795068E1
1.160627458E1,-2.331470871E1,-3.761634064E1,-5.858428955E1,7.342127558E1
1.161629558E1,-2.336764717E1,-3.761591339E1,-5.908929443E1,7.384137452E1
1.162631558E1,-2.340712166E1,-3.756002045E1,-5.843536377E1,7.330307101E1
1.163633658E1,-2.338718033E1,-3.754493332E1,-5.884954834E1,7.361964114E1
1.164635758E1,-2.336837387E1,-3.763770294E1,-5.848095703E1,7.336688569E1
1.165637758E1,-2.322749901E1,-3.776975250E1,-5.873077393E1,7.358922965E1
1.166639858E1,-2.330302620E1,-3.771651459E1,-5.896856689E1,7.377573032E1
1.167641958E1,-2.317454720E1,-3.767231369E1,-5.858715820E1,7.340788761E1
1.168643958E1,-2.331067276E1,-3.757360458E1,-5.890368652E1,7.365329261E1
1.169646058E1,-2.330030441E1,-3.757991028E1,-5.879266357E1,7.356446923E1
1.170648158E1,-2.334621239E1,-3.752662277E1,-5.870208740E1,7.347944008E1
1.171650158E1,-2.331492805E1,-3.764412689E1,-5.902423096E1,7.378703138E1
1.172652258E1,-2.338999939E1,-3.760580063E1,-5.871044922E1,7.354050013E1
1.173654358E1,-2.326670837E1,-3.756306076E1,-5.882183838E1,7.356855254E1
1.174656358E1,-2.333996964E1,-3.756409454E1,-5.821551514E1,7.310856027E1
1.175658458E1,-2.318797684E1,-3.751617050E1,-5.873724365E1,7.345208718E1
1.176660558E1,-2.340036011E1,-3.751277161E1,-5.901428223E1,7.373920527E1
1.177662558E1,-2.327580261E1,-3.761498260E1,-5.858398438E1,7.340799091E1
1.178664658E1,-2.326710701E1,-3.752768326E1,-5.881170654E1,7.354251903E1
1.179666758E1,-2.328889847E1,-3.764280319E1,-5.860198975E1,7.344076951E1
1.180668758E1,-2.339761162E1,-3.765377045E1,-5.891217041E1,7.372854590E1
1.181670858E1,-2.335130119E1,-3.768241119E1,-5.907550049E1,7.385906944E1
1.182672958E1,-2.353345108E1,-3.757578278E1,-5.851928711E1,7.341845636E1
1.183674958E1,-2.352159691E1,-3.757082367E1,-5.903070068E1,7.382043034E1
1.184677058E1,-2.341374779E1,-3.754816055E1,-5.862335205E1,7.344906638E1
1.185679158E1,-2.352050591E1,-3.742053604E1,-5.859289551E1,7.339371989E1
1.186681158E1,-2.353389359E1,-3.752585602E1,-5.826403809E1,7.318969976E1
1.187683258E1,-2.350656128E1,-3.750003815E1,-5.847442627E1,7.333532445E1
1.188685358E1,-2.346582794E1,-3.759577942E1,-5.817993164E1,7.313680439E1
1.189687358E1,-2.340070152E1,-3.744091797E1,-5.841687012E1,7.322530904E1
1.190689458E1,-2.340495872E1,-3.758465195E1,-5.828656006E1,7.319645646E1
1.191691558E1,-2.341422844E1,-3.767508698E1,-5.810888672E1,7.310458937E1
1.192693558E1,-2.324509811E1,-3.761984253E1,-5.882641602E1,7.359439082E1
1.193695658E1,-2.339888573E1,-3.763531876E1,-5.825646973E1,7.319659375E1
1.194697758E1,-2.346878815E1,-3.771520996E1,-5.904553223E1,7.388907873E1
1.195699758E1,-2.350527382E1,-3.763940430E1,-5.848956299E1,7.341833308E1
1.196701858E1,-2.356348228E1,-3.763081360E1,-5.830566406E1,7.328619441E1
1.197703958E1,-2.342720222E1,-3.750756836E1,-5.867492676E1,7.347379477E1
1.198705958E1,-2.350673485E1,-3.759973907E1,-5.830310059E1,7.324997269E1
1.199708058E1,-2.357525063E1,-3.758440399E1,-5.869891357E1,7.357949660E1
1.200710158E1,-2.344726562E1,-3.764983749E1,-5.849957275E1,7.341310878E1
1.201712158E1,-2.365525818E1,-3.759587860E1,-5.869824219E1,7.361049493E1
1.202714258E1,-2.352611160E1,-3.763572693E1,-5.873687744E1,7.362028688E1
1.203716358E1,-2.351449394E1,-3.767138672E1,-5.845227051E1,7.340798819E1
1.204718358E1,-2.347753334E1,-3.761887741E1,-5.860375977E1,7.348996644E1
1.205720458E1,-2.338380241E1,-3.770821381E1,-5.864111328E1,7.353564966E1
1.206722558E1,-2.346734428E1,-3.758938599E1,-5.887548828E1,7.368854258E1
1.207724558E1,-2.345474815E1,-3.758249664E1,-5.880291748E1,7.362304238E1
1.208726658E1,-2.335667419E1,-3.753232956E1,-5.825756836E1,7.313107590E1
1.209728758E1,-2.337108421E1,-3.742090988E1,-5.867126465E1,7.340878264E1
1.210730758E1,-2.348171425E1,-3.755783081E1,-5.824340820E1,7.317291957E1
1.211732858E1,-2.348026657E1,-3.751062775E1,-5.888934326E1,7.366359251E1
1.212734958E1,-2.342227173E1,-3.747608948E1,-5.895947266E1,7.368364480E1
1.213736958E1,-2.343289375E1,-3.754773712E1,-5.824139404E1,7.315048224E1
1.214739058E1,-2.335154724E1,-3.759792328E1,-5.867590332E1,7.349666811E1
1.215741158E1,-2.340234947E1,-3.768378067E1,-5.836944580E1,7.331254660E1
1.216743258E1,-2.353403664E1,-3.760441589E1,-5.863458252E1,7.352521501E1
1.217745258E1,-2.340920448E1,-3.757046509E1,-5.875103760E1,7.356096193E1
1.218747358E1,-2.328533363E1,-3.754869843E1,-5.825531006E1,7.311492779E1
1.219749358E1,-2.331201553E1,-3.765177917E1,-5.885070801E1,7.365128903E1
1.220751458E1,-2.344840813E1,-3.762948608E1,-5.840936279E1,7.333116478E1
1.221753558E1,-2.339078331E1,-3.755634689E1,-5.861853027E1,7.344208621E1
1.222755658E1,-2.335058594E1,-3.757739258E1,-5.846051025E1,7.331399291E1
1.223757658E1,-2.329804802E1,-3.749093628E1,-5.821746826E1,7.305917434E1
1.224759779E1,-2.339062691E1,-3.755148315E1,-5.861053467E1,7.343316749E1
1.225761879E1,-2.340138817E1,-3.755510712E1,-5.824877930E1,7.315006034E1
1.226763879E1,-2.341753960E1,-3.744252014E1,-5.864849854E1,7.341641408E1
1.227765979E1,-2.353377533E1,-3.746669769E1,-5.836212158E1,7.323748530E1
1.228768079E1,-2.352766800E1,-3.739649963E1,-5.808374023E1,7.297787491E1
1.229770079E1,-2.351049423E1,-3.736259460E1,-5.829711914E1,7.312496779E1
1.230772179E1,-2.337436295E1,-3.732469940E1,-5.825854492E1,7.303117201E1
1.231774279E1,-2.332283211E1,-3.750467682E1,-5.863653564E1,7.340843680E1
1.232776279E1,-2.334206390E1,-3.752273560E1,-5.840258789E1,7.323708013E1
1.233778379E1,-2.345214653E1,-3.738478851E1,-5.841613770E1,7.321250393E1
1.234780479E1,-2.339203262E1,-3.740687561E1,-5.877630615E1,7.349228326E1
1.235782479E1,-2.329947281E1,-3.742423248E1,-5.827331543E1,7.306995211E1
1.236784579E1,-2.340463448E1,-3.736249542E1,-5.858837891E1,7.332346911E1
1.237786679E1,-2.353522110E1,-3.747147369E1,-5.835198975E1,7.323231992E1
1.238788679E1,-2.344401550E1,-3.741425705E1,-5.855499268E1,7.333577340E1
1.239790779E1,-2.347622871E1,-3.750014496E1,-5.871520996E1,7.351782143E1
1.240792879E1,-2.364221573E1,-3.755789185E1,-5.820471191E1,7.319383918E1
1.241794879E1,-2.364697266E1,-3.743448639E1,-5.834667969E1,7.324517129E1
1.242796979E1,-2.360027313E1,-3.757488251E1,-5.801574707E1,7.303883621E1
1.243799079E1,-2.350362778E1,-3.755941772E1,-5.856280518E1,7.343522675E1
1.244801079E1,-2.345820999E1,-3.745736313E1,-5.849420166E1,7.331380018E1
1.245803179E1,-2.350648880E1,-3.758308411E1,-5.805969238E1,7.304773170E1
1.246805279E1,-2.341925621E1,-3.754392624E1,-5.858538818E1,7.341836056E1
1.247807279E1,-2.356694603E1,-3.753274918E1,-5.806872559E1,7.304851194E1
1.248809379E1,-2.349914169E1,-3.745161819E1,-5.831579590E1,7.318172871E1
1.249811479E1,-2.331468582E1,-3.752529907E1,-5.851916504E1,7.332267945E1
1.250813479E1,-2.333923340E1,-3.753929138E1,-5.818542480E1,7.307162153E1
1.251815579E1,-2.343063354E1,-3.740047073E1,-5.834991455E1,7.316079775E1
1.252817679E1,-2.341001320E1,-3.750363159E1,-5.811419678E1,7.301925066E1
1.253819679E1,-2.338374329E1,-3.745270538E1,-5.854400635E1,7.332738417E1
1.254821779E1,-2.341725540E1,-3.739318466E1,-5.837860107E1,7.317567337E1
1.255823879E1,-2.330349731E1,-3.747336578E1,-5.822235107E1,7.305578892E1
1.256825879E1,-2.336028290E1,-3.741773987E1,-5.865863037E1,7.339363045E1
1.257827979E1,-2.332560730E1,-3.738092041E1,-5.827478027E1,7.305728699E1
1.258830079E1,-2.329168129E1,-3.741197205E1,-5.892419434E1,7.358137501E1
1.259832079E1,-2.337837982E1,-3.746665192E1,-5.859246826E1,7.337149301E1
1.260834179E1,-2.347106171E1,-3.742968369E1,-5.816174316E1,7.303875907E1
1.261836279E1,-2.339277840E1,-3.740840149E1,-5.867022705E1,7.340848810E1
1.262838279E1,-2.350489426E1,-3.732493591E1,-5.811291504E1,7.295712295E1
1.263840379E1,-2.340030098E1,-3.735083008E1,-5.861657715E1,7.333867813E1
1.264842479E1,-2.353566933E1,-3.745906830E1,-5.846893311E1,7.331934033E1
1.265844479E1,-2.356683922E1,-3.751509094E1,-5.842773438E1,7.332515328E1
1.266846579E1,-2.357373428E1,-3.747477722E1,-5.853686523E1,7.339376314E1
1.267848679E1,-2.360363007E1,-3.749235153E1,-5.824658203E1,7.318109110E1
1.268850679E1,-2.348199844E1,-3.742931366E1,-5.874163818E1,7.350467896E1
1.269852779E1,-2.356759834E1,-3.751432037E1,-5.844891357E1,7.334188041E1
1.270854879E1,-2.370344162E1,-3.743129730E1,-5.852172852E1,7.340127976E1
1.271856879E1,-2.358156586E1,-3.741115952E1,-5.813763428E1,7.304566807E1
1.272858979E1,-2.340633202E1,-3.745928955E1,-5.860034180E1,7.338293269E1
1.273861079E1,-2.341964149E1,-3.736177063E1,-5.801147461E1,7.286777545E1
1.274863079E1,-2.358162308E1,-3.740753937E1,-5.854278564E1,7.336671384E1
1.275865179E1,-2.337939835E1,-3.737297821E1,-5.868566895E1,7.339852524E1
1.276867279E1,-2.331427765E1,-3.738757324E1,-5.842541504E1,7.317728676E1
1.277869279E1,-2.341374588E1,-3.729554749E1,-5.864550781E1,7.333796387E1
1.278871379E1,-2.348284721E1,-3.746455383E1,-5.802008057E1,7.294769809E1
1.279873479E1,-2.348687363E1,-3.745973587E1,-5.894592285E1,7.368505184E1
1.280875479E1,-2.349993896E1,-3.744872665E1,-5.885925293E1,7.361430510E1
1.281877579E1,-2.351201820E1,-3.756799316E1,-5.830053711E1,7.323333761E1
1.282879679E1,-2.356035423E1,-3.754317474E1,-5.857739258E1,7.345673000E1
1.283881679E1,-2.350876808E1,-3.740797043E1,-5.832916260E1,7.317314834E1
1.284883779E1,-2.351318932E1,-3.750310135E1,-5.897113037E1,7.373565555E1
1.285885879E1,-2.351403236E1,-3.749205017E1,-5.868890381E1,7.350476838E1
1.286887879E1,-2.355576515E1,-3.753745651E1,-5.847235107E1,7.336859378E1
1.287889979E1,-2.349549866E1,-3.746868515E1,-5.873956299E1,7.352739003E1
1.288892079E1,-2.351169395E1,-3.746582413E1,-5.822967529E1,7.312443377E1
1.289894079E1,-2.360989761E1,-3.745204163E1,-5.862432861E1,7.346355962E1
