"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.168869417E0,-2.326853752E1,-3.764328003E1,-5.870648193E1,7.351797325E1
3.178890417E0,-2.315206718E1,-3.768791580E1,-5.887701416E1,7.364034226E1
3.188910417E0,-2.332243538E1,-3.760392380E1,-5.892425537E1,7.368893369E1
3.198931417E0,-2.321491814E1,-3.758344650E1,-5.902819824E1,7.372771570E1
3.208952417E0,-2.331988335E1,-3.761688232E1,-5.835675049E1,7.324177171E1
3.218972417E0,-2.327335739E1,-3.747990417E1,-5.857513428E1,7.333102165E1
3.228993417E0,-2.338252640E1,-3.759712601E1,-5.861352539E1,7.345632569E1
3.239014417E0,-2.335895157E1,-3.766047668E1,-5.885412598E1,7.367333484E1
3.249034417E0,-2.336135674E1,-3.766952133E1,-5.917791748E1,7.393762062E1
3.259055417E0,-2.329236603E1,-3.770689774E1,-5.892382812E1,7.373168907E1
3.269076417E0,-2.333608627E1,-3.758486176E1,-5.907012939E1,7.380023674E1
3.279096417E0,-2.321346474E1,-3.764332962E1,-5.835589600E1,7.322087003E1
3.289117417E0,-2.330525017E1,-3.752094650E1,-5.876336670E1,7.351251171E1
3.299138417E0,-2.331794357E1,-3.752069473E1,-5.819683838E1,7.306436220E1
3.309158417E0,-2.329609871E1,-3.758297348E1,-5.844024658E1,7.328335781E1
3.319179417E0,-2.310202789E1,-3.758619308E1,-5.826580811E1,7.308440324E1
3.329200417E0,-2.316684914E1,-3.759389877E1,-5.864465332E1,7.341116732E1
3.339220417E0,-2.336271477E1,-3.752592468E1,-5.871350098E1,7.349344638E1
3.349241417E0,-2.333160210E1,-3.763463211E1,-5.808642578E1,7.303945544E1
3.359262417E0,-2.331329346E1,-3.760019684E1,-5.828942871E1,7.317746889E1
3.369282417E0,-2.337858963E1,-3.761622238E1,-5.819714355E1,7.313307157E1
3.379303417E0,-2.326311302E1,-3.761181259E1,-5.849774170E1,7.333353024E1
3.389324417E0,-2.309638405E1,-3.759856033E1,-5.859185791E1,7.334916842E1
3.399344417E0,-2.327559280E1,-3.761935043E1,-5.823876953E1,7.313496444E1
3.409365417E0,-2.329858589E1,-3.751418304E1,-5.869482422E1,7.345216419E1
3.419386417E0,-2.324605179E1,-3.745184326E1,-5.810449219E1,7.293251332E1
3.429406417E0,-2.331828690E1,-3.757028961E1,-5.860577393E1,7.341597852E1
3.439427417E0,-2.334132385E1,-3.756595612E1,-5.831018066E1,7.318535118E1
3.449448417E0,-2.338392448E1,-3.761734009E1,-5.820928955E1,7.314501753E1
3.459468417E0,-2.333595657E1,-3.748388672E1,-5.861071777E1,7.338136596E1
3.469489417E0,-2.343479347E1,-3.752826691E1,-5.835998535E1,7.323556685E1
3.479510417E0,-2.331453133E1,-3.748416901E1,-5.871600342E1,7.345882761E1
3.489530417E0,-2.324447823E1,-3.765969849E1,-5.845452881E1,7.331773726E1
3.499551417E0,-2.334981155E1,-3.755690002E1,-5.846520996E1,7.330699295E1
3.509572417E0,-2.343374825E1,-3.752448654E1,-5.871380615E1,7.351556760E1
3.519593417E0,-2.345684052E1,-3.749063492E1,-5.854144287E1,7.336805577E1
3.529613417E0,-2.338001442E1,-3.752692413E1,-5.886077881E1,7.361716098E1
3.539634417E0,-2.340809059E1,-3.760400391E1,-5.849005127E1,7.336951623E1
3.549655417E0,-2.329755592E1,-3.761395645E1,-5.895465088E1,7.371049242E1
3.559675417E0,-2.338584518E1,-3.751976776E1,-5.906610107E1,7.377963827E1
3.569696417E0,-2.340566635E1,-3.752793503E1,-5.875494385E1,7.354124388E1
3.579717417E0,-2.338912773E1,-3.746448898E1,-5.881488037E1,7.355154236E1
3.589737417E0,-2.342160034E1,-3.755491638E1,-5.833422852E1,7.322448582E1
3.599758417E0,-2.340296936E1,-3.761946869E1,-5.897100830E1,7.375976694E1
3.609779417E0,-2.330503845E1,-3.756759262E1,-5.897479248E1,7.370532532E1
3.619799417E0,-2.335198402E1,-3.757818604E1,-5.864776611E1,7.346424772E1
3.629820417E0,-2.333877563E1,-3.757342911E1,-5.888873291E1,7.365014519E1
3.639841417E0,-2.327588463E1,-3.767995834E1,-5.862615967E1,7.347497985E1
3.649861417E0,-2.321879578E1,-3.754227829E1,-5.873498535E1,7.347335327E1
3.659882417E0,-2.324722862E1,-3.746888351E1,-5.878143311E1,7.348202330E1
3.669903417E0,-2.327966309E1,-3.761282730E1,-5.868640137E1,7.348987139E1
3.679923417E0,-2.325122261E1,-3.746941376E1,-5.913244629E1,7.376464278E1
3.689944417E0,-2.328171730E1,-3.753152084E1,-5.884338379E1,7.357443328E1
3.699965417E0,-2.321490097E1,-3.762170410E1,-5.913494873E1,7.383269200E1
3.709985417E0,-2.336342239E1,-3.762601852E1,-5.876330566E1,7.358459668E1
3.720006417E0,-2.321809006E1,-3.766671753E1,-5.853314209E1,7.337567743E1
3.730027417E0,-2.318642235E1,-3.757769012E1,-5.891259766E1,7.362327851E1
3.740047417E0,-2.307796288E1,-3.770578384E1,-5.846746826E1,7.329913608E1
3.750068417E0,-2.319103432E1,-3.772666550E1,-5.878381348E1,7.359797612E1
3.760089417E0,-2.329710388E1,-3.777696228E1,-5.870471191E1,7.359413787E1
3.770109417E0,-2.326567268E1,-3.768355560E1,-5.866333008E1,7.350325288E1
3.780130417E0,-2.320770264E1,-3.765376282E1,-5.888586426E1,7.364745973E1
3.790151417E0,-2.322854805E1,-3.766330338E1,-5.835644531E1,7.323636102E1
3.800171417E0,-2.320825005E1,-3.762263107E1,-5.867694092E1,7.346474416E1
3.810192417E0,-2.322182655E1,-3.760681915E1,-5.838134766E1,7.322504919E1
3.820213417E0,-2.330231094E1,-3.768791962E1,-5.858111572E1,7.345150849E1
3.830233417E0,-2.314894485E1,-3.770772934E1,-5.893292236E1,7.369420492E1
3.840254417E0,-2.323412704E1,-3.774444580E1,-5.828350830E1,7.322182180E1
3.850275417E0,-2.324777031E1,-3.766449738E1,-5.890753174E1,7.368290495E1
3.860295417E0,-2.332942009E1,-3.763177872E1,-5.877868652E1,7.358903859E1
3.870316417E0,-2.344558525E1,-3.767628098E1,-5.880877686E1,7.367272121E1
3.880337417E0,-2.359298134E1,-3.763774109E1,-5.906994629E1,7.390863872E1
3.890357417E0,-2.351279259E1,-3.771144867E1,-5.882336426E1,7.372376115E1
3.900378417E0,-2.351384354E1,-3.760123825E1,-5.919293213E1,7.396321498E1
3.910399417E0,-2.341978455E1,-3.767310333E1,-5.864562988E1,7.353270651E1
3.920419417E0,-2.327956390E1,-3.760969925E1,-5.894726562E1,7.369672786E1
3.930440417E0,-2.343641663E1,-3.754616928E1,-5.888885498E1,7.366734482E1
3.940461417E0,-2.334041786E1,-3.762842560E1,-5.844165039E1,7.332189318E1
3.950481417E0,-2.317273712E1,-3.764692688E1,-5.884490967E1,7.360020546E1
3.960502417E0,-2.314254570E1,-3.760329819E1,-5.845355225E1,7.325573852E1
3.970523417E0,-2.316415596E1,-3.756232452E1,-5.874835205E1,7.347703868E1
3.980543417E0,-2.321887207E1,-3.763808823E1,-5.908703613E1,7.380392635E1
3.990564417E0,-2.332391548E1,-3.772586823E1,-5.868750000E1,7.356268635E1
4.000585417E0,-2.330412674E1,-3.756373596E1,-5.883428955E1,7.359069377E1
4.010605417E0,-2.328951263E1,-3.763871765E1,-5.863751221E1,7.346721924E1
4.020626417E0,-2.320005417E1,-3.763325882E1,-5.895062256E1,7.368636633E1
4.030647417E0,-2.329672241E1,-3.761822510E1,-5.913665771E1,7.385805589E1
4.040667417E0,-2.331324196E1,-3.762136841E1,-5.871118164E1,7.352467247E1
4.050688417E0,-2.319605637E1,-3.761478424E1,-5.906579590E1,7.376786068E1
4.060709417E0,-2.320666313E1,-3.763264847E1,-5.845349121E1,7.329103683E1
4.070730417E0,-2.322516060E1,-3.764091873E1,-5.914135742E1,7.385084296E1
4.080750417E0,-2.339165306E1,-3.759385681E1,-5.875207520E1,7.356815780E1
4.090771417E0,-2.344220543E1,-3.760871124E1,-5.836492920E1,7.328312983E1
4.100792417E0,-2.331712914E1,-3.758081436E1,-5.886730957E1,7.362992771E1
4.110812417E0,-2.317959976E1,-3.769852829E1,-5.829650879E1,7.319122773E1
4.120833417E0,-2.329067039E1,-3.759171677E1,-5.878320312E1,7.355989034E1
4.130854417E0,-2.345623398E1,-3.757676315E1,-5.842120361E1,7.331606286E1
4.140874417E0,-2.338576698E1,-3.764871979E1,-5.877575684E1,7.361324467E1
4.150895417E0,-2.342803001E1,-3.761959076E1,-5.828460693E1,7.322022675E1
4.160916417E0,-2.332803917E1,-3.749345016E1,-5.855792236E1,7.334157408E1
4.170936417E0,-2.340354538E1,-3.768122864E1,-5.853015137E1,7.343963199E1
4.180957417E0,-2.333210754E1,-3.767078018E1,-5.862445068E1,7.348674125E1
4.190978417E0,-2.336338615E1,-3.769034958E1,-5.903009033E1,7.383062934E1
4.200998417E0,-2.341957664E1,-3.763801956E1,-5.843109131E1,7.334363993E1
4.211019417E0,-2.344951820E1,-3.767332840E1,-5.890441895E1,7.374883150E1
4.221040417E0,-2.343373108E1,-3.771281815E1,-5.827117920E1,7.325931156E1
4.231060417E0,-2.340738487E1,-3.776777649E1,-5.872106934E1,7.363745373E1
4.241081417E0,-2.338189507E1,-3.772034454E1,-5.902233887E1,7.384560850E1
4.251102417E0,-2.318721390E1,-3.775451660E1,-5.872509766E1,7.356417271E1
4.261122417E0,-2.325815773E1,-3.769440079E1,-5.899029541E1,7.376763995E1
4.271143417E0,-2.325305748E1,-3.772049713E1,-5.845477295E1,7.335189886E1
4.281164417E0,-2.317691803E1,-3.756003571E1,-5.898645020E1,7.367039513E1
4.291184417E0,-2.322923660E1,-3.762498093E1,-5.902972412E1,7.375462665E1
4.301205417E0,-2.317533493E1,-3.770788956E1,-5.842224121E1,7.329487944E1
4.311226417E0,-2.322945213E1,-3.776330566E1,-5.909521484E1,7.387773087E1
4.321246417E0,-2.311923409E1,-3.781906509E1,-5.846252441E1,7.336652800E1
4.331267417E0,-2.318017960E1,-3.772208405E1,-5.864086914E1,7.347807758E1
4.341288417E0,-2.329999542E1,-3.764535904E1,-5.882745361E1,7.362562151E1
4.351308417E0,-2.322871208E1,-3.765140152E1,-5.849963379E1,7.334444938E1
4.361329417E0,-2.333152390E1,-3.760658646E1,-5.875585938E1,7.355859136E1
4.371350417E0,-2.340429688E1,-3.771892929E1,-5.837451172E1,7.333527362E1
4.381370417E0,-2.345193863E1,-3.762616730E1,-5.884088135E1,7.367476643E1
4.391391417E0,-2.314468956E1,-3.762267685E1,-5.865960693E1,7.343086513E1
4.401412417E0,-2.323770523E1,-3.757706070E1,-5.820141602E1,7.307141207E1
4.411432417E0,-2.332126999E1,-3.744424057E1,-5.862585449E1,7.336854640E1
4.421453417E0,-2.344932365E1,-3.750009918E1,-5.811492920E1,7.303063203E1
4.431474417E0,-2.332826042E1,-3.752046967E1,-5.867205811E1,7.344660496E1
4.441494417E0,-2.334207535E1,-3.755012131E1,-5.843817139E1,7.327949213E1
4.451515417E0,-2.335837555E1,-3.764780807E1,-5.805249023E1,7.302782198E1
4.461536417E0,-2.334286499E1,-3.751347733E1,-5.839630127E1,7.322757902E1
4.471556417E0,-2.333082962E1,-3.758729553E1,-5.825415039E1,7.314833172E1
4.481577417E0,-2.325017357E1,-3.755248260E1,-5.839636230E1,7.321813062E1
4.491598417E0,-2.325799179E1,-3.762462997E1,-5.825842285E1,7.314773268E1
4.501618417E0,-2.316180801E1,-3.766783524E1,-5.834161377E1,7.320573105E1
4.511639417E0,-2.322207832E1,-3.766754532E1,-5.852282715E1,7.336913649E1
4.521660417E0,-2.326390076E1,-3.763154984E1,-5.823876953E1,7.313752045E1
4.531680417E0,-2.326585007E1,-3.750190735E1,-5.868676758E1,7.342907818E1
4.541701417E0,-2.328461075E1,-3.747115326E1,-5.844378662E1,7.322524578E1
4.551722417E0,-2.322380066E1,-3.758627701E1,-5.881219482E1,7.355914217E1
4.561742417E0,-2.320529175E1,-3.753676605E1,-5.875079346E1,7.347890924E1
4.571763417E0,-2.327139282E1,-3.771668625E1,-5.840002441E1,7.331213404E1
4.581784417E0,-2.330028152E1,-3.762181473E1,-5.860278320E1,7.343425809E1
4.591804417E0,-2.337714386E1,-3.764901352E1,-5.827624512E1,7.321242940E1
4.601825417E0,-2.328187943E1,-3.752754211E1,-5.853845215E1,7.332879862E1
4.611846417E0,-2.323844719E1,-3.769527435E1,-5.881445312E1,7.362132186E1
4.621866417E0,-2.328909302E1,-3.768259430E1,-5.831799316E1,7.323488304E1
4.631887417E0,-2.324560928E1,-3.760559464E1,-5.861944580E1,7.342192128E1
4.641908417E0,-2.337100410E1,-3.762871933E1,-5.817187500E1,7.311697062E1
4.651928417E0,-2.341404915E1,-3.758784103E1,-5.881213379E1,7.362017775E1
4.661949417E0,-2.338938332E1,-3.760775375E1,-5.897741699E1,7.375460738E1
4.671970417E0,-2.331956291E1,-3.766859055E1,-5.871942139E1,7.355742774E1
4.681990417E0,-2.323930359E1,-3.754719543E1,-5.858679199E1,7.336395104E1
4.692011417E0,-2.333109093E1,-3.769612122E1,-5.825524902E1,7.320526892E1
4.702032417E0,-2.319713211E1,-3.764405060E1,-5.870660400E1,7.349589674E1
4.712053417E0,-2.324169350E1,-3.754208755E1,-5.872265625E1,7.347064047E1
4.722073417E0,-2.331990433E1,-3.759832001E1,-5.826568604E1,7.315970048E1
4.732094417E0,-2.329118729E1,-3.761942291E1,-5.878491211E1,7.357558207E1
4.742115417E0,-2.335777664E1,-3.767365646E1,-5.849176025E1,7.339057255E1
4.752135417E0,-2.331454086E1,-3.758414459E1,-5.862664795E1,7.343854295E1
4.762156417E0,-2.325788498E1,-3.762934113E1,-5.847491455E1,7.332265788E1
4.772177417E0,-2.342964554E1,-3.761434555E1,-5.831237793E1,7.324015771E1
4.782197417E0,-2.344673347E1,-3.759208298E1,-5.879003906E1,7.361509836E1
4.792218417E0,-2.329916573E1,-3.765559387E1,-5.834869385E1,7.324865150E1
4.802239417E0,-2.339599609E1,-3.759562302E1,-5.874987793E1,7.356868668E1
4.812259417E0,-2.336322212E1,-3.759917450E1,-5.835284424E1,7.324337855E1
4.822280417E0,-2.331512070E1,-3.762538910E1,-5.817742920E1,7.310183326E1
4.832301417E0,-2.334038925E1,-3.753505325E1,-5.854174805E1,7.335387009E1
4.842321417E0,-2.325730705E1,-3.751294708E1,-5.815338135E1,7.300643323E1
4.852342417E0,-2.328976822E1,-3.761105347E1,-5.882836914E1,7.360558173E1
4.862363417E0,-2.328626823E1,-3.761035538E1,-5.847705078E1,7.332362912E1
4.872383417E0,-2.321761513E1,-3.755007553E1,-5.844464111E1,7.324508106E1
4.882404417E0,-2.345060539E1,-3.759754181E1,-5.888494873E1,7.369493355E1
4.892425417E0,-2.322905159E1,-3.771968842E1,-5.869366455E1,7.353441365E1
4.902445417E0,-2.333209229E1,-3.772043610E1,-5.903704834E1,7.384166105E1
4.912466417E0,-2.333924866E1,-3.766640854E1,-5.866619873E1,7.352007708E1
4.922487417E0,-2.330307007E1,-3.761483383E1,-5.887084961E1,7.364567694E1
4.932507417E0,-2.334654427E1,-3.759623718E1,-5.888543701E1,7.366161057E1
4.942528417E0,-2.331117058E1,-3.767414474E1,-5.843536377E1,7.333105478E1
4.952549417E0,-2.328266716E1,-3.771368790E1,-5.906378174E1,7.384399202E1
4.962569417E0,-2.339250183E1,-3.765300369E1,-5.848840332E1,7.338835842E1
4.972590417E0,-2.333611679E1,-3.773400879E1,-5.869873047E1,7.357968962E1
4.982611417E0,-2.328096771E1,-3.764519882E1,-5.900360107E1,7.376035108E1
4.992631417E0,-2.328528023E1,-3.765198135E1,-5.878625488E1,7.359143794E1
5.002652417E0,-2.325245476E1,-3.765286636E1,-5.833813477E1,7.322399173E1
5.012673417E0,-2.329376984E1,-3.765752411E1,-5.900164795E1,7.376912156E1
5.022693417E0,-2.316875076E1,-3.764883041E1,-5.909069824E1,7.379658571E1
5.032714417E0,-2.337573242E1,-3.769029236E1,-5.867089844E1,7.354765345E1
5.042735417E0,-2.331507874E1,-3.762767792E1,-5.898931885E1,7.375076122E1
5.052755417E0,-2.329517555E1,-3.772969437E1,-5.855584717E1,7.345054308E1
5.062776417E0,-2.341884232E1,-3.770184708E1,-5.893713379E1,7.377978848E1
5.072797417E0,-2.345597267E1,-3.766407394E1,-5.883215332E1,7.368844811E1
5.082817417E0,-2.340897942E1,-3.772471619E1,-5.875085449E1,7.363964579E1
5.092838417E0,-2.342802429E1,-3.782706451E1,-5.921990967E1,7.407264565E1
5.102859417E0,-2.350923538E1,-3.778237152E1,-5.843743896E1,7.345152156E1
5.112879417E0,-2.346914482E1,-3.770238495E1,-5.886474609E1,7.373824599E1
5.122900417E0,-2.331291199E1,-3.767701340E1,-5.874395752E1,7.357922090E1
5.132921417E0,-2.347025108E1,-3.782556152E1,-5.837609863E1,7.341249677E1
5.142941417E0,-2.344638062E1,-3.769406891E1,-5.867181396E1,7.357280305E1
5.152962417E0,-2.335949707E1,-3.763196182E1,-5.801141357E1,7.298736027E1
5.162983417E0,-2.318774033E1,-3.784424210E1,-5.867681885E1,7.357191741E1
5.173003417E0,-2.323310661E1,-3.776560211E1,-5.845416260E1,7.336829745E1
5.183024417E0,-2.330177498E1,-3.779930496E1,-5.856787109E1,7.349799791E1
5.193045417E0,-2.329026031E1,-3.774268341E1,-5.904064941E1,7.384270214E1
5.203065417E0,-2.331795311E1,-3.771142578E1,-5.842321777E1,7.334269525E1
5.213086417E0,-2.322148895E1,-3.776422882E1,-5.881274414E1,7.364993823E1
5.223107417E0,-2.327355576E1,-3.779564285E1,-5.842816162E1,7.337587537E1
5.233127417E0,-2.336798668E1,-3.775040436E1,-5.868603516E1,7.358808703E1
5.243148042E0,-2.330156326E1,-3.766860580E1,-5.891381836E1,7.370701939E1
5.253169042E0,-2.342650986E1,-3.778676605E1,-5.863220215E1,7.358244479E1
5.263189042E0,-2.346468925E1,-3.775258255E1,-5.893054199E1,7.381502496E1
5.273210042E0,-2.332099724E1,-3.767234039E1,-5.850384521E1,7.338783310E1
5.283231042E0,-2.327364922E1,-3.769756317E1,-5.897113037E1,7.375881801E1
5.293252042E0,-2.339651489E1,-3.774528503E1,-5.907122803E1,7.390205296E1
5.303272042E0,-2.346418762E1,-3.774096298E1,-5.876348877E1,7.367561333E1
5.313293042E0,-2.353415298E1,-3.780502319E1,-5.915917969E1,7.404650347E1
5.323314042E0,-2.360304451E1,-3.778072739E1,-5.847753906E1,7.351264957E1
5.333334042E0,-2.353610992E1,-3.782403564E1,-5.917303467E1,7.406790246E1
5.343355042E0,-2.340901375E1,-3.779873276E1,-5.936999512E1,7.417224847E1
5.353376042E0,-2.339193344E1,-3.777209091E1,-5.862579346E1,7.355880002E1
5.363396042E0,-2.345721817E1,-3.773674011E1,-5.892156982E1,7.379738497E1
5.373417042E0,-2.357635689E1,-3.779476166E1,-5.840496826E1,7.345358351E1
5.383438042E0,-2.341111374E1,-3.768621063E1,-5.881909180E1,7.367507230E1
5.393458042E0,-2.331967735E1,-3.765882874E1,-5.900811768E1,7.378314635E1
5.403479042E0,-2.345431519E1,-3.769514847E1,-5.866326904E1,7.356907131E1
5.413500042E0,-2.353458405E1,-3.767279053E1,-5.880810547E1,7.369877245E1
5.423520042E0,-2.344039917E1,-3.760992813E1,-5.827856445E1,7.321441171E1
5.433541042E0,-2.339074707E1,-3.765147400E1,-5.891705322E1,7.372909672E1
5.443562042E0,-2.328080559E1,-3.752516556E1,-5.842303467E1,7.323513459E1
5.453582042E0,-2.338596535E1,-3.757160187E1,-5.825640869E1,7.315967329E1
5.463603042E0,-2.345399094E1,-3.740216064E1,-5.867053223E1,7.342508198E1
5.473624042E0,-2.337651634E1,-3.760060501E1,-5.805200195E1,7.300891688E1
5.483644042E0,-2.350053215E1,-3.762792587E1,-5.864056396E1,7.353129646E1
5.493665042E0,-2.360329056E1,-3.766041565E1,-5.864001465E1,7.358038835E1
5.503686042E0,-2.355140877E1,-3.760295486E1,-5.813531494E1,7.313252295E1
5.513706042E0,-2.357794762E1,-3.765536118E1,-5.866912842E1,7.359288327E1
5.523727042E0,-2.340481949E1,-3.766875076E1,-5.839410400E1,7.332524628E1
5.533748042E0,-2.336980247E1,-3.767934799E1,-5.870727539E1,7.356918592E1
5.543768042E0,-2.332217598E1,-3.757968903E1,-5.855957031E1,7.338514969E1
5.553789042E0,-2.322942543E1,-3.759347153E1,-5.846368408E1,7.328627200E1
5.563810042E0,-2.317842293E1,-3.760670853E1,-5.866046143E1,7.343400813E1
5.573830042E0,-2.324004745E1,-3.770639420E1,-5.831402588E1,7.322839329E1
5.583851042E0,-2.334485435E1,-3.762377930E1,-5.859155273E1,7.344045918E1
5.593872042E0,-2.338290405E1,-3.767941284E1,-5.851538086E1,7.342035243E1
5.603892042E0,-2.338431358E1,-3.766292191E1,-5.856921387E1,7.345525591E1
5.613913042E0,-2.346243668E1,-3.768128586E1,-5.879974365E1,7.367343546E1
5.623934042E0,-2.332470894E1,-3.766357803E1,-5.836773682E1,7.327605242E1
5.633954042E0,-2.329749489E1,-3.759223175E1,-5.875671387E1,7.354114889E1
5.643975042E0,-2.340962982E1,-3.779642487E1,-5.827832031E1,7.330036234E1
5.653996042E0,-2.340835953E1,-3.769781876E1,-5.880584717E1,7.366956289E1
5.664016042E0,-2.340704727E1,-3.766941833E1,-5.873352051E1,7.359688425E1
5.674037042E0,-2.340850830E1,-3.767761993E1,-5.823712158E1,7.320603551E1
5.684058042E0,-2.336086082E1,-3.769365692E1,-5.849713135E1,7.340610306E1
5.694078042E0,-2.329434776E1,-3.769148254E1,-5.783776855E1,7.285932998E1
5.704099042E0,-2.335636902E1,-3.761034775E1,-5.846569824E1,7.333686728E1
5.714120042E0,-2.330222702E1,-3.767540359E1,-5.869982910E1,7.353978350E1
5.724140042E0,-2.328158951E1,-3.766351700E1,-5.833923340E1,7.323960046E1
5.734161042E0,-2.335385132E1,-3.757986832E1,-5.884899902E1,7.362644606E1
5.744182042E0,-2.340209007E1,-3.761015320E1,-5.844311523E1,7.333334277E1
5.754202042E0,-2.345447350E1,-3.768482208E1,-5.869073486E1,7.358573572E1
5.764223042E0,-2.334992790E1,-3.759099960E1,-5.870996094E1,7.351980616E1
5.774244042E0,-2.340050507E1,-3.766500473E1,-5.850122070E1,7.340728194E1
5.784264042E0,-2.323509026E1,-3.765111542E1,-5.883685303E1,7.361556347E1
5.794285042E0,-2.333663368E1,-3.768358994E1,-5.817492676E1,7.313667702E1
5.804306042E0,-2.330507088E1,-3.765869904E1,-5.883911133E1,7.364336334E1
5.814326042E0,-2.345201111E1,-3.766245270E1,-5.853778076E1,7.345154147E1
5.824347042E0,-2.349050140E1,-3.776162338E1,-5.830310059E1,7.332799871E1
5.834368042E0,-2.346234512E1,-3.777540588E1,-5.886206055E1,7.377130269E1
5.844388042E0,-2.349983978E1,-3.765866470E1,-5.843823242E1,7.338558786E1
5.854409042E0,-2.349866295E1,-3.760033035E1,-5.835546875E1,7.328937669E1
5.864430042E0,-2.349866295E1,-3.760033035E1,-5.835546875E1,7.328937669E1
5.874450042E0,-2.353672218E1,-3.764624786E1,-5.870794678E1,7.360597995E1
5.884471042E0,-2.353174973E1,-3.767672348E1,-5.814215088E1,7.316958689E1
5.894492042E0,-2.358444595E1,-3.764311981E1,-5.829241943E1,7.328872167E1
5.904512042E0,-2.364761543E1,-3.765422058E1,-5.822009277E1,7.325728118E1
5.914533042E0,-2.343304062E1,-3.770409012E1,-5.827984619E1,7.326149245E1
5.924554042E0,-2.338701248E1,-3.756685638E1,-5.854272461E1,7.338577285E1
5.934574042E0,-2.340676880E1,-3.758165741E1,-5.816516113E1,7.309886298E1
5.944595042E0,-2.333297729E1,-3.770051193E1,-5.860620117E1,7.348770812E1
5.954616042E0,-2.331825256E1,-3.780178833E1,-5.860491943E1,7.353402400E1
5.964636042E0,-2.335977936E1,-3.763220215E1,-5.865460205E1,7.349982498E1
5.974657042E0,-2.335087967E1,-3.761977386E1,-5.909674072E1,7.384399590E1
5.984678042E0,-2.344529533E1,-3.749931717E1,-5.843029785E1,7.328014989E1
5.994699042E0,-2.341537285E1,-3.761948395E1,-5.876757812E1,7.360117864E1
6.004719042E0,-2.350006676E1,-3.763886261E1,-5.801269531E1,7.303704494E1
6.014740042E0,-2.341800308E1,-3.759013367E1,-5.855505371E1,7.341740483E1
6.024760042E0,-2.338039017E1,-3.755827713E1,-5.852746582E1,7.336709808E1
6.034781042E0,-2.343946075E1,-3.769266891E1,-5.809234619E1,7.310859249E1
6.044802042E0,-2.334334755E1,-3.761151886E1,-5.844250488E1,7.331483208E1
6.054823042E0,-2.341292572E1,-3.766139603E1,-5.810705566E1,7.309566170E1
6.064843042E0,-2.344284821E1,-3.768121338E1,-5.854852295E1,7.346679871E1
6.074864042E0,-2.359096909E1,-3.761551666E1,-5.858508301E1,7.350967873E1
6.084885042E0,-2.344710541E1,-3.767195511E1,-5.815802002E1,7.315256828E1
6.094905042E0,-2.340607452E1,-3.767292023E1,-5.846887207E1,7.338734390E1
6.104926042E0,-2.348504257E1,-3.763694382E1,-5.789117432E1,7.293472992E1
6.114947042E0,-2.343372536E1,-3.760672760E1,-5.821533203E1,7.316030569E1
6.124967042E0,-2.330245018E1,-3.755104828E1,-5.804742432E1,7.295607501E1
6.134988042E0,-2.343385887E1,-3.759764862E1,-5.802056885E1,7.300078995E1
6.145009042E0,-2.335654449E1,-3.750317383E1,-5.829937744E1,7.314939253E1
6.155029042E0,-2.333478928E1,-3.755576324E1,-5.784979248E1,7.281171769E1
6.165050042E0,-2.333131599E1,-3.758307648E1,-5.831176758E1,7.319221394E1
6.175071042E0,-2.337247467E1,-3.757757568E1,-5.820007324E1,7.311357803E1
6.185091042E0,-2.331184769E1,-3.765444183E1,-5.786395264E1,7.286656467E1
6.195112042E0,-2.331990814E1,-3.767419052E1,-5.858831787E1,7.345579445E1
6.205133042E0,-2.346405602E1,-3.758615112E1,-5.795288086E1,7.295078533E1
6.215153042E0,-2.352602768E1,-3.761473846E1,-5.868475342E1,7.356794691E1
6.225174042E0,-2.337722015E1,-3.754337311E1,-5.832751465E1,7.319903177E1
6.235195042E0,-2.337539864E1,-3.763849640E1,-5.854553223E1,7.342101209E1
6.245215958E0,-2.338676834E1,-3.754018021E1,-5.859045410E1,7.341013128E1
6.255236958E0,-2.341613579E1,-3.758426285E1,-5.815576172E1,7.309572388E1
6.265257958E0,-2.341334915E1,-3.768532944E1,-5.857373047E1,7.347959495E1
6.275277958E0,-2.337951469E1,-3.766013336E1,-5.825329590E1,7.320064095E1
6.285298958E0,-2.345244217E1,-3.758252335E1,-5.824841309E1,7.318019358E1
6.295319958E0,-2.350228882E1,-3.760039902E1,-5.856005859E1,7.345357751E1
6.305339958E0,-2.356537819E1,-3.765096283E1,-5.798431396E1,7.304178747E1
6.315360958E0,-2.352150726E1,-3.757727051E1,-5.851171875E1,7.340935767E1
6.325381958E0,-2.357984352E1,-3.753505707E1,-5.797485352E1,7.297926534E1
6.335401958E0,-2.349416351E1,-3.750255203E1,-5.845642090E1,7.331828062E1
6.345422958E0,-2.342776299E1,-3.753068542E1,-5.859002686E1,7.341800647E1
6.355443958E0,-2.330597115E1,-3.765931702E1,-5.797155762E1,7.295268290E1
6.365463958E0,-2.346289444E1,-3.759129715E1,-5.851916504E1,7.340371730E1
6.375484958E0,-2.342500305E1,-3.762410736E1,-5.804113770E1,7.302792540E1
6.385505958E0,-2.342058563E1,-3.752433395E1,-5.844342041E1,7.329551732E1
6.395525958E0,-2.342560387E1,-3.775890350E1,-5.861840820E1,7.355685890E1
6.405546958E0,-2.350873947E1,-3.763171768E1,-5.815679932E1,7.315066858E1
