"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.011378417E0,1.264574006E-3,-2.186436392E-2,-9.583446663E-4,2.192186082E-2
3.021398417E0,2.464472782E-4,1.129944809E-2,3.495337442E-4,1.130753895E-2
3.031418417E0,1.769512892E-8,2.701710910E-4,-9.995815344E-5,2.880695248E-4
3.041439417E0,1.129996963E-3,-7.874574512E-3,-5.532281939E-4,7.974451600E-3
3.051459417E0,-3.775428981E-3,1.172439009E-2,-8.229119703E-5,1.231754678E-2
3.061480417E0,2.133326372E-3,-1.499590371E-2,-2.964364132E-3,1.543423675E-2
3.071500417E0,-4.015187733E-3,1.768210717E-2,2.812612802E-4,1.813443559E-2
3.081521417E0,2.442711731E-3,-1.717733964E-2,-1.545134466E-3,1.741881966E-2
3.091541417E0,-6.376625970E-4,1.388202794E-2,3.690291196E-4,1.390156451E-2
3.101562417E0,8.545063902E-4,-1.046352461E-2,-2.143396763E-3,1.071492782E-2
3.111582417E0,-1.498115715E-3,5.002445541E-3,1.261197031E-5,5.221970045E-3
3.121603417E0,8.712986019E-4,-3.555089468E-3,-2.395950723E-3,4.374745964E-3
3.131623417E0,-1.241534948E-3,1.025730162E-3,-6.070421077E-4,1.721055349E-3
3.141644417E0,3.718079533E-4,-5.255612195E-4,-2.182035707E-3,2.275024302E-3
3.151664417E0,1.685412135E-3,-1.835008152E-4,2.151441760E-3,2.739158313E-3
3.161685417E0,-5.926557351E-4,1.367790624E-3,6.405636668E-5,1.492043978E-3
3.171705417E0,9.562240448E-4,-8.024574257E-3,1.059361733E-3,8.150484876E-3
3.181726417E0,2.603400499E-4,9.623927996E-3,-1.102592330E-3,9.690380635E-3
3.191746417E0,1.425783848E-3,-1.083326992E-2,1.748683862E-3,1.106573504E-2
3.201767417E0,-4.674573429E-4,1.176019013E-2,2.395032905E-3,1.201069402E-2
3.211787417E0,1.031606225E-3,-9.890190326E-3,2.688532695E-4,9.947479991E-3
3.221808417E0,-3.224391490E-3,1.025555842E-2,1.236113254E-3,1.082132870E-2
3.231828417E0,1.772955991E-3,-7.748518139E-3,1.568241045E-3,8.101992735E-3
3.241849417E0,-1.710458542E-3,6.473560818E-3,1.001520548E-3,6.770206902E-3
3.251869417E0,1.238075318E-3,-3.398426808E-3,1.335151959E-3,3.855485186E-3
3.261890417E0,-2.040275838E-3,5.154847633E-3,4.227529280E-4,5.560026947E-3
3.271910417E0,2.216683468E-3,-1.285684295E-3,9.640646167E-4,2.737898882E-3
3.281930417E0,-2.046627924E-4,3.878451185E-3,-5.033332855E-5,3.884173516E-3
3.291951417E0,-6.931158714E-4,-1.167341135E-3,9.415545501E-4,1.652156139E-3
3.301971417E0,2.277640160E-3,-1.325266552E-3,5.673803389E-4,2.695532708E-3
3.311992417E0,-1.513029449E-3,4.584595561E-3,-3.868618514E-4,4.843287795E-3
3.322012417E0,1.106997952E-4,-8.345050737E-3,-9.530500975E-4,8.400025639E-3
3.332033417E0,7.027799729E-4,6.508576218E-3,-1.168179791E-3,6.649820156E-3
3.342053417E0,2.673531417E-4,-5.569391884E-3,-3.924008925E-4,5.589595882E-3
3.352074417E0,-1.941576367E-3,3.115722211E-3,1.475396566E-4,3.674127330E-3
3.362094417E0,2.685399493E-3,-4.242858384E-3,-6.098633166E-4,5.058176645E-3
3.372115417E0,-1.310743392E-5,5.628190003E-3,-1.955324551E-3,5.958186689E-3
3.382135417E0,1.931532985E-3,-6.152302958E-3,-2.953761723E-4,6.455145114E-3
3.392156417E0,-5.722083151E-4,8.481024764E-3,-1.711142249E-4,8.502028199E-3
3.402176417E0,4.523750395E-3,-1.005004905E-2,5.237045698E-4,1.103367890E-2
3.412197417E0,-6.836615503E-4,7.648941595E-3,1.533597242E-3,7.831067688E-3
3.422217417E0,1.822905382E-3,-5.915602669E-3,6.907065399E-4,6.228516235E-3
3.432238417E0,-7.111998275E-5,6.076008081E-3,1.164413057E-3,6.186985536E-3
3.442258417E0,1.281765988E-3,-5.296221934E-3,-2.406885847E-3,5.957011861E-3
3.452279417E0,-1.782423002E-3,2.525888849E-3,2.342690248E-3,3.878832793E-3
3.462299417E0,-1.328610815E-4,-3.932020627E-4,2.931216732E-4,5.081144009E-4
3.472320417E0,-3.278334625E-4,-2.971354872E-3,8.407612331E-4,3.105366968E-3
3.482340417E0,1.346229576E-3,2.313954523E-3,3.632563166E-4,2.701605959E-3
3.492361417E0,-2.185699530E-3,-1.028408064E-3,1.190898940E-3,2.693166513E-3
3.502381417E0,5.586878397E-4,-8.153551025E-4,1.004211139E-3,1.409033732E-3
3.512402417E0,1.791909104E-3,-1.067837700E-3,4.378077574E-4,2.131405927E-3
3.522422417E0,-1.821467769E-3,2.507988596E-3,-5.899060052E-4,3.155271895E-3
3.532443417E0,3.365953453E-4,-2.466586884E-3,1.580630895E-3,2.948854237E-3
3.542463417E0,9.786833543E-4,2.271176782E-3,-5.379137583E-4,2.530892390E-3
3.552483417E0,-1.256262301E-3,-1.569674001E-3,9.180665947E-4,2.210184995E-3
3.562504417E0,-9.971368127E-4,2.108950168E-3,-6.188438274E-4,2.413487169E-3
3.572524417E0,4.077046178E-3,-4.535394721E-3,2.761087380E-4,6.104780655E-3
3.582545417E0,7.697776891E-5,4.269281868E-3,-6.562636700E-4,4.320112875E-3
3.592565417E0,-2.335908590E-3,-4.158843309E-3,-1.467000693E-3,4.990444633E-3
3.602586417E0,5.947320722E-3,-3.184658941E-3,4.438171163E-4,6.760891211E-3
3.612606417E0,-5.120573100E-3,1.202126034E-2,2.128511667E-3,1.323863780E-2
3.622627417E0,4.057212733E-3,-2.532637864E-2,-1.208428992E-3,2.567774778E-2
3.632647417E0,-1.780853025E-3,3.291850165E-2,1.495392062E-3,3.300053614E-2
3.642668417E0,1.985123148E-3,-3.314440697E-2,-1.742212567E-3,3.324947717E-2
3.652688417E0,-2.553408267E-3,3.034199029E-2,-1.104925759E-4,3.044944133E-2
3.662709417E0,3.710080404E-3,-2.408449911E-2,-3.020795062E-3,2.455510123E-2
3.672729417E0,-4.115475807E-3,2.162114531E-2,-4.185261205E-4,2.201331937E-2
3.682750417E0,2.763735363E-3,-1.878859475E-2,-1.080015209E-4,1.899108186E-2
3.692770417E0,-4.828758538E-4,1.555836014E-2,-1.335953129E-3,1.562307621E-2
3.702791417E0,-2.466535661E-4,-9.725158103E-3,-2.700975165E-5,9.728322961E-3
3.712811417E0,-2.115045674E-3,6.845409982E-3,-3.189654090E-4,7.171805558E-3
3.722832417E0,1.915382454E-3,-4.571827594E-3,-7.091185544E-4,5.007309319E-3
3.732852417E0,-1.721505192E-3,5.973912776E-3,1.398930326E-3,6.372457927E-3
3.742873417E0,-9.148337413E-4,-6.591414101E-3,1.022359356E-3,6.732672522E-3
3.752893417E0,-1.187594607E-4,6.653956138E-3,8.198139258E-4,6.705321093E-3
3.762914417E0,-1.221308019E-3,-3.248475958E-3,5.151485093E-4,3.508499296E-3
3.772934417E0,1.091090031E-3,-2.185049001E-3,5.616215058E-4,2.506059718E-3
3.782955417E0,-1.131913159E-4,6.202577148E-3,1.504380256E-3,6.383410961E-3
3.792976042E0,2.259977162E-3,-6.793289445E-3,5.979905836E-4,7.184279435E-3
3.802997042E0,-1.117976382E-3,6.649549119E-3,-8.161480073E-4,6.792088946E-3
3.813017042E0,5.556014366E-4,-1.454529725E-2,1.508972142E-3,1.463391137E-2
3.823038042E0,1.218994847E-3,1.564642787E-2,-2.292423742E-3,1.586038651E-2
3.833058042E0,-4.150455818E-3,-1.486730017E-2,2.192611340E-3,1.559071654E-2
3.843078042E0,3.089347854E-3,4.266712815E-3,-3.482318716E-3,6.314701264E-3
3.853099042E0,-6.575423758E-4,7.087252568E-3,1.873400994E-3,7.360104770E-3
3.863119042E0,-1.912228763E-4,-1.926765591E-2,-2.053430304E-3,1.937771159E-2
3.873140042E0,-1.401392161E-3,2.050377801E-2,2.392557450E-3,2.069041188E-2
3.883160042E0,1.670031575E-3,-1.853017323E-2,-2.557726111E-3,1.878026326E-2
3.893181042E0,-1.131111640E-3,1.572700962E-2,7.966998965E-4,1.578774765E-2
3.903201042E0,8.465517312E-4,-8.822541684E-3,9.975070134E-5,8.863624642E-3
3.913222042E0,-1.378918765E-3,5.292057060E-3,1.905898564E-3,5.791349948E-3
3.923242042E0,-6.137925666E-4,-2.488634083E-3,-2.076592762E-3,3.298829855E-3
3.933263042E0,-1.705982722E-4,9.509790689E-4,1.279092394E-3,1.602979199E-3
3.943283042E0,-1.511571463E-4,1.296923729E-3,3.198217601E-4,1.344301156E-3
3.953304042E0,-1.033386216E-4,-1.888931962E-3,-2.770500723E-4,1.911936079E-3
3.963324042E0,-1.193903037E-3,4.327152390E-3,4.398729652E-4,4.510337071E-3
3.973345042E0,1.215576893E-3,-3.264005994E-3,4.977378994E-4,3.518395278E-3
3.983365042E0,3.982528578E-4,2.714790637E-3,1.089163125E-4,2.746007338E-3
3.993386042E0,-3.597489558E-5,-1.877675764E-3,1.019750722E-3,2.137019420E-3
4.003406042E0,3.198233899E-4,1.268050168E-3,1.819231547E-3,2.240500313E-3
4.013427042E0,1.011800952E-3,4.714694805E-4,-4.405654036E-4,1.200051046E-3
4.023447042E0,8.658596780E-4,1.758841565E-3,1.414592844E-3,2.417500682E-3
4.033468042E0,-1.790362177E-3,-2.763278317E-3,1.444890164E-3,3.595665636E-3
4.043488042E0,6.847866811E-3,-1.072437502E-3,-9.927011561E-4,7.002060957E-3
4.053509042E0,-6.809813902E-3,6.311218254E-3,4.957257770E-4,9.297891442E-3
4.063529042E0,6.565379910E-3,-2.189485170E-2,-1.866764389E-3,2.293411332E-2
4.073550042E0,-3.348368919E-3,3.699120879E-2,3.553308081E-3,3.731202354E-2
4.083570042E0,4.574535415E-3,-4.785284027E-2,-3.134954488E-3,4.817311113E-2
4.093591042E0,-6.839360110E-3,4.933726415E-2,1.847567502E-3,4.984331436E-2
4.103611042E0,5.650332198E-3,-4.512745515E-2,-1.243563369E-3,4.549681210E-2
4.113632042E0,-5.626763217E-3,3.815201670E-2,1.677379012E-3,3.860117152E-2
4.123652042E0,2.162716119E-3,-3.142014146E-2,-5.783182569E-4,3.149979496E-2
4.133672042E0,-4.219949711E-3,2.071805298E-2,2.011893317E-3,2.123895971E-2
4.143693042E0,2.803605050E-3,-1.384232100E-2,-2.339505590E-4,1.412532424E-2
4.153713042E0,-1.538338489E-3,3.183043096E-3,6.901407614E-4,3.602019285E-3
4.163734042E0,-5.689477548E-4,4.298374988E-3,4.485715181E-5,4.336097468E-3
4.173754042E0,2.348769456E-3,-9.637337178E-3,7.813759148E-4,9.950152469E-3
4.183775042E0,-1.983128255E-3,1.272096578E-2,-1.185063738E-4,1.287516259E-2
4.193795042E0,3.298835130E-3,-1.492454577E-2,-5.921963602E-4,1.529624386E-2
4.203816042E0,-2.930831397E-3,1.842409000E-2,5.489680916E-4,1.866382144E-2
4.213836042E0,4.385242239E-3,-1.934491843E-2,-2.444048878E-3,1.998573475E-2
4.223857042E0,-2.566939918E-3,1.972738281E-2,1.972803846E-3,1.999126729E-2
4.233877042E0,1.644287026E-3,-2.032268792E-2,-2.787369303E-4,2.039100337E-2
4.243898042E0,-2.390934620E-3,1.682920754E-2,-1.860654447E-3,1.709973186E-2
4.253918042E0,7.967655547E-4,-1.293426752E-2,-8.429451846E-4,1.298617219E-2
4.263939042E0,-1.051468309E-3,8.045316674E-3,-5.414753687E-4,8.131783418E-3
4.273959042E0,2.487991238E-3,-7.415215485E-3,2.836282365E-4,7.826619070E-3
4.283980042E0,-3.450325457E-3,7.101940922E-3,-1.130510354E-3,7.976237477E-3
4.294000042E0,1.231911127E-3,-8.868081495E-3,6.106733344E-4,8.974040135E-3
4.304021042E0,-7.473500445E-4,9.676042013E-3,-1.162193017E-3,9.774201437E-3
4.314041042E0,1.337120775E-4,-8.602327667E-3,9.149420075E-4,8.651880668E-3
4.324062042E0,8.770003915E-4,4.573395476E-3,2.862511668E-3,5.466173151E-3
4.334082042E0,2.572442871E-3,-1.506292960E-3,-3.706149291E-4,3.003953433E-3
4.344103042E0,-1.087006880E-3,8.069288451E-4,2.396675758E-3,2.752593833E-3
4.354123042E0,1.429518219E-3,8.412263123E-4,-4.637350794E-4,1.722275899E-3
4.364144042E0,1.472927630E-3,4.255069653E-4,1.371982042E-3,2.057402903E-3
4.374164042E0,-6.377757527E-4,2.266466618E-3,2.165111713E-3,3.198646209E-3
4.384185042E0,2.794170287E-4,-1.264085993E-3,-4.264102317E-4,1.363016126E-3
4.394205042E0,7.341827732E-4,1.441163011E-3,9.446940385E-4,1.873078214E-3
4.404226042E0,8.625471964E-4,-3.003652673E-3,6.522787735E-4,3.192394814E-3
4.414246042E0,-4.915830214E-4,3.563764505E-3,-7.845631335E-4,3.682066081E-3
4.424267042E0,7.968542632E-4,-6.239597686E-3,9.318441153E-4,6.358922035E-3
4.434287042E0,-1.144590089E-3,7.978485897E-3,1.818775199E-4,8.062220731E-3
4.444308042E0,2.735431772E-4,-8.559477516E-3,9.102523327E-4,8.612086885E-3
4.454328042E0,-8.682871703E-4,7.584715262E-3,-1.840742771E-4,7.636472455E-3
4.464348042E0,2.194880741E-3,-7.813948207E-3,-1.171840820E-3,8.200518212E-3
4.474369042E0,-1.342092175E-3,8.548123762E-3,4.477822222E-4,8.664418052E-3
4.484389042E0,9.495578706E-4,-6.186347920E-3,2.418254968E-3,6.709733067E-3
4.494410042E0,-7.973872125E-4,6.314988248E-3,-5.745093804E-4,6.391006491E-3
4.504430042E0,8.210157976E-4,-3.309675725E-3,-5.683840718E-4,3.457033526E-3
4.514451042E0,-1.197310630E-4,1.254533301E-3,-1.475801691E-3,1.940664825E-3
4.524471042E0,2.170321299E-3,4.625704605E-5,9.588603862E-4,2.373151385E-3
4.534492042E0,1.161678229E-3,-2.527583274E-4,1.922752708E-4,1.204305965E-3
4.544512042E0,-4.917253274E-3,3.128923476E-3,-5.318382755E-4,5.852554471E-3
4.554533042E0,8.003901690E-3,-1.259288099E-2,5.511222407E-4,1.493140414E-2
4.564553042E0,-6.721248850E-3,2.819263190E-2,1.230760943E-3,2.900886851E-2
4.574574042E0,3.359129187E-3,-3.908351809E-2,-1.916262321E-3,3.927438346E-2
4.584594042E0,-2.872667741E-3,4.395437613E-2,4.597563297E-3,4.428743602E-2
4.594615042E0,3.826527391E-3,-3.923028335E-2,-1.105699223E-3,3.943196691E-2
4.604635042E0,-5.998938810E-3,3.474620357E-2,1.889025327E-3,3.531082477E-2
4.614656042E0,3.732901998E-3,-2.801872417E-2,-1.679891720E-4,2.826679469E-2
4.624676042E0,-6.112460978E-4,2.349693142E-2,-1.082518604E-3,2.352979504E-2
4.634697042E0,-7.726857439E-5,-1.259585191E-2,-8.471938781E-4,1.262454724E-2
4.644717042E0,-2.367587062E-3,5.356783047E-3,-1.690350473E-3,6.095726194E-3
4.654738042E0,2.977880184E-3,-3.895738162E-3,9.388006292E-4,4.992583784E-3
4.664758042E0,-2.758835210E-3,4.251137841E-3,5.491799675E-4,5.097542869E-3
4.674779042E0,3.218951169E-4,-4.296517931E-3,1.146795228E-3,4.458567269E-3
4.684799042E0,7.312227972E-4,7.313533220E-3,1.306584571E-3,7.465227270E-3
4.694820042E0,5.477450322E-4,-1.052430086E-2,-5.675402936E-4,1.055381614E-2
4.704840042E0,-5.079319235E-4,9.344744496E-3,-2.013556659E-4,9.360704495E-3
4.714861042E0,1.708025346E-3,-4.721386358E-3,-3.505933564E-4,5.033066205E-3
4.724881042E0,-1.212130883E-3,3.044391284E-3,1.035049092E-3,3.436408909E-3
4.734902042E0,1.231511822E-3,8.006361313E-4,-2.099939156E-4,1.483825134E-3
4.744922042E0,-4.398880992E-4,-2.662804909E-3,-4.896258470E-4,2.742948230E-3
4.754943042E0,-7.906991523E-4,3.344132565E-3,-8.649181109E-4,3.543516770E-3
4.764963042E0,2.439981559E-3,-2.044240944E-3,5.193930119E-4,3.225244200E-3
4.774984042E0,-1.086340169E-3,3.884321544E-3,8.349027485E-5,4.034235919E-3
4.785004042E0,-3.308013547E-4,-6.687096320E-3,-1.591904555E-3,6.881921740E-3
4.795025417E0,3.088156227E-4,7.709643804E-3,-1.353860833E-3,7.833703710E-3
4.805045417E0,1.854514237E-3,-7.414447609E-3,4.142117687E-4,7.654072628E-3
4.815066417E0,-3.780986415E-3,8.137853816E-3,-2.634353004E-4,8.977188934E-3
4.825086417E0,1.183944987E-3,-4.716691561E-3,9.456397966E-4,4.954103313E-3
4.835106417E0,1.888779690E-3,3.571122652E-3,4.609902389E-4,4.066069074E-3
4.845127417E0,-1.239635400E-3,-6.289487355E-4,-3.046684433E-4,1.423058430E-3
4.855147417E0,-1.821707701E-3,4.814680433E-4,-9.746847209E-4,2.121424222E-3
4.865168417E0,5.534210242E-3,-6.879775785E-3,-9.584394284E-4,8.881295176E-3
4.875188417E0,-4.303265363E-3,1.193500403E-2,1.653582323E-3,1.279440302E-2
4.885209417E0,-1.368728117E-3,-1.429340430E-2,-2.274084836E-4,1.436058974E-2
4.895229417E0,5.147301592E-3,8.769879118E-3,4.693884403E-4,1.017967676E-2
4.905250417E0,-1.712734578E-3,1.267221989E-3,6.803111173E-4,2.236545220E-3
4.915270417E0,-4.535655957E-3,-7.649406325E-3,-1.846196363E-3,9.082622589E-3
4.925291417E0,4.547853954E-3,7.736474276E-3,-7.308644708E-4,9.003897638E-3
4.935311417E0,1.772292890E-3,-9.321267717E-3,2.076313831E-4,9.490530266E-3
4.945332417E0,-3.927670885E-3,4.287219141E-3,-1.081871334E-3,5.914160306E-3
4.955352417E0,-1.396379783E-3,6.009517238E-4,-1.112970524E-3,1.884070821E-3
4.965373417E0,5.789628252E-3,-8.753134869E-3,3.685462289E-4,1.050109478E-2
4.975393417E0,-9.058113210E-4,1.647522859E-2,3.846781328E-4,1.650459417E-2
4.985414417E0,-3.825701308E-3,-1.748486795E-2,1.056327019E-3,1.792965210E-2
4.995434417E0,5.481203552E-3,9.117839858E-3,-2.305513714E-3,1.088549446E-2
5.005455417E0,-1.310389605E-3,1.754466211E-3,1.925716642E-3,2.916103083E-3
5.015475417E0,-2.435013186E-3,-1.065165736E-2,-2.752370201E-4,1.092990618E-2
5.025496417E0,-9.566925000E-4,1.269734185E-2,2.455302048E-3,1.296789338E-2
5.035516417E0,3.388935933E-3,-1.321304776E-2,-1.160841202E-3,1.369003543E-2
5.045537417E0,-5.231183954E-3,1.222839579E-2,1.848530956E-3,1.342817992E-2
5.055557417E0,-6.717494689E-4,-1.021833345E-2,-1.602794742E-3,1.036506328E-2
5.065578417E0,-3.977101296E-4,9.600911289E-3,1.174349803E-3,9.680638842E-3
5.075598417E0,-4.031246062E-4,-6.656104699E-3,-1.104712486E-3,6.759188478E-3
5.085619417E0,-8.864883566E-4,5.740643945E-3,1.770436298E-3,6.072503536E-3
5.095639417E0,-3.427765099E-3,2.807422541E-3,-6.825318560E-4,4.482972745E-3
5.105660417E0,7.368955761E-3,-1.359871496E-2,-3.325333819E-5,1.546698624E-2
5.115680417E0,-4.537531640E-3,2.718232200E-2,1.603084151E-3,2.760503036E-2
5.125701417E0,4.490850959E-3,-3.588559479E-2,-2.835606225E-3,3.627649815E-2
5.135721417E0,-2.535205334E-3,3.830587119E-2,9.938948788E-4,3.840253716E-2
5.145742417E0,3.908046521E-3,-3.682349995E-2,-1.746231690E-3,3.707144860E-2
5.155762417E0,-3.858014476E-3,3.023714386E-2,1.852601301E-3,3.053852118E-2
5.165783417E0,4.012159072E-3,-2.255656011E-2,-1.208169851E-3,2.294243882E-2
5.175803417E0,4.561587702E-4,1.618750952E-2,1.002291217E-3,1.622492321E-2
5.185824417E0,-3.654262982E-4,-7.597981021E-3,3.466210328E-4,7.614656795E-3
5.195844417E0,-2.188167535E-3,2.309202682E-3,3.938041627E-4,3.205553916E-3
5.205865417E0,2.028185409E-4,4.916171078E-3,-5.140674766E-4,4.947134402E-3
5.215885417E0,2.123474842E-3,-6.782490294E-3,-4.079767969E-4,7.118831721E-3
5.225905417E0,-4.709930159E-3,1.335020829E-2,-4.801484756E-4,1.416481719E-2
5.235926417E0,2.606988186E-3,-1.645185985E-2,-8.762273937E-4,1.668016350E-2
5.245946417E0,-3.156625200E-3,1.670129970E-2,6.337850355E-4,1.700880295E-2
5.255967417E0,1.338140341E-3,-1.669625379E-2,4.878086038E-4,1.675689313E-2
5.265987417E0,-2.119974466E-3,1.362729724E-2,1.938166097E-3,1.392673723E-2
5.276008417E0,3.614047775E-3,-9.244895540E-3,2.908864990E-4,9.930460706E-3
5.286028417E0,-3.187665716E-3,7.378555834E-3,-4.145847633E-4,8.048365017E-3
5.296049417E0,1.020127442E-3,-5.194181111E-3,1.272319350E-3,5.444168801E-3
5.306069417E0,2.139187651E-3,7.334826514E-4,1.161265653E-3,2.542175942E-3
5.316090417E0,-2.958886325E-4,3.430382116E-3,-2.778135240E-4,3.454309178E-3
5.326110417E0,-6.807153113E-4,-5.357516930E-3,1.168815419E-3,5.525621274E-3
5.336131417E0,5.051563494E-5,8.405611850E-3,-1.189121045E-3,8.489456477E-3
5.346151417E0,1.887564315E-3,-1.044131257E-2,1.431962010E-3,1.070674658E-2
5.356172417E0,-3.743675770E-3,1.529837865E-2,1.242058817E-3,1.579867741E-2
5.366192417E0,1.656681998E-3,-1.796556823E-2,-7.403981872E-4,1.805697723E-2
5.376213417E0,-8.721509948E-5,1.396433264E-2,5.166344345E-4,1.397415843E-2
5.386233417E0,-4.952112213E-4,-1.050479151E-2,-1.819224097E-3,1.067264987E-2
5.396254417E0,-8.292240091E-5,1.074937172E-4,2.565938048E-4,2.902953745E-4
5.406274417E0,2.547748154E-3,3.868409665E-3,5.040015094E-4,4.659359561E-3
5.416295417E0,-6.635792088E-4,-4.128813278E-3,4.881443456E-4,4.210192555E-3
5.426315417E0,-1.787433284E-3,2.745870966E-3,1.516705379E-5,3.276424141E-3
5.436336417E0,1.756108133E-3,-3.965894692E-3,-1.433041645E-3,4.567914714E-3
5.446356417E0,-1.199734397E-3,5.338657182E-3,4.306384362E-4,5.488722309E-3
5.456377417E0,1.300232951E-3,-6.381799001E-3,1.786541659E-3,6.753495045E-3
5.466397417E0,-2.522207797E-5,5.988051649E-3,8.139554411E-4,6.043171532E-3
5.476418417E0,-1.158219180E-3,-5.516021047E-3,1.959238201E-3,5.967124449E-3
5.486438417E0,1.981286332E-4,2.691574860E-3,-1.172905555E-3,2.942709232E-3
5.496459417E0,1.269183122E-4,-8.229410741E-4,8.891159669E-4,1.218140990E-3
5.506479417E0,3.727281000E-4,7.390028331E-4,-5.390960723E-5,8.294321369E-4
5.516500417E0,4.917415790E-4,-1.836832962E-4,-2.319007181E-4,5.738704356E-4
5.526520417E0,1.615063054E-3,-4.626414739E-5,-5.480041727E-5,1.616654610E-3
5.536541417E0,-1.018167124E-3,-1.959911897E-4,9.183259681E-5,1.040917895E-3
5.546561417E0,1.113160746E-3,-1.628505532E-3,4.257927649E-4,2.018032852E-3
5.556582417E0,-1.718420535E-4,4.300540779E-3,-7.746098563E-4,4.373122581E-3
5.566602417E0,1.481181942E-3,-4.297208041E-3,-8.928540628E-4,4.632179322E-3
5.576623417E0,-3.546993248E-4,4.676836077E-3,-1.521181315E-3,4.930780861E-3
5.586643417E0,3.350593615E-4,-4.215192050E-3,1.218146179E-3,4.400453261E-3
5.596664417E0,-1.234072261E-3,3.619512310E-3,-4.921162035E-4,3.855642886E-3
5.606684417E0,1.485281391E-3,-4.409385845E-3,4.192176275E-4,4.671668627E-3
5.616705417E0,1.076176297E-3,6.519020069E-3,-1.568850130E-4,6.609114237E-3
5.626725417E0,2.556564286E-4,-3.647064324E-3,4.601692781E-4,3.684860128E-3
5.636746417E0,6.716253702E-4,3.278561402E-3,1.241381746E-3,3.569464126E-3
5.646766417E0,4.910628777E-4,-1.598485745E-3,1.530068461E-3,2.266585300E-3
5.656787417E0,-1.268828171E-3,-9.490654338E-5,-1.814726274E-4,1.285248807E-3
5.666807417E0,-1.622229582E-3,2.803411568E-3,-1.009982079E-3,3.392758322E-3
5.676827417E0,2.327654511E-5,-5.057462491E-3,-1.209585462E-4,5.058962306E-3
5.686848417E0,-2.840420697E-3,4.000214860E-3,-5.230957177E-4,4.933896816E-3
5.696868417E0,1.618821174E-3,-6.107451394E-3,5.907514133E-4,6.345906693E-3
5.706889417E0,-2.682947088E-4,5.843750201E-3,6.200461648E-4,5.882674197E-3
5.716909417E0,5.980615970E-4,-5.965870805E-3,1.460204367E-3,6.171020088E-3
5.726930417E0,-3.244081046E-3,4.949627444E-3,2.833534963E-4,5.924792222E-3
5.736950417E0,1.345787430E-3,-5.008699372E-3,-3.647059202E-4,5.199156049E-3
5.746971417E0,-4.459870979E-4,6.523853168E-3,6.124079227E-4,6.567694277E-3
5.756991417E0,-1.758243889E-4,-4.612504970E-3,1.936363056E-3,5.005558730E-3
5.767012417E0,-5.534605589E-4,3.563931910E-3,-1.211226918E-3,3.804602463E-3
5.777032417E0,5.361416843E-4,-7.386760553E-4,1.257503871E-3,1.553835965E-3
5.787053417E0,7.674633525E-5,-1.173303928E-3,7.192790508E-4,1.378366592E-3
5.797072792E0,2.155340044E-3,2.195501002E-3,1.789010130E-4,3.081837264E-3
5.807093792E0,4.437265452E-4,-4.400882870E-3,6.524110213E-4,4.471051713E-3
5.817113792E0,-7.170531899E-5,2.782023046E-3,1.846044324E-4,2.789063047E-3
5.827134792E0,7.991483435E-4,-4.959253594E-3,-3.688004799E-4,5.036749754E-3
5.837154792E0,8.923041169E-4,4.419193137E-4,4.340969026E-4,1.086250173E-3
5.847175792E0,3.396982793E-4,2.235401189E-4,9.787133895E-4,1.059832536E-3
5.857195792E0,-2.146547660E-3,6.414735690E-4,-4.146697465E-4,2.278399920E-3
5.867216792E0,3.325890284E-4,-2.085070591E-3,2.510546241E-3,3.280392852E-3
5.877236792E0,1.481577521E-3,-1.070297672E-3,-8.679046296E-4,2.023330795E-3
5.887257792E0,-5.608007777E-4,8.900552057E-4,-9.965351783E-4,1.449061125E-3
5.897277792E0,1.675448613E-3,-1.970338169E-3,3.156242892E-4,2.605566973E-3
5.907298792E0,-1.594696660E-4,5.676129833E-3,2.186852507E-4,5.682578965E-3
5.917318792E0,-2.190403175E-4,-7.629306987E-3,8.690357208E-4,7.681765868E-3
5.927339792E0,-3.428773489E-4,7.139785215E-3,5.140365101E-4,7.166472726E-3
5.937359792E0,8.097556420E-4,-4.988140892E-3,1.576107461E-3,5.293521369E-3
5.947380792E0,-2.565534785E-3,4.027991090E-3,-6.015594117E-4,4.813372485E-3
5.957400792E0,8.972971700E-4,-3.829399589E-3,-7.509465795E-4,4.004168352E-3
5.967421792E0,-2.396062482E-4,3.636506386E-3,2.826261334E-4,3.655334100E-3
5.977441792E0,-1.909915358E-3,-1.309427316E-4,-1.451239455E-3,2.402294451E-3
5.987462792E0,5.284748040E-4,-3.923017997E-3,-5.044857971E-4,3.990471369E-3
5.997482792E0,1.826179214E-3,6.424370222E-3,-9.403817821E-4,6.744759533E-3
6.007503792E0,1.326750498E-4,-7.106352597E-3,-1.249574590E-3,7.216597991E-3
6.017523792E0,-3.604828380E-4,6.888089702E-3,-3.582448699E-4,6.906813086E-3
6.027544792E0,1.840087352E-3,-6.120120175E-3,-1.388003584E-4,6.392265480E-3
6.037564792E0,-2.534699161E-3,4.356816877E-3,3.270083107E-4,5.051087761E-3
6.047585792E0,8.938543033E-4,-3.930940293E-3,8.974573575E-4,4.129975401E-3
6.057605792E0,2.271325793E-4,5.248688394E-4,7.460131310E-4,9.400064355E-4
6.067626792E0,5.083135329E-5,6.441784790E-4,-2.769071143E-4,7.030130079E-4
