"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
4.048484625E0,2.516681451E-1,6.663943040E-1,9.784103267E0
4.058503625E0,2.515735847E-1,6.663361242E-1,9.784109699E0
4.068522625E0,2.515563536E-1,6.663863372E-1,9.784106775E0
4.078541625E0,2.516295900E-1,6.664509489E-1,9.784100928E0
4.088560625E0,2.516758744E-1,6.664556998E-1,9.784099174E0
4.098579625E0,2.516855771E-1,6.664324571E-1,9.784100343E0
4.108598625E0,2.516571816E-1,6.665048895E-1,9.784096250E0
4.118617625E0,2.517309113E-1,6.665551756E-1,9.784090987E0
4.128636625E0,2.517364113E-1,6.665573683E-1,9.784090403E0
4.138656625E0,2.517724448E-1,6.665647504E-1,9.784089233E0
4.148675625E0,2.518377874E-1,6.665214810E-1,9.784090403E0
4.158694625E0,2.518452609E-1,6.665517403E-1,9.784088064E0
4.168713625E0,2.519158843E-1,6.665195075E-1,9.784088649E0
4.178732625E0,2.518619986E-1,6.665021121E-1,9.784090987E0
4.188751625E0,2.519180405E-1,6.665321521E-1,9.784087479E0
4.198770625E0,2.518411130E-1,6.665469164E-1,9.784088649E0
4.208789625E0,2.519164690E-1,6.665093480E-1,9.784089233E0
4.218808625E0,2.519536902E-1,6.663940848E-1,9.784096250E0
4.228827625E0,2.519803681E-1,6.663284498E-1,9.784099758E0
4.238846625E0,2.520039397E-1,6.663365628E-1,9.784098589E0
4.248865625E0,2.519636488E-1,6.662982635E-1,9.784102682E0
4.258885625E0,2.521100667E-1,6.662419841E-1,9.784102682E0
4.268904625E0,2.520715299E-1,6.663480379E-1,9.784096250E0
4.278923625E0,2.521899908E-1,6.662949014E-1,9.784096835E0
4.288942625E0,2.521715538E-1,6.663135394E-1,9.784096250E0
4.298961625E0,2.522044261E-1,6.662966555E-1,9.784096250E0
4.308980625E0,2.521704392E-1,6.663243567E-1,9.784095080E0
4.318999625E0,2.522580561E-1,6.663443834E-1,9.784091572E0
4.329018625E0,2.523600534E-1,6.664190085E-1,9.784083971E0
4.339037625E0,2.522857755E-1,6.664722913E-1,9.784082217E0
4.349056625E0,2.522154079E-1,6.664522646E-1,9.784085725E0
4.359075625E0,2.521995108E-1,6.665325907E-1,9.784080462E0
4.369094625E0,2.522944550E-1,6.666204451E-1,9.784072276E0
4.379114625E0,2.522918055E-1,6.666607178E-1,9.784069353E0
4.389133625E0,2.523054733E-1,6.666670766E-1,9.784068768E0
4.399152625E0,2.523220831E-1,6.666946317E-1,9.784066429E0
4.409171625E0,2.523781798E-1,6.667852635E-1,9.784058828E0
4.419190625E0,2.523513009E-1,6.667654561E-1,9.784060582E0
4.429209625E0,2.523918294E-1,6.667143660E-1,9.784062921E0
4.439228625E0,2.523314204E-1,6.666941931E-1,9.784065844E0
4.449247625E0,2.522876576E-1,6.666520201E-1,9.784069937E0
4.459266625E0,2.523135133E-1,6.666406180E-1,9.784069937E0
4.469285625E0,2.524143777E-1,6.666616680E-1,9.784065844E0
4.479304625E0,2.525226060E-1,6.665208232E-1,9.784072861E0
4.489323625E0,2.524797386E-1,6.664601583E-1,9.784078124E0
4.499343625E0,2.524913417E-1,6.664032210E-1,9.784081632E0
4.509362625E0,2.525484617E-1,6.663489881E-1,9.784083971E0
4.519381625E0,2.525888623E-1,6.662633264E-1,9.784088649E0
4.529400625E0,2.526963232E-1,6.662859844E-1,9.784084556E0
4.539419625E0,2.526771918E-1,6.663351010E-1,9.784081632E0
4.549438625E0,2.527257785E-1,6.664680520E-1,9.784071107E0
4.559457625E0,2.528413889E-1,6.664452479E-1,9.784069937E0
4.569476625E0,2.528325998E-1,6.665329561E-1,9.784064090E0
4.579495625E0,2.528601183E-1,6.666150364E-1,9.784057658E0
4.589514625E0,2.527403965E-1,6.666526779E-1,9.784058243E0
4.599533625E0,2.528342261E-1,6.667267913E-1,9.784050642E0
4.609553625E0,2.529044292E-1,6.666671497E-1,9.784052981E0
4.619572625E0,2.528077492E-1,6.667405323E-1,9.784050642E0
4.629591625E0,2.528989657E-1,6.666018071E-1,9.784057658E0
4.639610625E0,2.527997092E-1,6.666478539E-1,9.784057074E0
4.649629625E0,2.528697479E-1,6.667118809E-1,9.784050642E0
4.659648625E0,2.528710818E-1,6.667301535E-1,9.784049472E0
4.669667625E0,2.528433075E-1,6.666299468E-1,9.784057074E0
4.679686625E0,2.528970654E-1,6.666898808E-1,9.784051811E0
4.689705625E0,2.529379959E-1,6.667653830E-1,9.784045379E0
4.699724625E0,2.528955670E-1,6.667604128E-1,9.784047133E0
4.709743625E0,2.528518043E-1,6.668215162E-1,9.784043625E0
4.719762625E0,2.529356570E-1,6.668594500E-1,9.784038947E0
4.729782625E0,2.528813875E-1,6.669148524E-1,9.784036608E0
4.739801625E0,2.528633342E-1,6.668411044E-1,9.784042456E0
4.749820000E0,2.527679333E-1,6.668916097E-1,9.784041286E0
4.759839000E0,2.527716426E-1,6.669313708E-1,9.784038363E0
4.769858000E0,2.528759058E-1,6.669803412E-1,9.784032515E0
4.779877000E0,2.527603867E-1,6.670865413E-1,9.784028422E0
4.789896000E0,2.528035099E-1,6.671477178E-1,9.784023160E0
4.799915000E0,2.527719167E-1,6.671438440E-1,9.784023744E0
4.809934000E0,2.528527179E-1,6.671097109E-1,9.784024329E0
4.819953000E0,2.527870464E-1,6.670753585E-1,9.784028422E0
4.829972000E0,2.528216728E-1,6.669120019E-1,9.784038363E0
4.839991000E0,2.527414929E-1,6.668734834E-1,9.784043040E0
4.850011000E0,2.527193648E-1,6.667964463E-1,9.784048887E0
4.860030000E0,2.526925590E-1,6.667597550E-1,9.784052396E0
4.870049000E0,2.526978946E-1,6.667457217E-1,9.784052981E0
4.880068000E0,2.527117635E-1,6.667548580E-1,9.784051811E0
4.890087000E0,2.527149977E-1,6.667390705E-1,9.784052981E0
4.900106000E0,2.526670140E-1,6.667160471E-1,9.784055904E0
4.910125000E0,2.526431500E-1,6.666738740E-1,9.784059412E0
4.920144000E0,2.527216489E-1,6.666703657E-1,9.784057658E0
4.930163000E0,2.527101189E-1,6.666230763E-1,9.784061167E0
4.940182000E0,2.527848719E-1,6.666469768E-1,9.784057658E0
4.950201000E0,2.527605146E-1,6.666580135E-1,9.784057658E0
4.960220000E0,2.527638037E-1,6.666210298E-1,9.784059997E0
4.970240000E0,2.527175741E-1,6.665113945E-1,9.784068768E0
4.980259000E0,2.526965242E-1,6.664445170E-1,9.784073446E0
4.990278000E0,2.526739941E-1,6.664806966E-1,9.784071692E0
5.000297000E0,2.526461285E-1,6.664832548E-1,9.784072276E0
5.010316000E0,2.526357497E-1,6.664820123E-1,9.784072861E0
5.020335000E0,2.526438444E-1,6.664635205E-1,9.784073446E0
5.030354000E0,2.526590472E-1,6.663988356E-1,9.784077539E0
5.040373000E0,2.526105335E-1,6.664473675E-1,9.784075785E0
5.050392000E0,2.525513487E-1,6.663772009E-1,9.784082217E0
5.060411000E0,2.524270954E-1,6.664401316E-1,9.784081047E0
5.070430000E0,2.523610950E-1,6.664620586E-1,9.784081047E0
5.080449000E0,2.522630810E-1,6.664820854E-1,9.784082217E0
5.090469000E0,2.523206761E-1,6.664885173E-1,9.784080462E0
5.100488000E0,2.523454171E-1,6.665194345E-1,9.784077539E0
5.110507000E0,2.524284659E-1,6.665358067E-1,9.784074031E0
5.120526000E0,2.523674538E-1,6.665837538E-1,9.784072861E0
5.130545000E0,2.524381869E-1,6.666706581E-1,9.784064675E0
5.140564000E0,2.524038162E-1,6.667074955E-1,9.784063506E0
5.150583000E0,2.524131717E-1,6.666641530E-1,9.784065844E0
5.160602000E0,2.524306951E-1,6.666238073E-1,9.784068183E0
5.170621000E0,2.523839539E-1,6.666599138E-1,9.784067014E0
5.180640000E0,2.524295257E-1,6.666059732E-1,9.784069353E0
5.190659000E0,2.523993760E-1,6.666474154E-1,9.784067599E0
5.200679000E0,2.525127754E-1,6.665737405E-1,9.784069353E0
5.210698000E0,2.524082016E-1,6.665029892E-1,9.784076954E0
5.220717000E0,2.524300008E-1,6.664341382E-1,9.784081047E0
5.230736000E0,2.523948261E-1,6.663130277E-1,9.784090403E0
5.240755000E0,2.524020438E-1,6.662938050E-1,9.784091572E0
5.250774000E0,2.524244276E-1,6.662492931E-1,9.784093911E0
5.260793000E0,2.524508497E-1,6.662255388E-1,9.784095080E0
5.270812000E0,2.524988883E-1,6.662329940E-1,9.784093326E0
5.280831000E0,2.523448872E-1,6.662284624E-1,9.784097419E0
5.290850000E0,2.522901609E-1,6.663212138E-1,9.784092742E0
5.300869000E0,2.522597006E-1,6.664463443E-1,9.784084556E0
5.310888000E0,2.523011976E-1,6.664852282E-1,9.784081047E0
5.320908000E0,2.523763160E-1,6.665255740E-1,9.784076369E0
5.330927000E0,2.524467750E-1,6.665593417E-1,9.784072276E0
5.340946000E0,2.524271502E-1,6.665118331E-1,9.784075785E0
5.350965000E0,2.524280273E-1,6.664874209E-1,9.784077539E0
5.360984000E0,2.524750974E-1,6.664199587E-1,9.784081047E0
5.371003000E0,2.524176485E-1,6.663948157E-1,9.784083971E0
5.381022000E0,2.524402699E-1,6.663887492E-1,9.784083971E0
5.391041000E0,2.524915427E-1,6.665002848E-1,9.784075200E0
5.401060000E0,2.526783795E-1,6.664218590E-1,9.784075785E0
5.411079000E0,2.526437348E-1,6.664459057E-1,9.784074615E0
5.421098000E0,2.526603993E-1,6.664244172E-1,9.784075785E0
5.431118000E0,2.526208941E-1,6.663332006E-1,9.784083386E0
5.441137000E0,2.525331676E-1,6.662810873E-1,9.784089233E0
5.451156000E0,2.524336187E-1,6.662411070E-1,9.784094496E0
5.461175000E0,2.524637684E-1,6.662154523E-1,9.784095080E0
5.471194000E0,2.525530116E-1,6.661786880E-1,9.784095665E0
5.481213000E0,2.525920417E-1,6.662373063E-1,9.784090403E0
5.491232000E0,2.525273569E-1,6.662305820E-1,9.784092742E0
5.501251000E0,2.524681721E-1,6.662973864E-1,9.784089233E0
5.511270000E0,2.524470490E-1,6.662814528E-1,9.784090987E0
5.521289000E0,2.523411048E-1,6.662566752E-1,9.784095665E0
5.531308000E0,2.523536946E-1,6.662440306E-1,9.784096250E0
5.541327000E0,2.523455268E-1,6.662464426E-1,9.784096250E0
5.551347000E0,2.523187757E-1,6.662301435E-1,9.784098004E0
5.561366000E0,2.522623136E-1,6.662112862E-1,9.784100928E0
5.571385000E0,2.521714442E-1,6.662641304E-1,9.784099174E0
5.581404000E0,2.521413858E-1,6.662372332E-1,9.784102097E0
5.591423000E0,2.522211090E-1,6.663076191E-1,9.784095080E0
5.601442000E0,2.521703661E-1,6.662633995E-1,9.784099758E0
5.611461000E0,2.522020142E-1,6.662450539E-1,9.784099758E0
5.621480000E0,2.521381516E-1,6.662765557E-1,9.784099174E0
5.631499000E0,2.520645680E-1,6.663483303E-1,9.784096250E0
5.641518000E0,2.520993955E-1,6.664796734E-1,9.784086894E0
5.651537000E0,2.520489267E-1,6.665354412E-1,9.784083971E0
5.661557000E0,2.520428603E-1,6.665718401E-1,9.784081632E0
5.671576000E0,2.519935426E-1,6.666433954E-1,9.784078124E0
5.681595000E0,2.520235462E-1,6.666887113E-1,9.784074031E0
5.691614000E0,2.520156524E-1,6.666428838E-1,9.784077539E0
5.701633000E0,2.520113584E-1,6.666944124E-1,9.784074031E0
5.711652000E0,2.521138491E-1,6.666428107E-1,9.784075200E0
5.721671000E0,2.521146166E-1,6.666788442E-1,9.784072861E0
5.731690000E0,2.520465696E-1,6.666685385E-1,9.784075200E0
5.741709000E0,2.519328047E-1,6.667255488E-1,9.784074031E0
5.751728625E0,2.519497068E-1,6.667118809E-1,9.784074615E0
5.761747625E0,2.520594335E-1,6.666642992E-1,9.784075200E0
5.771766625E0,2.521527148E-1,6.666672228E-1,9.784072276E0
5.781786625E0,2.521190020E-1,6.667356353E-1,9.784068768E0
5.791805625E0,2.520252455E-1,6.667583663E-1,9.784069353E0
5.801824625E0,2.520054015E-1,6.667453562E-1,9.784071107E0
5.811843625E0,2.520210428E-1,6.667459410E-1,9.784070522E0
5.821862625E0,2.520626494E-1,6.667143660E-1,9.784071692E0
5.831881625E0,2.521466301E-1,6.667863598E-1,9.784064675E0
5.841900625E0,2.522140010E-1,6.668137687E-1,9.784061167E0
5.851919625E0,2.521703844E-1,6.668381077E-1,9.784060582E0
5.861938625E0,2.521193126E-1,6.668297023E-1,9.784062336E0
5.871957625E0,2.521059188E-1,6.668076291E-1,9.784064090E0
5.881976625E0,2.520844851E-1,6.668267056E-1,9.784063506E0
5.891996625E0,2.520992128E-1,6.668313103E-1,9.784062921E0
5.902015625E0,2.520400097E-1,6.669381682E-1,9.784057074E0
5.912034625E0,2.521022643E-1,6.670206870E-1,9.784049472E0
5.922053625E0,2.520564916E-1,6.670578168E-1,9.784048303E0
5.932072625E0,2.520902775E-1,6.670496307E-1,9.784047718E0
5.942091625E0,2.521207379E-1,6.670638102E-1,9.784045964E0
5.952110625E0,2.522091953E-1,6.670995513E-1,9.784041286E0
5.962129625E0,2.521576667E-1,6.671741033E-1,9.784037778E0
5.972148625E0,2.521513809E-1,6.670838369E-1,9.784044210E0
5.982167625E0,2.521386815E-1,6.670535776E-1,9.784046549E0
5.992186625E0,2.520423486E-1,6.669731784E-1,9.784054735E0
6.002206625E0,2.521749708E-1,6.668663936E-1,9.784058243E0
6.012225625E0,2.521968613E-1,6.668248053E-1,9.784060582E0
6.022244625E0,2.522727472E-1,6.667253295E-1,9.784065260E0
6.032263625E0,2.523092740E-1,6.666919273E-1,9.784067014E0
6.042282625E0,2.524299825E-1,6.664571616E-1,9.784079878E0
6.052301625E0,2.525779536E-1,6.662849611E-1,9.784087479E0
6.062320625E0,2.527580844E-1,6.661658241E-1,9.784090987E0
6.072339625E0,2.528862480E-1,6.660232982E-1,9.784097419E0
6.082358625E0,2.530908823E-1,6.659147593E-1,9.784099758E0
6.092377625E0,2.532847358E-1,6.658513170E-1,9.784098589E0
6.102396625E0,2.534593848E-1,6.656613556E-1,9.784107360E0
6.112415625E0,2.536328096E-1,6.654764374E-1,9.784115546E0
6.122435625E0,2.538152061E-1,6.653593469E-1,9.784118469E0
6.132454625E0,2.539868219E-1,6.653005823E-1,9.784117885E0
6.142473625E0,2.540858409E-1,6.651104748E-1,9.784128410E0
6.152492625E0,2.541511104E-1,6.650295639E-1,9.784131918E0
6.162511625E0,2.541936672E-1,6.649571315E-1,9.784136011E0
6.172530625E0,2.542764601E-1,6.648933969E-1,9.784138350E0
6.182549625E0,2.541882768E-1,6.648371905E-1,9.784144197E0
6.192568625E0,2.542298651E-1,6.647596418E-1,9.784148290E0
6.202587625E0,2.543087842E-1,6.647327446E-1,9.784148290E0
6.212606625E0,2.543708744E-1,6.647285054E-1,9.784147121E0
6.222625625E0,2.543734691E-1,6.647384457E-1,9.784145951E0
6.232645625E0,2.543057327E-1,6.648181140E-1,9.784142443E0
6.242664625E0,2.543329588E-1,6.648368981E-1,9.784140689E0
6.252683625E0,2.543640770E-1,6.649804473E-1,9.784130164E0
6.262702625E0,2.543445253E-1,6.650381155E-1,9.784126655E0
6.272721625E0,2.543150517E-1,6.650193313E-1,9.784128410E0
6.282740625E0,2.543493310E-1,6.650076368E-1,9.784128410E0
6.292759625E0,2.542656976E-1,6.650447667E-1,9.784128410E0
6.302778625E0,2.542992277E-1,6.650397965E-1,9.784127825E0
6.312797625E0,2.541710458E-1,6.650968069E-1,9.784127240E0
6.322816625E0,2.540827163E-1,6.649743077E-1,9.784137765E0
6.332835625E0,2.540080546E-1,6.649349852E-1,9.784142443E0
6.342855625E0,2.540251029E-1,6.649589588E-1,9.784140104E0
6.352874625E0,2.540900984E-1,6.649226329E-1,9.784141273E0
6.362893625E0,2.541211069E-1,6.648986594E-1,9.784141858E0
6.372912625E0,2.541796521E-1,6.648261539E-1,9.784145367E0
6.382931625E0,2.542177504E-1,6.647990374E-1,9.784145951E0
6.392950625E0,2.543127311E-1,6.648125591E-1,9.784143028E0
6.402969625E0,2.542774834E-1,6.648720545E-1,9.784139519E0
6.412988625E0,2.542919735E-1,6.648779748E-1,9.784138935E0
6.423007625E0,2.542371741E-1,6.648900347E-1,9.784139519E0
6.433026625E0,2.543526932E-1,6.648248383E-1,9.784140689E0
6.443045625E0,2.543900788E-1,6.647703130E-1,9.784143612E0
6.453065625E0,2.544209411E-1,6.649007059E-1,9.784133672E0
6.463084625E0,2.543630537E-1,6.649025331E-1,9.784135426E0
6.473103625E0,2.543639491E-1,6.648888653E-1,9.784136011E0
6.483122625E0,2.543577547E-1,6.649496032E-1,9.784132503E0
6.493141625E0,2.543045633E-1,6.649542810E-1,9.784133087E0
6.503160625E0,2.543711667E-1,6.649627595E-1,9.784130749E0
6.513179625E0,2.544210508E-1,6.649832978E-1,9.784128410E0
6.523198625E0,2.544339329E-1,6.649206595E-1,9.784132503E0
6.533217625E0,2.544895363E-1,6.649596166E-1,9.784128410E0
6.543236625E0,2.545927945E-1,6.649784739E-1,9.784124317E0
6.553255625E0,2.546458945E-1,6.649887065E-1,9.784121978E0
6.563275625E0,2.546516503E-1,6.651006807E-1,9.784114376E0
6.573294625E0,2.546687717E-1,6.651391261E-1,9.784111453E0
6.583313625E0,2.546952304E-1,6.651786679E-1,9.784107944E0
6.593332625E0,2.546871539E-1,6.651759636E-1,9.784108529E0
6.603351625E0,2.546912104E-1,6.651967943E-1,9.784106775E0
6.613370625E0,2.547972460E-1,6.650950527E-1,9.784110868E0
6.623389625E0,2.547782608E-1,6.650998767E-1,9.784110868E0
6.633408625E0,2.547861180E-1,6.650674977E-1,9.784113207E0
6.643427625E0,2.547843821E-1,6.651063817E-1,9.784110283E0
6.653446625E0,2.548139106E-1,6.650717369E-1,9.784112037E0
6.663465625E0,2.547870317E-1,6.651028734E-1,9.784110868E0
6.673485625E0,2.548142029E-1,6.650915444E-1,9.784110868E0
6.683504625E0,2.547983241E-1,6.650367998E-1,9.784114961E0
6.693523625E0,2.548167794E-1,6.650144342E-1,9.784116130E0
6.703542625E0,2.548436766E-1,6.650232051E-1,9.784114376E0
6.713561625E0,2.549011620E-1,6.650647934E-1,9.784110283E0
6.723580625E0,2.549161455E-1,6.650074907E-1,9.784113792E0
6.733599625E0,2.548064554E-1,6.650454245E-1,9.784113792E0
6.743618625E0,2.548560471E-1,6.649547195E-1,9.784119054E0
6.753637375E0,2.547668222E-1,6.649636365E-1,9.784120808E0
6.763656375E0,2.548212927E-1,6.649951384E-1,9.784117300E0
6.773675375E0,2.547667309E-1,6.650478365E-1,9.784114961E0
6.783694375E0,2.548700987E-1,6.650188196E-1,9.784114376E0
6.793714375E0,2.548330419E-1,6.650800692E-1,9.784110868E0
6.803733375E0,2.548482264E-1,6.650729064E-1,9.784110868E0
6.813752375E0,2.548249106E-1,6.650055903E-1,9.784116130E0
6.823771375E0,2.547577590E-1,6.650340224E-1,9.784116130E0
6.833790375E0,2.547853689E-1,6.649924341E-1,9.784118469E0
6.843809375E0,2.546984829E-1,6.649653176E-1,9.784122562E0
6.853828375E0,2.547158235E-1,6.649629056E-1,9.784121978E0
6.863847375E0,2.547724867E-1,6.649156894E-1,9.784123732E0
6.873866375E0,2.548696053E-1,6.649804473E-1,9.784116715E0
6.883885375E0,2.548768230E-1,6.650611389E-1,9.784111453E0
6.893904375E0,2.549016919E-1,6.651475315E-1,9.784104436E0
6.903924375E0,2.549446872E-1,6.651970866E-1,9.784100343E0
6.913943375E0,2.549900579E-1,6.651715782E-1,9.784100928E0
6.923962375E0,2.550323772E-1,6.651415381E-1,9.784101512E0
6.933981375E0,2.549792771E-1,6.651319633E-1,9.784103851E0
6.944000375E0,2.550040730E-1,6.651283818E-1,9.784103267E0
6.954019375E0,2.549086720E-1,6.651486278E-1,9.784104436E0
6.964038375E0,2.549741974E-1,6.651625150E-1,9.784101512E0
6.974057375E0,2.548628262E-1,6.652182097E-1,9.784100928E0
6.984076375E0,2.548546035E-1,6.652117047E-1,9.784101512E0
6.994095375E0,2.549376888E-1,6.652116316E-1,9.784099174E0
7.004114375E0,2.549784549E-1,6.652685688E-1,9.784094496E0
7.014134375E0,2.550140498E-1,6.652462763E-1,9.784095080E0
7.024153375E0,2.550916899E-1,6.652689343E-1,9.784091572E0
7.034172375E0,2.551762552E-1,6.652533661E-1,9.784090403E0
7.044191375E0,2.552042305E-1,6.653313533E-1,9.784084556E0
7.054210375E0,2.552633970E-1,6.653469946E-1,9.784081632E0
7.064229375E0,2.551905261E-1,6.654224968E-1,9.784078708E0
7.074248375E0,2.552993208E-1,6.654969026E-1,9.784070522E0
7.084267375E0,2.553267662E-1,6.654830886E-1,9.784070522E0
7.094286375E0,2.553606618E-1,6.653912142E-1,9.784076369E0
7.104305375E0,2.554172153E-1,6.654492478E-1,9.784070522E0
7.114324375E0,2.554650346E-1,6.654669356E-1,9.784068183E0
7.124344375E0,2.554093581E-1,6.655075738E-1,9.784067014E0
7.134363375E0,2.553506484E-1,6.654527561E-1,9.784072276E0
7.144382375E0,2.553822782E-1,6.654012275E-1,9.784074615E0
7.154401375E0,2.554387221E-1,6.653821510E-1,9.784074615E0
7.164420375E0,2.555060565E-1,6.653363235E-1,9.784075785E0
7.174439375E0,2.554585113E-1,6.653374198E-1,9.784076954E0
7.184458375E0,2.553210104E-1,6.653271872E-1,9.784081632E0
7.194477375E0,2.551548946E-1,6.653744765E-1,9.784082801E0
7.204496375E0,2.551902154E-1,6.653901178E-1,9.784080462E0
7.214515375E0,2.551101269E-1,6.654210350E-1,9.784080462E0
7.224534375E0,2.550855868E-1,6.654928827E-1,9.784076369E0
7.234554375E0,2.549890712E-1,6.654626964E-1,9.784081047E0
7.244573375E0,2.549874267E-1,6.654906899E-1,9.784079293E0
7.254592375E0,2.550764871E-1,6.654464704E-1,9.784079878E0
7.264611375E0,2.550065946E-1,6.655277467E-1,9.784075785E0
7.274630375E0,2.549939865E-1,6.655015804E-1,9.784078124E0
7.284649375E0,2.548958630E-1,6.655491621E-1,9.784077539E0
7.294668375E0,2.548207628E-1,6.655683117E-1,9.784078124E0
7.304687375E0,2.548045002E-1,6.655721855E-1,9.784078124E0
7.314706375E0,2.548202511E-1,6.655342517E-1,9.784080462E0
7.324725375E0,2.548138192E-1,6.656074150E-1,9.784075785E0
7.334744375E0,2.548666451E-1,6.656030296E-1,9.784074615E0
7.344764375E0,2.548123757E-1,6.655617336E-1,9.784078708E0
7.354783375E0,2.547712442E-1,6.654832347E-1,9.784085140E0
7.364802375E0,2.548312330E-1,6.654014468E-1,9.784089233E0
7.374821375E0,2.548215485E-1,6.653973538E-1,9.784089818E0
7.384840375E0,2.548826336E-1,6.654175267E-1,9.784086894E0
7.394859375E0,2.549307818E-1,6.653982309E-1,9.784086894E0
7.404878375E0,2.549858918E-1,6.654138722E-1,9.784084556E0
7.414897375E0,2.549178631E-1,6.654514405E-1,9.784083386E0
7.424916375E0,2.549301423E-1,6.654641582E-1,9.784082217E0
7.434935375E0,2.549166023E-1,6.655062582E-1,9.784079878E0
7.444954375E0,2.549569115E-1,6.655603449E-1,9.784075200E0
7.454974375E0,2.549934201E-1,6.655477003E-1,9.784075200E0
7.464993375E0,2.548944560E-1,6.655996674E-1,9.784074031E0
7.475012375E0,2.547852775E-1,6.655928700E-1,9.784077539E0
7.485031375E0,2.547078750E-1,6.656153818E-1,9.784078124E0
7.495050375E0,2.547228219E-1,6.656119466E-1,9.784077539E0
7.505069375E0,2.546710558E-1,6.657263327E-1,9.784071107E0
7.515088375E0,2.548101099E-1,6.657655822E-1,9.784065260E0
7.525107375E0,2.548802947E-1,6.658744135E-1,9.784055904E0
7.535126375E0,2.550705851E-1,6.658769716E-1,9.784050642E0
7.545145375E0,2.551933583E-1,6.659230185E-1,9.784044210E0
7.555164375E0,2.552611312E-1,6.659056230E-1,9.784043625E0
7.565184375E0,2.552172040E-1,6.659725005E-1,9.784040117E0
7.575203375E0,2.552478836E-1,6.659287195E-1,9.784042456E0
7.585222375E0,2.552010876E-1,6.658415229E-1,9.784049472E0
7.595241375E0,2.551376636E-1,6.658087054E-1,9.784053565E0
7.605260375E0,2.551902337E-1,6.657264058E-1,9.784057658E0
7.615279375E0,2.550933344E-1,6.657291102E-1,9.784059997E0
7.625298375E0,2.552144997E-1,6.656810899E-1,9.784059997E0
7.635317375E0,2.551031285E-1,6.656264915E-1,9.784067014E0
7.645336375E0,2.550825536E-1,6.655648034E-1,9.784071692E0
7.655355375E0,2.550788260E-1,6.655304510E-1,9.784074031E0
7.665374375E0,2.549952291E-1,6.654498325E-1,9.784081632E0
7.675394375E0,2.548945473E-1,6.655661921E-1,9.784076369E0
7.685413375E0,2.550039268E-1,6.657385388E-1,9.784061751E0
7.695432375E0,2.550148172E-1,6.658138217E-1,9.784056489E0
7.705451375E0,2.550806532E-1,6.658663005E-1,9.784051226E0
7.715470375E0,2.551030919E-1,6.659825139E-1,9.784042456E0
7.725489375E0,2.551748117E-1,6.660153314E-1,9.784038363E0
7.735508375E0,2.552213701E-1,6.660378432E-1,9.784036024E0
7.745527375E0,2.552076657E-1,6.660311189E-1,9.784036608E0
7.755546083E0,2.553162047E-1,6.659012376E-1,9.784042456E0
7.765565083E0,2.552797875E-1,6.659067193E-1,9.784043040E0
7.775584083E0,2.553384606E-1,6.659605137E-1,9.784037778E0
7.785604083E0,2.552738124E-1,6.659445070E-1,9.784040701E0
7.795623083E0,2.553330520E-1,6.659849989E-1,9.784036608E0
7.805642083E0,2.553329971E-1,6.659735238E-1,9.784037193E0
7.815661083E0,2.553294705E-1,6.659799557E-1,9.784036608E0
7.825680083E0,2.553619043E-1,6.659073772E-1,9.784040701E0
7.835699083E0,2.553758280E-1,6.658027851E-1,9.784047718E0
7.845718083E0,2.553747499E-1,6.657775690E-1,9.784049472E0
7.855737083E0,2.553914145E-1,6.658092901E-1,9.784047133E0
7.865756083E0,2.554182569E-1,6.657533761E-1,9.784050057E0
7.875775083E0,2.553670754E-1,6.657238477E-1,9.784053565E0
7.885795083E0,2.554029627E-1,6.656299999E-1,9.784058828E0
7.895814083E0,2.554820281E-1,6.656575549E-1,9.784054735E0
7.905833083E0,2.554991677E-1,6.656746580E-1,9.784052981E0
7.915852083E0,2.555713808E-1,6.656549236E-1,9.784052396E0
7.925871083E0,2.555083405E-1,6.656886913E-1,9.784051811E0
7.935890083E0,2.554595163E-1,6.657687981E-1,9.784047718E0
7.945909083E0,2.554226057E-1,6.658569449E-1,9.784043040E0
7.955928083E0,2.554170874E-1,6.658335561E-1,9.784044794E0
7.965947083E0,2.554274479E-1,6.658412305E-1,9.784043625E0
7.975966083E0,2.555332460E-1,6.658021273E-1,9.784043625E0
7.985985083E0,2.555369005E-1,6.658009578E-1,9.784043625E0
7.996005083E0,2.555494720E-1,6.657343727E-1,9.784047718E0
8.006024083E0,2.554931743E-1,6.657093758E-1,9.784051226E0
8.016043083E0,2.555441182E-1,6.657707716E-1,9.784045379E0
8.026062083E0,2.556273131E-1,6.658418152E-1,9.784038363E0
8.036081083E0,2.556534063E-1,6.659265268E-1,9.784031931E0
8.046100083E0,2.556179758E-1,6.658466392E-1,9.784038363E0
8.056119083E0,2.555662462E-1,6.658917359E-1,9.784036608E0
8.066138083E0,2.556429361E-1,6.658747789E-1,9.784036024E0
8.076157083E0,2.556325208E-1,6.658308517E-1,9.784038947E0
8.086176083E0,2.557289998E-1,6.657762533E-1,9.784040117E0
8.096195083E0,2.556529495E-1,6.658019080E-1,9.784040701E0
8.106215083E0,2.556705642E-1,6.657924063E-1,9.784040701E0
8.116234083E0,2.555915172E-1,6.658823072E-1,9.784036608E0
8.126253083E0,2.555974192E-1,6.659301813E-1,9.784033100E0
8.136272083E0,2.555943677E-1,6.658772640E-1,9.784037193E0
8.146291083E0,2.555141877E-1,6.658554831E-1,9.784040701E0
