"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
8.156310083E0,2.556516156E-1,6.658402804E-1,9.784037778E0
8.166329083E0,2.556552335E-1,6.658187918E-1,9.784039532E0
8.176348083E0,2.557022854E-1,6.657397082E-1,9.784043625E0
8.186367083E0,2.556094791E-1,6.657302796E-1,9.784046549E0
8.196386083E0,2.556117814E-1,6.656328504E-1,9.784052981E0
8.206405083E0,2.555576216E-1,6.656692493E-1,9.784051811E0
8.216425083E0,2.556450557E-1,6.655867305E-1,9.784055319E0
8.226444083E0,2.554984733E-1,6.655416338E-1,9.784062336E0
8.236463083E0,2.555191761E-1,6.655560326E-1,9.784060582E0
8.246482083E0,2.555249137E-1,6.655960860E-1,9.784057658E0
8.256501083E0,2.555954458E-1,6.656208636E-1,9.784054150E0
8.266520083E0,2.557137422E-1,6.656340198E-1,9.784050642E0
8.276539083E0,2.556920710E-1,6.656314617E-1,9.784051226E0
8.286558083E0,2.557582176E-1,6.656460797E-1,9.784048303E0
8.296577083E0,2.556502269E-1,6.656864255E-1,9.784048303E0
8.306596083E0,2.557052090E-1,6.656690300E-1,9.784048303E0
8.316615083E0,2.555664655E-1,6.656324118E-1,9.784054150E0
8.326635083E0,2.557074748E-1,6.656369434E-1,9.784050057E0
8.336654083E0,2.557755583E-1,6.656570432E-1,9.784047133E0
8.346673083E0,2.557972478E-1,6.655451421E-1,9.784054150E0
8.356692083E0,2.558345603E-1,6.655644380E-1,9.784051811E0
8.366711083E0,2.557696562E-1,6.655569828E-1,9.784054150E0
8.376730083E0,2.555997398E-1,6.655352750E-1,9.784059997E0
8.386749083E0,2.557600814E-1,6.655189759E-1,9.784057074E0
8.396768083E0,2.556404511E-1,6.655244576E-1,9.784059997E0
8.406787083E0,2.556570973E-1,6.654705171E-1,9.784062921E0
8.416806083E0,2.555757114E-1,6.655345441E-1,9.784060582E0
8.426826083E0,2.556747852E-1,6.654529754E-1,9.784063506E0
8.436845083E0,2.555575668E-1,6.654453740E-1,9.784067014E0
8.446864083E0,2.556144858E-1,6.654468358E-1,9.784065844E0
8.456883083E0,2.556765393E-1,6.654544372E-1,9.784063506E0
8.466902083E0,2.556198031E-1,6.654387228E-1,9.784065844E0
8.476921083E0,2.556852371E-1,6.654347029E-1,9.784064675E0
8.486940083E0,2.555544787E-1,6.653680446E-1,9.784072861E0
8.496959083E0,2.556157466E-1,6.652950275E-1,9.784075785E0
8.506978083E0,2.555640170E-1,6.652185751E-1,9.784082801E0
8.516997083E0,2.555783609E-1,6.651484086E-1,9.784086894E0
8.527016083E0,2.555506232E-1,6.649979889E-1,9.784098004E0
8.537036083E0,2.555941301E-1,6.649357892E-1,9.784100928E0
8.547055083E0,2.556940079E-1,6.648248383E-1,9.784106190E0
8.557074083E0,2.557818258E-1,6.647583993E-1,9.784107944E0
8.567093083E0,2.558087230E-1,6.646908639E-1,9.784112037E0
8.577112083E0,2.558171283E-1,6.646110494E-1,9.784117300E0
8.587131083E0,2.558746503E-1,6.645615674E-1,9.784119054E0
8.597150083E0,2.558851205E-1,6.644908161E-1,9.784123732E0
8.607169083E0,2.559403219E-1,6.645386171E-1,9.784119054E0
8.617188083E0,2.560568094E-1,6.644794871E-1,9.784119639E0
8.627207083E0,2.561420142E-1,6.645632485E-1,9.784112037E0
8.637226083E0,2.561141303E-1,6.645894878E-1,9.784110868E0
8.647246083E0,2.560735470E-1,6.646383121E-1,9.784108529E0
8.657265083E0,2.560887315E-1,6.646287373E-1,9.784109114E0
8.667284083E0,2.560440003E-1,6.646036673E-1,9.784112037E0
8.677303083E0,2.560525884E-1,6.646435015E-1,9.784109114E0
8.687322083E0,2.560179254E-1,6.646369234E-1,9.784110283E0
8.697341083E0,2.559696127E-1,6.646913025E-1,9.784107944E0
8.707360083E0,2.558949877E-1,6.645998666E-1,9.784116130E0
8.717379083E0,2.558298277E-1,6.646139731E-1,9.784116715E0
8.727398083E0,2.558506402E-1,6.645421985E-1,9.784120808E0
8.737417083E0,2.558125602E-1,6.645019258E-1,9.784124901E0
8.747437083E0,2.559107934E-1,6.644914008E-1,9.784123147E0
8.757456208E0,2.559184496E-1,6.645003178E-1,9.784121978E0
8.767475208E0,2.560345534E-1,6.645313080E-1,9.784116715E0
8.777494208E0,2.559881594E-1,6.645387632E-1,9.784117885E0
8.787513208E0,2.559143566E-1,6.645950427E-1,9.784115546E0
8.797532208E0,2.558802783E-1,6.645145704E-1,9.784121978E0
8.807551208E0,2.558593196E-1,6.644810951E-1,9.784124901E0
8.817570208E0,2.560202460E-1,6.645052148E-1,9.784119054E0
8.827589208E0,2.559058416E-1,6.645383247E-1,9.784119639E0
8.837608208E0,2.559014379E-1,6.645734811E-1,9.784117300E0
8.847627208E0,2.559260510E-1,6.645613481E-1,9.784117885E0
8.857647208E0,2.559513037E-1,6.646140461E-1,9.784113792E0
8.867666208E0,2.558915524E-1,6.646450364E-1,9.784113207E0
8.877685208E0,2.558412846E-1,6.645017065E-1,9.784123732E0
8.887704208E0,2.558039721E-1,6.644376795E-1,9.784129579E0
8.897723208E0,2.557091924E-1,6.644478390E-1,9.784131333E0
8.907742208E0,2.557401644E-1,6.644411147E-1,9.784130749E0
8.917761208E0,2.557843656E-1,6.644843841E-1,9.784126655E0
8.927780208E0,2.557314666E-1,6.645612750E-1,9.784122562E0
8.937799208E0,2.557629137E-1,6.646016939E-1,9.784119054E0
8.947818208E0,2.556828251E-1,6.645730425E-1,9.784123147E0
8.957837208E0,2.556016036E-1,6.646651362E-1,9.784119054E0
8.967857208E0,2.556265274E-1,6.647032893E-1,9.784116130E0
8.977876208E0,2.556270207E-1,6.646728107E-1,9.784117885E0
8.987895208E0,2.558604525E-1,6.645893417E-1,9.784117300E0
8.997914208E0,2.558217147E-1,6.645882453E-1,9.784118469E0
9.007933208E0,2.558531801E-1,6.644677196E-1,9.784126071E0
9.017952208E0,2.557619087E-1,6.644414802E-1,9.784130164E0
9.027971208E0,2.556351337E-1,6.645425639E-1,9.784126655E0
9.037990208E0,2.556352434E-1,6.644921317E-1,9.784130164E0
9.048009208E0,2.554964268E-1,6.644946168E-1,9.784133672E0
9.058028208E0,2.554693104E-1,6.643381307E-1,9.784144782E0
9.068047208E0,2.553636768E-1,6.643552338E-1,9.784146536E0
9.078067208E0,2.554307187E-1,6.643270209E-1,9.784146536E0
9.088086208E0,2.555474620E-1,6.642952998E-1,9.784145951E0
9.098105208E0,2.555510800E-1,6.642168740E-1,9.784151214E0
9.108124208E0,2.554443135E-1,6.641271193E-1,9.784159985E0
9.118143208E0,2.553973348E-1,6.642064952E-1,9.784155892E0
9.128162208E0,2.553443992E-1,6.642846286E-1,9.784151798E0
9.138181208E0,2.553983398E-1,6.643183232E-1,9.784148290E0
9.148200208E0,2.553869743E-1,6.644473274E-1,9.784139519E0
9.158219208E0,2.554471092E-1,6.644618724E-1,9.784137180E0
9.168238208E0,2.554791410E-1,6.644345366E-1,9.784137765E0
9.178258208E0,2.555176047E-1,6.644332941E-1,9.784137180E0
9.188277208E0,2.556283729E-1,6.644116594E-1,9.784135426E0
9.198296208E0,2.555649489E-1,6.644065431E-1,9.784137765E0
9.208315208E0,2.556490391E-1,6.644398722E-1,9.784133087E0
9.218334208E0,2.555871135E-1,6.643866625E-1,9.784138350E0
9.228353208E0,2.556654844E-1,6.643185425E-1,9.784141273E0
9.238372208E0,2.556278064E-1,6.642358775E-1,9.784147705E0
9.248391208E0,2.555356580E-1,6.642458908E-1,9.784149460E0
9.258410208E0,2.554485345E-1,6.641958240E-1,9.784155307E0
9.268429208E0,2.553426085E-1,6.642738844E-1,9.784152383E0
9.278448208E0,2.553266748E-1,6.642813396E-1,9.784152383E0
9.288468208E0,2.553109056E-1,6.643417852E-1,9.784148875E0
9.298487208E0,2.552922859E-1,6.643360841E-1,9.784149460E0
9.308506208E0,2.552672342E-1,6.643564763E-1,9.784148875E0
9.318525208E0,2.553173924E-1,6.644014999E-1,9.784144782E0
9.328544208E0,2.553056980E-1,6.644536863E-1,9.784141273E0
9.338563208E0,2.554902324E-1,6.644384104E-1,9.784137765E0
9.348582208E0,2.555584073E-1,6.643236588E-1,9.784143612E0
9.358601208E0,2.555294453E-1,6.642830937E-1,9.784147121E0
9.368620208E0,2.554937042E-1,6.642341964E-1,9.784151214E0
9.378639208E0,2.554719051E-1,6.642875522E-1,9.784148290E0
9.388659208E0,2.555212227E-1,6.642736651E-1,9.784147705E0
9.398678208E0,2.554343002E-1,6.644939590E-1,9.784135426E0
9.408697208E0,2.554576159E-1,6.645302117E-1,9.784131918E0
9.418716208E0,2.554007152E-1,6.646022786E-1,9.784128410E0
9.428735208E0,2.555397328E-1,6.646693023E-1,9.784120224E0
9.438754208E0,2.554816443E-1,6.646525647E-1,9.784123147E0
9.448773208E0,2.554086090E-1,6.646914487E-1,9.784122562E0
9.458792208E0,2.554256207E-1,6.646375081E-1,9.784125486E0
9.468811208E0,2.555032973E-1,6.647051896E-1,9.784119054E0
9.478830208E0,2.554395444E-1,6.646500796E-1,9.784124317E0
9.488849208E0,2.554632804E-1,6.646963457E-1,9.784120808E0
9.498869208E0,2.554178731E-1,6.646027903E-1,9.784128410E0
9.508888208E0,2.553998016E-1,6.645853217E-1,9.784130164E0
9.518907208E0,2.554620013E-1,6.645103312E-1,9.784133087E0
9.528926208E0,2.554137435E-1,6.645300655E-1,9.784133087E0
9.538945208E0,2.554712290E-1,6.643460975E-1,9.784144197E0
9.548964208E0,2.553999843E-1,6.643221970E-1,9.784147705E0
9.558983208E0,2.553640239E-1,6.642792930E-1,9.784151798E0
9.569002208E0,2.553721187E-1,6.642917915E-1,9.784150629E0
9.579021208E0,2.553668562E-1,6.642941304E-1,9.784150629E0
9.589040208E0,2.553917434E-1,6.642388011E-1,9.784153553E0
9.599060208E0,2.552463304E-1,6.643870280E-1,9.784147121E0
9.609079208E0,2.552499850E-1,6.644498856E-1,9.784143028E0
9.619098208E0,2.552794220E-1,6.644579255E-1,9.784141858E0
9.629117208E0,2.554024328E-1,6.644789024E-1,9.784137180E0
9.639136208E0,2.553947949E-1,6.644400184E-1,9.784140104E0
9.649155208E0,2.554335875E-1,6.643881974E-1,9.784142443E0
9.659174208E0,2.554451175E-1,6.643838120E-1,9.784142443E0
9.669193208E0,2.555443374E-1,6.644377526E-1,9.784136011E0
9.679212208E0,2.555185366E-1,6.644713741E-1,9.784134257E0
9.689231208E0,2.555894524E-1,6.644982713E-1,9.784130749E0
9.699250208E0,2.555803892E-1,6.644702046E-1,9.784133087E0
9.709270208E0,2.555053804E-1,6.643995995E-1,9.784139519E0
9.719289208E0,2.555120864E-1,6.642388742E-1,9.784150629E0
9.729308208E0,2.554573784E-1,6.642705953E-1,9.784149460E0
9.739327208E0,2.555348174E-1,6.641677574E-1,9.784154722E0
9.749346708E0,2.554126289E-1,6.642351466E-1,9.784153553E0
9.759365708E0,2.555562329E-1,6.642784891E-1,9.784146536E0
9.769384708E0,2.554503252E-1,6.643725561E-1,9.784143028E0
9.779403708E0,2.555491979E-1,6.643974799E-1,9.784138935E0
9.789422708E0,2.555463109E-1,6.642636517E-1,9.784147705E0
9.799441708E0,2.555791466E-1,6.641597175E-1,9.784154137E0
9.809461708E0,2.556515608E-1,6.640625806E-1,9.784158815E0
9.819480708E0,2.556635476E-1,6.640109789E-1,9.784161739E0
9.829499708E0,2.556788599E-1,6.639173504E-1,9.784168171E0
9.839518708E0,2.556696323E-1,6.639529453E-1,9.784165832E0
9.849537708E0,2.557233536E-1,6.639107723E-1,9.784167001E0
9.859556708E0,2.556763749E-1,6.639349651E-1,9.784167001E0
9.869575708E0,2.557014083E-1,6.638969582E-1,9.784168755E0
9.879594708E0,2.556324842E-1,6.639234900E-1,9.784168755E0
9.889613708E0,2.555916451E-1,6.639352575E-1,9.784168755E0
9.899632708E0,2.556285008E-1,6.639161810E-1,9.784169340E0
9.909651708E0,2.557283055E-1,6.639659554E-1,9.784163493E0
9.919671708E0,2.557171044E-1,6.639625932E-1,9.784164078E0
9.929690708E0,2.557841464E-1,6.639464403E-1,9.784163493E0
9.939709708E0,2.558630838E-1,6.639070447E-1,9.784164078E0
9.949728708E0,2.557874172E-1,6.639538955E-1,9.784162323E0
9.959747708E0,2.558212031E-1,6.639538955E-1,9.784161739E0
9.969766708E0,2.557345181E-1,6.639980420E-1,9.784161154E0
9.979785708E0,2.558416501E-1,6.641020493E-1,9.784151214E0
9.989804708E0,2.557548189E-1,6.640722285E-1,9.784155307E0
9.999823708E0,2.557704968E-1,6.640245006E-1,9.784158230E0
1.000984271E1,2.557729088E-1,6.640165338E-1,9.784158815E0
1.001986271E1,2.557016458E-1,6.639668325E-1,9.784164078E0
1.002988171E1,2.558826720E-1,6.639009782E-1,9.784163493E0
1.003990071E1,2.558486485E-1,6.639570384E-1,9.784160569E0
1.004991971E1,2.557741330E-1,6.639185929E-1,9.784165247E0
1.005993871E1,2.557161542E-1,6.639763342E-1,9.784162908E0
1.006995771E1,2.557941049E-1,6.640269857E-1,9.784157646E0
1.007997671E1,2.557529917E-1,6.639894904E-1,9.784161154E0
1.008999571E1,2.557723423E-1,6.639617161E-1,9.784162323E0
1.010001471E1,2.557330198E-1,6.639963609E-1,9.784161154E0
1.011003371E1,2.558075170E-1,6.638928652E-1,9.784166417E0
1.012005371E1,2.557911265E-1,6.637930240E-1,9.784173433E0
1.013007271E1,2.557831048E-1,6.637671500E-1,9.784175187E0
1.014009171E1,2.557193154E-1,6.637135018E-1,9.784180450E0
1.015011071E1,2.557460298E-1,6.637152560E-1,9.784179865E0
1.016012971E1,2.557804553E-1,6.637625454E-1,9.784175772E0
1.017014871E1,2.557125545E-1,6.638177285E-1,9.784174018E0
1.018016771E1,2.558493063E-1,6.638841674E-1,9.784165832E0
1.019018671E1,2.558144423E-1,6.638871641E-1,9.784166417E0
1.020020571E1,2.558533811E-1,6.638479147E-1,9.784168171E0
1.021022471E1,2.558186449E-1,6.637788445E-1,9.784173433E0
1.022024371E1,2.558105868E-1,6.637124786E-1,9.784178111E0
1.023026371E1,2.557470166E-1,6.636352953E-1,9.784185128E0
1.024028271E1,2.557966448E-1,6.637585985E-1,9.784175772E0
1.025030171E1,2.557270447E-1,6.638022333E-1,9.784174603E0
1.026032071E1,2.556923999E-1,6.638432369E-1,9.784172848E0
1.027033971E1,2.556618117E-1,6.637946320E-1,9.784176942E0
1.028035871E1,2.556472484E-1,6.637701467E-1,9.784178696E0
1.029037771E1,2.556683715E-1,6.637556018E-1,9.784179280E0
1.030039671E1,2.556624147E-1,6.637341133E-1,9.784181035E0
1.031041571E1,2.556592535E-1,6.637033423E-1,9.784182789E0
1.032043471E1,2.555817596E-1,6.637655421E-1,9.784181035E0
1.033045471E1,2.556786955E-1,6.637626915E-1,9.784178696E0
1.034047371E1,2.556539179E-1,6.637749707E-1,9.784178111E0
1.035049271E1,2.556432650E-1,6.637463924E-1,9.784180450E0
1.036051171E1,2.556596190E-1,6.637647381E-1,9.784178696E0
1.037053071E1,2.556218861E-1,6.637961669E-1,9.784177526E0
1.038054971E1,2.557168303E-1,6.637188374E-1,9.784180450E0
1.039056871E1,2.556554345E-1,6.637527513E-1,9.784179865E0
1.040058771E1,2.556971142E-1,6.637941934E-1,9.784175772E0
1.041060671E1,2.556759729E-1,6.637642264E-1,9.784178111E0
1.042062571E1,2.557166110E-1,6.636956678E-1,9.784182204E0
1.043064571E1,2.556727021E-1,6.636029895E-1,9.784189221E0
1.044066471E1,2.556291769E-1,6.635124307E-1,9.784196822E0
1.045068371E1,2.556135539E-1,6.634663839E-1,9.784200330E0
1.046070271E1,2.555991368E-1,6.634199716E-1,9.784203839E0
1.047072171E1,2.555964142E-1,6.633755328E-1,9.784206762E0
1.048074071E1,2.556235307E-1,6.633668350E-1,9.784206762E0
1.049075971E1,2.557638638E-1,6.632990073E-1,9.784207932E0
1.050077871E1,2.557110745E-1,6.632645088E-1,9.784211440E0
1.051079771E1,2.557500681E-1,6.632498907E-1,9.784211440E0
1.052081671E1,2.559350045E-1,6.633014924E-1,9.784203254E0
1.053083671E1,2.559709101E-1,6.632800770E-1,9.784203254E0
1.054085571E1,2.559240593E-1,6.632057443E-1,9.784209686E0
1.055087471E1,2.558441900E-1,6.632098373E-1,9.784211440E0
1.056089371E1,2.559053665E-1,6.631687606E-1,9.784212610E0
1.057091271E1,2.559972408E-1,6.631326541E-1,9.784212610E0
1.058093171E1,2.560451880E-1,6.630844876E-1,9.784214948E0
1.059095071E1,2.560913810E-1,6.631363817E-1,9.784210271E0
1.060096971E1,2.560499754E-1,6.630754975E-1,9.784215533E0
1.061098871E1,2.560226214E-1,6.630158559E-1,9.784220211E0
1.062100771E1,2.561210922E-1,6.629603074E-1,9.784221380E0
1.063102771E1,2.560345168E-1,6.629209118E-1,9.784226058E0
1.064104671E1,2.560875255E-1,6.629467126E-1,9.784223135E0
1.065106571E1,2.560731267E-1,6.629703207E-1,9.784221965E0
1.066108471E1,2.560450601E-1,6.629842810E-1,9.784221380E0
1.067110371E1,2.560050432E-1,6.630488927E-1,9.784218457E0
1.068112271E1,2.560243390E-1,6.630415837E-1,9.784218457E0
1.069114171E1,2.560587645E-1,6.629338487E-1,9.784224889E0
1.070116071E1,2.560470884E-1,6.629529253E-1,9.784223719E0
1.071117971E1,2.560032525E-1,6.628258945E-1,9.784233660E0
1.072119871E1,2.560358142E-1,6.628383929E-1,9.784231905E0
1.073121871E1,2.560455535E-1,6.628192433E-1,9.784233075E0
1.074123771E1,2.559301989E-1,6.629346527E-1,9.784227812E0
1.075125625E1,2.559287736E-1,6.629895435E-1,9.784224304E0
1.076127525E1,2.559768669E-1,6.630582482E-1,9.784218457E0
1.077129425E1,2.560580702E-1,6.629927594E-1,9.784220796E0
1.078131325E1,2.560299304E-1,6.630181948E-1,9.784219626E0
1.079133225E1,2.560609572E-1,6.630085469E-1,9.784219626E0
1.080135125E1,2.559796078E-1,6.629883009E-1,9.784223135E0
1.081137025E1,2.560526067E-1,6.629942212E-1,9.784220796E0
1.082138925E1,2.560745337E-1,6.630147596E-1,9.784219041E0
1.083140925E1,2.560011694E-1,6.629520482E-1,9.784224889E0
1.084142825E1,2.560855521E-1,6.628599545E-1,9.784228982E0
1.085144725E1,2.560624921E-1,6.628736224E-1,9.784228397E0
1.086146625E1,2.561230839E-1,6.628856823E-1,9.784226058E0
1.087148525E1,2.561292600E-1,6.628936491E-1,9.784225473E0
1.088150425E1,2.561210374E-1,6.630119821E-1,9.784217872E0
1.089152325E1,2.560875621E-1,6.629114100E-1,9.784225473E0
1.090154225E1,2.561138380E-1,6.628636821E-1,9.784227812E0
1.091156125E1,2.561019608E-1,6.629320946E-1,9.784223719E0
1.092158025E1,2.561028927E-1,6.628619280E-1,9.784228397E0
1.093160025E1,2.560528259E-1,6.628045522E-1,9.784233660E0
1.094161925E1,2.560342976E-1,6.627451298E-1,9.784238337E0
1.095163825E1,2.559536425E-1,6.627498807E-1,9.784240091E0
1.096165725E1,2.559781826E-1,6.627715154E-1,9.784237753E0
1.097167625E1,2.558801503E-1,6.627452760E-1,9.784241846E0
1.098169525E1,2.557943973E-1,6.625386500E-1,9.784258218E0
1.099171425E1,2.558007379E-1,6.625105834E-1,9.784259972E0
1.100173325E1,2.558344507E-1,6.625284174E-1,9.784258218E0
1.101175225E1,2.558250403E-1,6.624656329E-1,9.784262311E0
1.102177125E1,2.558423262E-1,6.624173203E-1,9.784265234E0
1.103179125E1,2.558667748E-1,6.624514534E-1,9.784262311E0
1.104181025E1,2.559460960E-1,6.624879985E-1,9.784257633E0
1.105182925E1,2.559726825E-1,6.625829427E-1,9.784250616E0
1.106184825E1,2.560213972E-1,6.625441318E-1,9.784251786E0
1.107186725E1,2.559936411E-1,6.625721253E-1,9.784250616E0
1.108188625E1,2.560040748E-1,6.625510754E-1,9.784251786E0
1.109190525E1,2.560302593E-1,6.624945036E-1,9.784255294E0
1.110192425E1,2.561349428E-1,6.624401975E-1,9.784255879E0
1.111194325E1,2.560823361E-1,6.624299649E-1,9.784258218E0
1.112196225E1,2.560616698E-1,6.624429019E-1,9.784257633E0
1.113198225E1,2.561264826E-1,6.623013993E-1,9.784265819E0
1.114200125E1,2.561724380E-1,6.622577644E-1,9.784267573E0
1.115202025E1,2.559953770E-1,6.622586415E-1,9.784272251E0
1.116203925E1,2.559503535E-1,6.622967946E-1,9.784270497E0
1.117205825E1,2.560903395E-1,6.624323038E-1,9.784257633E0
1.118207725E1,2.560910521E-1,6.624847826E-1,9.784254125E0
1.119209625E1,2.561303381E-1,6.624831015E-1,9.784253540E0
1.120211525E1,2.563072895E-1,6.625707366E-1,9.784243015E0
1.121213425E1,2.562975685E-1,6.625732217E-1,9.784243015E0
1.122215325E1,2.562792594E-1,6.624911414E-1,9.784248862E0
1.123217325E1,2.562200198E-1,6.624774005E-1,9.784251201E0
1.124219225E1,2.562891814E-1,6.624095728E-1,9.784254125E0
1.125221125E1,2.561380856E-1,6.624777659E-1,9.784253540E0
1.126223025E1,2.563314823E-1,6.625189157E-1,9.784245354E0
1.127224925E1,2.563265122E-1,6.625356533E-1,9.784244769E0
1.128226825E1,2.563854960E-1,6.625666436E-1,9.784241261E0
1.129228725E1,2.563200802E-1,6.626312553E-1,9.784238337E0
1.130230625E1,2.562949738E-1,6.626034810E-1,9.784240676E0
1.131232525E1,2.562945535E-1,6.625491019E-1,9.784244769E0
1.132234425E1,2.563085868E-1,6.625663512E-1,9.784243015E0
1.133236425E1,2.562621380E-1,6.625503445E-1,9.784245354E0
1.134238325E1,2.562578439E-1,6.625863048E-1,9.784243015E0
1.135240225E1,2.562736680E-1,6.625554608E-1,9.784244769E0
1.136242125E1,2.562238570E-1,6.626543518E-1,9.784239507E0
1.137244025E1,2.562499867E-1,6.626199263E-1,9.784240676E0
1.138245925E1,2.562328836E-1,6.625059787E-1,9.784248862E0
1.139247825E1,2.562240032E-1,6.625522448E-1,9.784245939E0
1.140249725E1,2.562541163E-1,6.625660589E-1,9.784244769E0
1.141251625E1,2.563412764E-1,6.625257131E-1,9.784244769E0
1.142253525E1,2.562263786E-1,6.625248360E-1,9.784248278E0
1.143255525E1,2.563099207E-1,6.625539259E-1,9.784243600E0
1.144257425E1,2.563146533E-1,6.626539864E-1,9.784237168E0
1.145259325E1,2.563659992E-1,6.627168439E-1,9.784231321E0
1.146261225E1,2.563494808E-1,6.626431690E-1,9.784236583E0
1.147263125E1,2.563378412E-1,6.626419996E-1,9.784237168E0
1.148265025E1,2.563479459E-1,6.626262121E-1,9.784237753E0
1.149266925E1,2.562324816E-1,6.626045774E-1,9.784242430E0
1.150268825E1,2.562480316E-1,6.625461783E-1,9.784245939E0
1.151270725E1,2.562357524E-1,6.626454348E-1,9.784239507E0
1.152272625E1,2.562859288E-1,6.626558136E-1,9.784237753E0
1.153274625E1,2.562215547E-1,6.626525246E-1,9.784239507E0
1.154276525E1,2.562230165E-1,6.626790563E-1,9.784237753E0
1.155278425E1,2.562031725E-1,6.627508309E-1,9.784233075E0
1.156280325E1,2.562599453E-1,6.626954285E-1,9.784235414E0
1.157282225E1,2.562652260E-1,6.626523053E-1,9.784238337E0
1.158284125E1,2.562496213E-1,6.626308899E-1,9.784240091E0
1.159286025E1,2.562856365E-1,6.626191223E-1,9.784240091E0
1.160287925E1,2.562836082E-1,6.626536940E-1,9.784237753E0
1.161289825E1,2.563111450E-1,6.626322055E-1,9.784238337E0
1.162291725E1,2.563097562E-1,6.626229230E-1,9.784238922E0
1.163293725E1,2.562364285E-1,6.624646097E-1,9.784251786E0
1.164295625E1,2.562141177E-1,6.624522574E-1,9.784252955E0
1.165297525E1,2.561119194E-1,6.625135801E-1,9.784251786E0
1.166299425E1,2.560639356E-1,6.624589817E-1,9.784256464E0
1.167301325E1,2.560600070E-1,6.625290021E-1,9.784251786E0
1.168303225E1,2.559148682E-1,6.625795075E-1,9.784252371E0
1.169305125E1,2.559884517E-1,6.625635007E-1,9.784251786E0
1.170307025E1,2.558795656E-1,6.625680323E-1,9.784254125E0
1.171308925E1,2.558968332E-1,6.624981581E-1,9.784258218E0
1.172310825E1,2.559345477E-1,6.626004843E-1,9.784250616E0
1.173312825E1,2.559676028E-1,6.625912019E-1,9.784250032E0
1.174314725E1,2.560127177E-1,6.625898132E-1,9.784249447E0
1.175316658E1,2.559875381E-1,6.625828696E-1,9.784250032E0
1.176318558E1,2.560456814E-1,6.625591884E-1,9.784250616E0
1.177320458E1,2.560872331E-1,6.626327171E-1,9.784244184E0
1.178322358E1,2.561811358E-1,6.626001189E-1,9.784244184E0
1.179324258E1,2.562072838E-1,6.625737333E-1,9.784245354E0
1.180326158E1,2.562049814E-1,6.625651087E-1,9.784245939E0
1.181328058E1,2.561399860E-1,6.625559724E-1,9.784248278E0
1.182330058E1,2.561570708E-1,6.625826503E-1,9.784245939E0
1.183331958E1,2.562980618E-1,6.625780457E-1,9.784242430E0
1.184333858E1,2.562181742E-1,6.626504049E-1,9.784239507E0
1.185335758E1,2.561961741E-1,6.625946371E-1,9.784244184E0
1.186337658E1,2.562091476E-1,6.626059661E-1,9.784243015E0
1.187339558E1,2.562938774E-1,6.625917135E-1,9.784241846E0
1.188341458E1,2.562491097E-1,6.625977069E-1,9.784242430E0
1.189343358E1,2.561912039E-1,6.626375411E-1,9.784241261E0
1.190345258E1,2.561952787E-1,6.626349098E-1,9.784241261E0
1.191347158E1,2.562193802E-1,6.625754875E-1,9.784244769E0
1.192349158E1,2.561864348E-1,6.625155535E-1,9.784249447E0
1.193351058E1,2.560660918E-1,6.625306832E-1,9.784251786E0
1.194352958E1,2.561222616E-1,6.624241908E-1,9.784257633E0
1.195354858E1,2.560662928E-1,6.623396254E-1,9.784264650E0
1.196356758E1,2.560678094E-1,6.622221695E-1,9.784272836E0
1.197358658E1,2.560627662E-1,6.621395045E-1,9.784278098E0
1.198360558E1,2.561543299E-1,6.621275908E-1,9.784276929E0
1.199362458E1,2.560564439E-1,6.621080757E-1,9.784280437E0
1.200364358E1,2.560521316E-1,6.620107196E-1,9.784287454E0
1.201366258E1,2.560790470E-1,6.620075036E-1,9.784286869E0
1.202368258E1,2.560276464E-1,6.619436958E-1,9.784292716E0
1.203370158E1,2.559636742E-1,6.618374227E-1,9.784301487E0
1.204372058E1,2.558343411E-1,6.619035693E-1,9.784300318E0
1.205373958E1,2.559009080E-1,6.618750641E-1,9.784300318E0
1.206375858E1,2.558487216E-1,6.618540873E-1,9.784303241E0
1.207377758E1,2.558557382E-1,6.619490314E-1,9.784296809E0
1.208379658E1,2.559236938E-1,6.619912776E-1,9.784292132E0
1.209381558E1,2.560083323E-1,6.619753439E-1,9.784290962E0
1.210383458E1,2.560579788E-1,6.620513577E-1,9.784284530E0
1.211385458E1,2.560971917E-1,6.621097568E-1,9.784279268E0
1.212387358E1,2.561157931E-1,6.620872450E-1,9.784280437E0
1.213389258E1,2.561821956E-1,6.619750515E-1,9.784286284E0
1.214391158E1,2.562683141E-1,6.618977221E-1,9.784289208E0
1.215393058E1,2.562781265E-1,6.618578149E-1,9.784291547E0
1.216394958E1,2.563799411E-1,6.618496288E-1,9.784289793E0
1.217396858E1,2.562958143E-1,6.618484593E-1,9.784292132E0
1.218398758E1,2.564893023E-1,6.616593019E-1,9.784299733E0
1.219400658E1,2.564207072E-1,6.617340001E-1,9.784296225E0
1.220402558E1,2.563706952E-1,6.616837871E-1,9.784300902E0
1.221404558E1,2.563897900E-1,6.617027175E-1,9.784299148E0
1.222406458E1,2.564282355E-1,6.617775618E-1,9.784293301E0
1.223408358E1,2.563265122E-1,6.617463523E-1,9.784297979E0
1.224410258E1,2.563744411E-1,6.617258871E-1,9.784297979E0
1.225412158E1,2.564459964E-1,6.617729571E-1,9.784293301E0
