"Time t (s)","Acceleration x (g)","Acceleration y (g)","Acceleration z (g)","Absolute Acceleration (g)"
1.267700005E1,-2.148437500E-2,2.429199219E-2,9.926757812E-1,9.932053685E-1
1.268700027E1,-2.233886719E-2,2.441406250E-2,9.927978516E-1,9.933491945E-1
1.269699955E1,-2.233886719E-2,2.429199219E-2,9.930419922E-1,9.935902357E-1
1.270699978E1,-2.160644531E-2,2.441406250E-2,9.927978516E-1,9.933329821E-1
1.274699974E1,-2.197265625E-2,2.380371094E-2,9.926757812E-1,9.932042360E-1
1.275800037E1,-2.221679688E-2,2.465820312E-2,9.927978516E-1,9.933524728E-1
1.276900005E1,-2.233886719E-2,2.490234375E-2,9.941406250E-1,9.947033525E-1
1.277900028E1,-2.246093750E-2,2.490234375E-2,9.951171875E-1,9.956821203E-1
1.278800011E1,-2.307128906E-2,2.514648438E-2,9.942626953E-1,9.948481917E-1
1.283899975E1,-2.124023438E-2,2.575683594E-2,9.929199219E-1,9.934810400E-1
1.284899998E1,-2.160644531E-2,2.551269531E-2,9.931640625E-1,9.937266111E-1
1.285900021E1,-2.209472656E-2,2.526855469E-2,9.932861328E-1,9.938530922E-1
1.286999989E1,-2.246093750E-2,2.502441406E-2,9.935302734E-1,9.940991402E-1
1.288000011E1,-2.258300781E-2,2.478027344E-2,9.934082031E-1,9.939737916E-1
1.289000034E1,-2.221679688E-2,2.416992188E-2,9.934082031E-1,9.939505458E-1
1.290100002E1,-2.185058594E-2,2.380371094E-2,9.932861328E-1,9.938115478E-1
1.292000008E1,-2.185058594E-2,2.416992188E-2,9.943847656E-1,9.949184656E-1
1.293099976E1,-2.221679688E-2,2.453613281E-2,9.951171875E-1,9.956675172E-1
1.293999958E1,-2.233886719E-2,2.441406250E-2,9.946289062E-1,9.951792359E-1
1.294999981E1,-2.197265625E-2,2.429199219E-2,9.934082031E-1,9.939480424E-1
1.296100044E1,-2.185058594E-2,2.441406250E-2,9.931640625E-1,9.937043786E-1
1.298099995E1,-2.258300781E-2,2.465820312E-2,9.931640625E-1,9.937267900E-1
1.300199986E1,-2.270507812E-2,2.478027344E-2,9.938964844E-1,9.944645762E-1
1.301200008E1,-2.185058594E-2,2.575683594E-2,9.934082031E-1,9.939822555E-1
1.303199959E1,-2.160644531E-2,2.636718750E-2,9.935302734E-1,9.941149354E-1
1.304199982E1,-2.185058594E-2,2.624511719E-2,9.941406250E-1,9.947270155E-1
1.305200005E1,-2.209472656E-2,2.563476562E-2,9.942626953E-1,9.948384762E-1
1.306200027E1,-2.185058594E-2,2.465820312E-2,9.940185547E-1,9.945644140E-1
1.307199955E1,-2.160644531E-2,2.392578125E-2,9.940185547E-1,9.945411682E-1
1.308199978E1,-2.221679688E-2,2.429199219E-2,9.945068359E-1,9.950515032E-1
1.309200001E1,-2.282714844E-2,2.490234375E-2,9.951171875E-1,9.956904054E-1
1.310200024E1,-2.270507812E-2,2.490234375E-2,9.946289062E-1,9.951996207E-1
1.311299992E1,-2.221679688E-2,2.490234375E-2,9.932861328E-1,9.938465953E-1
1.312300014E1,-2.185058594E-2,2.526855469E-2,9.921875000E-1,9.927496910E-1
1.313300037E1,-2.209472656E-2,2.490234375E-2,9.919433594E-1,9.925018549E-1
1.314299965E1,-2.270507812E-2,2.429199219E-2,9.934082031E-1,9.939645529E-1
1.319299984E1,-2.160644531E-2,2.441406250E-2,9.936523438E-1,9.941870570E-1
1.320400047E1,-2.148437500E-2,2.502441406E-2,9.941406250E-1,9.946875572E-1
1.321399975E1,-2.160644531E-2,2.551269531E-2,9.945068359E-1,9.950686097E-1
1.322399998E1,-2.233886719E-2,2.514648438E-2,9.942626953E-1,9.948315024E-1
1.323400021E1,-2.307128906E-2,2.490234375E-2,9.941406250E-1,9.947200418E-1
1.324400043E1,-2.355957031E-2,2.514648438E-2,9.943847656E-1,9.949816465E-1
1.325399971E1,-2.319335938E-2,2.514648438E-2,9.941406250E-1,9.947290421E-1
1.326500034E1,-2.258300781E-2,2.551269531E-2,9.934082031E-1,9.939923286E-1
1.327400017E1,-2.209472656E-2,2.600097656E-2,9.930419922E-1,9.936280251E-1
1.329500008E1,-2.233886719E-2,2.453613281E-2,9.947509766E-1,9.953042269E-1
1.330500031E1,-2.270507812E-2,2.294921875E-2,9.958496094E-1,9.963727593E-1
1.331599998E1,-2.270507812E-2,2.233886719E-2,9.951171875E-1,9.956268072E-1
1.332600021E1,-2.233886719E-2,2.185058594E-2,9.940185547E-1,9.945096374E-1
1.333600044E1,-2.197265625E-2,2.185058594E-2,9.935302734E-1,9.940134287E-1
1.337600040E1,-2.233886719E-2,2.441406250E-2,9.931640625E-1,9.937152267E-1
1.338599968E1,-2.233886719E-2,2.502441406E-2,9.937744141E-1,9.943404198E-1
1.339599991E1,-2.209472656E-2,2.502441406E-2,9.941406250E-1,9.947009683E-1
1.340699959E1,-2.233886719E-2,2.441406250E-2,9.946289062E-1,9.951792359E-1
1.341699982E1,-2.258300781E-2,2.441406250E-2,9.947509766E-1,9.953067303E-1
1.342700005E1,-2.221679688E-2,2.514648438E-2,9.941406250E-1,9.947067499E-1
1.343700027E1,-2.172851562E-2,2.575683594E-2,9.930419922E-1,9.936136007E-1
1.344699955E1,-2.246093750E-2,2.551269531E-2,9.921875000E-1,9.927695990E-1
1.345699978E1,-2.331542969E-2,2.478027344E-2,9.924316406E-1,9.930146933E-1
1.346700001E1,-2.380371094E-2,2.502441406E-2,9.935302734E-1,9.941303730E-1
1.347700024E1,-2.380371094E-2,2.600097656E-2,9.942626953E-1,9.948874116E-1
1.348700047E1,-2.294921875E-2,2.661132812E-2,9.945068359E-1,9.951274395E-1
1.349800014E1,-2.233886719E-2,2.697753906E-2,9.936523438E-1,9.942694902E-1
1.350800037E1,-2.221679688E-2,2.746582031E-2,9.925537109E-1,9.931821823E-1
1.351799965E1,-2.258300781E-2,2.709960938E-2,9.924316406E-1,9.930583835E-1
1.352799988E1,-2.282714844E-2,2.624511719E-2,9.932861328E-1,9.938949943E-1
1.353800011E1,-2.233886719E-2,2.539062500E-2,9.941406250E-1,9.947156906E-1
1.354899979E1,-2.185058594E-2,2.441406250E-2,9.941406250E-1,9.946804047E-1
1.355900002E1,-2.148437500E-2,2.368164062E-2,9.941406250E-1,9.946547151E-1
1.356900024E1,-2.148437500E-2,2.343750000E-2,9.937744141E-1,9.942829013E-1
1.357900047E1,-2.148437500E-2,2.343750000E-2,9.929199219E-1,9.934288263E-1
1.359000015E1,-2.124023438E-2,2.355957031E-2,9.925537109E-1,9.930604696E-1
1.360000038E1,-2.148437500E-2,2.331542969E-2,9.930419922E-1,9.935479760E-1
1.360999966E1,-2.185058594E-2,2.282714844E-2,9.930419922E-1,9.935446382E-1
1.361999989E1,-2.172851562E-2,2.319335938E-2,9.926757812E-1,9.931843877E-1
1.363000011E1,-2.136230469E-2,2.441406250E-2,9.935302734E-1,9.940597415E-1
1.364000034E1,-2.172851562E-2,2.563476562E-2,9.940185547E-1,9.945864081E-1
1.368099976E1,-2.258300781E-2,2.563476562E-2,9.935302734E-1,9.941174388E-1
1.369099998E1,-2.233886719E-2,2.551269531E-2,9.942626953E-1,9.948408008E-1
1.370100021E1,-2.233886719E-2,2.539062500E-2,9.948730469E-1,9.954476953E-1
1.371100044E1,-2.270507812E-2,2.551269531E-2,9.946289062E-1,9.952151179E-1
1.372099972E1,-2.233886719E-2,2.526855469E-2,9.942626953E-1,9.948346019E-1
1.373099995E1,-2.172851562E-2,2.539062500E-2,9.938964844E-1,9.944581389E-1
1.376200008E1,-2.380371094E-2,2.539062500E-2,9.932861328E-1,9.938957095E-1
1.377099991E1,-2.343750000E-2,2.514648438E-2,9.940185547E-1,9.946127534E-1
1.378100014E1,-2.197265625E-2,2.478027344E-2,9.940185547E-1,9.945701361E-1
1.379100037E1,-2.075195312E-2,2.478027344E-2,9.927978516E-1,9.933238626E-1
1.380200005E1,-2.014160156E-2,2.502441406E-2,9.931640625E-1,9.936834574E-1
1.381200027E1,-2.038574219E-2,2.502441406E-2,9.946289062E-1,9.951524734E-1
1.382199955E1,-2.099609375E-2,2.465820312E-2,9.951171875E-1,9.956440330E-1
1.383199978E1,-2.050781250E-2,2.441406250E-2,9.947509766E-1,9.952618480E-1
1.384300041E1,-2.001953125E-2,2.453613281E-2,9.941406250E-1,9.946448803E-1
1.385299969E1,-2.062988281E-2,2.478027344E-2,9.938964844E-1,9.944193363E-1
1.386299992E1,-2.160644531E-2,2.502441406E-2,9.938964844E-1,9.944462180E-1
1.391300011E1,-2.246093750E-2,2.575683594E-2,9.935302734E-1,9.941178560E-1
1.392300034E1,-2.319335938E-2,2.612304688E-2,9.931640625E-1,9.937782288E-1
1.393299961E1,-2.404785156E-2,2.612304688E-2,9.934082031E-1,9.940425158E-1
1.395400047E1,-2.404785156E-2,2.490234375E-2,9.945068359E-1,9.951092005E-1
1.396399975E1,-2.392578125E-2,2.478027344E-2,9.948730469E-1,9.954691529E-1
1.397399998E1,-2.355957031E-2,2.441406250E-2,9.943847656E-1,9.949634075E-1
1.399499989E1,-2.233886719E-2,2.502441406E-2,9.926757812E-1,9.932423830E-1
1.400500011E1,-2.197265625E-2,2.526855469E-2,9.925537109E-1,9.931184053E-1
1.401500034E1,-2.221679688E-2,2.490234375E-2,9.936523438E-1,9.942126274E-1
1.402499962E1,-2.258300781E-2,2.490234375E-2,9.943847656E-1,9.949528575E-1
1.403600025E1,-2.185058594E-2,2.514648438E-2,9.937744141E-1,9.943326116E-1
1.405599976E1,-2.136230469E-2,2.416992188E-2,9.926757812E-1,9.931997657E-1
1.406599998E1,-2.160644531E-2,2.331542969E-2,9.934082031E-1,9.939166307E-1
1.407499981E1,-2.185058594E-2,2.343750000E-2,9.932861328E-1,9.938028455E-1
1.408600044E1,-2.185058594E-2,2.368164062E-2,9.927978516E-1,9.933205843E-1
1.409599972E1,-2.111816406E-2,2.343750000E-2,9.932861328E-1,9.937869906E-1
1.410599995E1,-2.075195312E-2,2.392578125E-2,9.935302734E-1,9.940349460E-1
1.411600018E1,-2.124023438E-2,2.441406250E-2,9.938964844E-1,9.944231510E-1
1.415600014E1,-2.258300781E-2,2.551269531E-2,9.940185547E-1,9.946023226E-1
1.417700005E1,-2.319335938E-2,2.551269531E-2,9.932861328E-1,9.938843846E-1
1.418799973E1,-2.380371094E-2,2.453613281E-2,9.935302734E-1,9.941182137E-1
1.419799995E1,-2.355957031E-2,2.429199219E-2,9.932861328E-1,9.938623905E-1
1.420699978E1,-2.282714844E-2,2.453613281E-2,9.926757812E-1,9.932413101E-1
1.424800014E1,-2.233886719E-2,2.392578125E-2,9.941406250E-1,9.946793914E-1
1.425800037E1,-2.197265625E-2,2.380371094E-2,9.932861328E-1,9.938142300E-1
1.426799965E1,-2.246093750E-2,2.380371094E-2,9.927978516E-1,9.933371544E-1
1.427900028E1,-2.258300781E-2,2.429199219E-2,9.934082031E-1,9.939617515E-1
1.428899956E1,-2.197265625E-2,2.465820312E-2,9.937744141E-1,9.943230748E-1
1.429899979E1,-2.136230469E-2,2.465820312E-2,9.937744141E-1,9.943097830E-1
1.430900002E1,-2.111816406E-2,2.502441406E-2,9.937744141E-1,9.943137169E-1
1.431900024E1,-2.087402344E-2,2.502441406E-2,9.935302734E-1,9.940645695E-1
1.432900047E1,-2.062988281E-2,2.514648438E-2,9.929199219E-1,9.934525490E-1
1.433899975E1,-2.111816406E-2,2.526855469E-2,9.925537109E-1,9.930998683E-1
1.434899998E1,-2.087402344E-2,2.490234375E-2,9.929199219E-1,9.934514761E-1
1.435900021E1,-2.099609375E-2,2.453613281E-2,9.931640625E-1,9.936889410E-1
1.436999989E1,-2.221679688E-2,2.453613281E-2,9.931640625E-1,9.937154651E-1
1.438000011E1,-2.258300781E-2,2.490234375E-2,9.934082031E-1,9.939768314E-1
1.439000034E1,-2.197265625E-2,2.539062500E-2,9.936523438E-1,9.942195415E-1
1.439999962E1,-2.136230469E-2,2.563476562E-2,9.941406250E-1,9.947004914E-1
1.440999985E1,-2.136230469E-2,2.539062500E-2,9.945068359E-1,9.950602651E-1
1.442000008E1,-2.197265625E-2,2.490234375E-2,9.938964844E-1,9.944511652E-1
1.443099976E1,-2.258300781E-2,2.429199219E-2,9.930419922E-1,9.935957193E-1
1.443999958E1,-2.294921875E-2,2.404785156E-2,9.932861328E-1,9.938421845E-1
1.444999981E1,-2.319335938E-2,2.429199219E-2,9.940185547E-1,9.945858121E-1
1.446100044E1,-2.331542969E-2,2.441406250E-2,9.941406250E-1,9.947136641E-1
1.447099972E1,-2.294921875E-2,2.490234375E-2,9.936523438E-1,9.942292571E-1
1.449100018E1,-2.148437500E-2,2.490234375E-2,9.948730469E-1,9.954165220E-1
1.450100040E1,-2.172851562E-2,2.453613281E-2,9.948730469E-1,9.954127669E-1
1.451099968E1,-2.233886719E-2,2.404785156E-2,9.942626953E-1,9.948043227E-1
1.452099991E1,-2.209472656E-2,2.380371094E-2,9.943847656E-1,9.949150085E-1
1.453100014E1,-2.124023438E-2,2.392578125E-2,9.942626953E-1,9.947773218E-1
1.455200005E1,-2.111816406E-2,2.465820312E-2,9.932861328E-1,9.938165545E-1
1.456299973E1,-2.124023438E-2,2.465820312E-2,9.941406250E-1,9.946731925E-1
1.457299995E1,-2.124023438E-2,2.465820312E-2,9.945068359E-1,9.950392246E-1
1.458199978E1,-2.185058594E-2,2.502441406E-2,9.937744141E-1,9.943295717E-1
1.461299992E1,-2.160644531E-2,2.416992188E-2,9.934082031E-1,9.939370751E-1
1.462300014E1,-2.221679688E-2,2.478027344E-2,9.940185547E-1,9.945755601E-1
1.463399982E1,-2.282714844E-2,2.502441406E-2,9.936523438E-1,9.942294955E-1
1.465400028E1,-2.380371094E-2,2.404785156E-2,9.936523438E-1,9.942283034E-1
1.466399956E1,-2.307128906E-2,2.380371094E-2,9.945068359E-1,9.950591922E-1
1.467300034E1,-2.294921875E-2,2.355957031E-2,9.951171875E-1,9.956605434E-1
1.468299961E1,-2.331542969E-2,2.355957031E-2,9.946289062E-1,9.951810241E-1
1.469400024E1,-2.307128906E-2,2.416992188E-2,9.936523438E-1,9.942139983E-1
1.470400047E1,-2.246093750E-2,2.465820312E-2,9.934082031E-1,9.939680099E-1
1.471399975E1,-2.246093750E-2,2.514648438E-2,9.938964844E-1,9.944682121E-1
1.472399998E1,-2.270507812E-2,2.551269531E-2,9.934082031E-1,9.939951301E-1
1.473400021E1,-2.185058594E-2,2.551269531E-2,9.931640625E-1,9.937319756E-1
1.474400043E1,-2.087402344E-2,2.551269531E-2,9.937744141E-1,9.943209887E-1
1.475399971E1,-2.038574219E-2,2.587890625E-2,9.936523438E-1,9.941983223E-1
1.476500034E1,-2.050781250E-2,2.600097656E-2,9.930419922E-1,9.935939908E-1
1.478600025E1,-2.124023438E-2,2.673339844E-2,9.934082031E-1,9.939948320E-1
1.479500008E1,-2.148437500E-2,2.648925781E-2,9.934082031E-1,9.939935207E-1
1.480500031E1,-2.185058594E-2,2.587890625E-2,9.934082031E-1,9.939854145E-1
1.481499958E1,-2.148437500E-2,2.539062500E-2,9.936523438E-1,9.942088723E-1
1.482600021E1,-2.075195312E-2,2.551269531E-2,9.934082031E-1,9.939523935E-1
1.483600044E1,-2.111816406E-2,2.514648438E-2,9.934082031E-1,9.939507842E-1
1.484599972E1,-2.172851562E-2,2.404785156E-2,9.938964844E-1,9.944247603E-1
1.485599995E1,-2.197265625E-2,2.307128906E-2,9.947509766E-1,9.952610731E-1
1.490699959E1,-2.343750000E-2,2.368164062E-2,9.941406250E-1,9.946988225E-1
1.491699982E1,-2.294921875E-2,2.392578125E-2,9.942626953E-1,9.948152900E-1
1.492700005E1,-2.221679688E-2,2.392578125E-2,9.938964844E-1,9.944326282E-1
1.493799973E1,-2.233886719E-2,2.429199219E-2,9.934082031E-1,9.939562082E-1
1.494699955E1,-2.233886719E-2,2.514648438E-2,9.925537109E-1,9.931234717E-1
1.496700001E1,-2.185058594E-2,2.539062500E-2,9.942626953E-1,9.948268533E-1
1.497700024E1,-2.233886719E-2,2.563476562E-2,9.953613281E-1,9.959419370E-1
1.499800014E1,-2.246093750E-2,2.624511719E-2,9.937744141E-1,9.943746328E-1
1.500800037E1,-2.221679688E-2,2.600097656E-2,9.937744141E-1,9.943627119E-1
1.501799965E1,-2.160644531E-2,2.526855469E-2,9.941406250E-1,9.946963787E-1
1.506000042E1,-2.185058594E-2,2.539062500E-2,9.942626953E-1,9.948268533E-1
1.507999992E1,-2.246093750E-2,2.441406250E-2,9.930419922E-1,9.935959578E-1
1.509000015E1,-2.270507812E-2,2.404785156E-2,9.929199219E-1,9.934705496E-1
1.510000038E1,-2.246093750E-2,2.392578125E-2,9.930419922E-1,9.935840964E-1
1.510999966E1,-2.221679688E-2,2.478027344E-2,9.934082031E-1,9.939655662E-1
1.514999962E1,-2.319335938E-2,2.539062500E-2,9.941406250E-1,9.947352409E-1
1.515999985E1,-2.355957031E-2,2.441406250E-2,9.940185547E-1,9.945973754E-1
1.517000008E1,-2.343750000E-2,2.368164062E-2,9.940185547E-1,9.945768118E-1
1.518099976E1,-2.294921875E-2,2.355957031E-2,9.937744141E-1,9.943184853E-1
1.519099998E1,-2.294921875E-2,2.368164062E-2,9.937744141E-1,9.943214059E-1
1.524100018E1,-2.160644531E-2,2.526855469E-2,9.942626953E-1,9.948183894E-1
1.525100040E1,-2.172851562E-2,2.502441406E-2,9.940185547E-1,9.945708513E-1
1.526099968E1,-2.221679688E-2,2.490234375E-2,9.934082031E-1,9.939686060E-1
1.527200031E1,-2.221679688E-2,2.502441406E-2,9.936523438E-1,9.942156672E-1
1.528199959E1,-2.209472656E-2,2.526855469E-2,9.947509766E-1,9.953171015E-1
1.529199982E1,-2.270507812E-2,2.551269531E-2,9.953613281E-1,9.959470630E-1
1.530200005E1,-2.319335938E-2,2.502441406E-2,9.954833984E-1,9.960679412E-1
1.531200027E1,-2.282714844E-2,2.478027344E-2,9.952392578E-1,9.958093762E-1
1.532199955E1,-2.185058594E-2,2.490234375E-2,9.947509766E-1,9.953024983E-1
1.533199978E1,-2.148437500E-2,2.380371094E-2,9.947509766E-1,9.952676296E-1
1.534300041E1,-2.197265625E-2,2.355957031E-2,9.948730469E-1,9.953945279E-1
1.535299969E1,-2.246093750E-2,2.392578125E-2,9.947509766E-1,9.952921271E-1
1.536299992E1,-2.221679688E-2,2.453613281E-2,9.943847656E-1,9.949355125E-1
1.537300014E1,-2.160644531E-2,2.526855469E-2,9.935302734E-1,9.940863848E-1
1.538300037E1,-2.185058594E-2,2.490234375E-2,9.936523438E-1,9.942044616E-1
1.539299965E1,-2.270507812E-2,2.465820312E-2,9.940185547E-1,9.945835471E-1
1.540299988E1,-2.307128906E-2,2.526855469E-2,9.940185547E-1,9.946072698E-1
1.541300011E1,-2.258300781E-2,2.514648438E-2,9.943847656E-1,9.949589968E-1
1.542399979E1,-2.160644531E-2,2.490234375E-2,9.940185547E-1,9.945651293E-1
1.543400002E1,-2.099609375E-2,2.502441406E-2,9.937744141E-1,9.943111539E-1
1.544400024E1,-2.160644531E-2,2.478027344E-2,9.936523438E-1,9.941961169E-1
1.545400047E1,-2.258300781E-2,2.502441406E-2,9.934082031E-1,9.939799309E-1
1.546399975E1,-2.294921875E-2,2.526855469E-2,9.934082031E-1,9.939944744E-1
1.547399998E1,-2.282714844E-2,2.526855469E-2,9.931640625E-1,9.937476516E-1
1.548499966E1,-2.282714844E-2,2.514648438E-2,9.925537109E-1,9.931345582E-1
1.549499989E1,-2.294921875E-2,2.502441406E-2,9.914550781E-1,9.920363426E-1
1.550399971E1,-2.307128906E-2,2.575683594E-2,9.916992188E-1,9.923018813E-1
1.551500034E1,-2.258300781E-2,2.612304688E-2,9.927978516E-1,9.933981895E-1
1.552499962E1,-2.160644531E-2,2.551269531E-2,9.934082031E-1,9.939706326E-1
1.553499985E1,-2.087402344E-2,2.526855469E-2,9.932861328E-1,9.938267469E-1
1.554500008E1,-2.136230469E-2,2.539062500E-2,9.931640625E-1,9.937182069E-1
1.559599972E1,-2.209472656E-2,2.355957031E-2,9.932861328E-1,9.938111305E-1
1.560599995E1,-2.221679688E-2,2.404785156E-2,9.934082031E-1,9.939475656E-1
1.561600018E1,-2.197265625E-2,2.429199219E-2,9.937744141E-1,9.943140745E-1
1.562699986E1,-2.197265625E-2,2.465820312E-2,9.934082031E-1,9.939571023E-1
1.563700008E1,-2.172851562E-2,2.478027344E-2,9.934082031E-1,9.939547777E-1
1.564700031E1,-2.172851562E-2,2.453613281E-2,9.941406250E-1,9.946807027E-1
1.565699959E1,-2.209472656E-2,2.453613281E-2,9.942626953E-1,9.948107600E-1
1.566699982E1,-2.209472656E-2,2.514648438E-2,9.937744141E-1,9.943380356E-1
1.567700005E1,-2.209472656E-2,2.563476562E-2,9.931640625E-1,9.937404990E-1
1.568700027E1,-2.197265625E-2,2.539062500E-2,9.925537109E-1,9.931215048E-1
1.569699955E1,-2.172851562E-2,2.490234375E-2,9.931640625E-1,9.937137961E-1
1.570699978E1,-2.233886719E-2,2.502441406E-2,9.943847656E-1,9.949504137E-1
1.571800041E1,-2.307128906E-2,2.502441406E-2,9.949951172E-1,9.955770969E-1
1.572799969E1,-2.331542969E-2,2.478027344E-2,9.947509766E-1,9.953327179E-1
1.573799992E1,-2.282714844E-2,2.416992188E-2,9.940185547E-1,9.945743680E-1
1.574800014E1,-2.246093750E-2,2.429199219E-2,9.936523438E-1,9.942029715E-1
1.575800037E1,-2.233886719E-2,2.490234375E-2,9.937744141E-1,9.943373203E-1
1.576799965E1,-2.185058594E-2,2.502441406E-2,9.938964844E-1,9.944515824E-1
1.577900028E1,-2.221679688E-2,2.490234375E-2,9.946289062E-1,9.951885939E-1
1.578899956E1,-2.282714844E-2,2.465820312E-2,9.949951172E-1,9.955623746E-1
1.579899979E1,-2.307128906E-2,2.465820312E-2,9.941406250E-1,9.947139621E-1
1.580900002E1,-2.294921875E-2,2.453613281E-2,9.934082031E-1,9.939761162E-1
1.581900024E1,-2.233886719E-2,2.429199219E-2,9.936523438E-1,9.942002296E-1
1.582900047E1,-2.160644531E-2,2.441406250E-2,9.935302734E-1,9.940650463E-1
1.584000015E1,-2.160644531E-2,2.453613281E-2,9.937744141E-1,9.943120480E-1
1.585999966E1,-2.136230469E-2,2.502441406E-2,9.936523438E-1,9.941969514E-1
1.586999989E1,-2.185058594E-2,2.453613281E-2,9.934082031E-1,9.939513803E-1
1.588000011E1,-2.197265625E-2,2.392578125E-2,9.932861328E-1,9.938171506E-1
1.589000034E1,-2.221679688E-2,2.404785156E-2,9.932861328E-1,9.938255548E-1
1.589999962E1,-2.246093750E-2,2.465820312E-2,9.932861328E-1,9.938459992E-1
1.590999985E1,-2.209472656E-2,2.478027344E-2,9.940185547E-1,9.945728183E-1
1.592099953E1,-2.172851562E-2,2.453613281E-2,9.946289062E-1,9.951687455E-1
1.593099976E1,-2.160644531E-2,2.404785156E-2,9.941406250E-1,9.946661592E-1
1.593999958E1,-2.136230469E-2,2.392578125E-2,9.940185547E-1,9.945359230E-1
1.594999981E1,-2.172851562E-2,2.416992188E-2,9.940185547E-1,9.945497513E-1
1.596100044E1,-2.282714844E-2,2.429199219E-2,9.943847656E-1,9.949433208E-1
1.597099972E1,-2.343750000E-2,2.380371094E-2,9.940185547E-1,9.945797324E-1
1.598099995E1,-2.307128906E-2,2.294921875E-2,9.926757812E-1,9.932090044E-1
1.599100018E1,-2.246093750E-2,2.270507812E-2,9.925537109E-1,9.930673838E-1
1.601199913E1,-2.197265625E-2,2.355957031E-2,9.937744141E-1,9.942964315E-1
1.602199936E1,-2.221679688E-2,2.453613281E-2,9.945068359E-1,9.950575233E-1
1.603199959E1,-2.233886719E-2,2.526855469E-2,9.942626953E-1,9.948346019E-1
1.604199982E1,-2.185058594E-2,2.563476562E-2,9.938964844E-1,9.944670796E-1
1.605200005E1,-2.087402344E-2,2.563476562E-2,9.945068359E-1,9.950561523E-1
1.606200027E1,-2.087402344E-2,2.514648438E-2,9.946289062E-1,9.951657057E-1
1.607200050E1,-2.111816406E-2,2.502441406E-2,9.937744141E-1,9.943137169E-1
1.608200073E1,-2.160644531E-2,2.526855469E-2,9.929199219E-1,9.934763908E-1
1.609199905E1,-2.185058594E-2,2.551269531E-2,9.924316406E-1,9.929999709E-1
1.613400078E1,-2.282714844E-2,2.368164062E-2,9.938964844E-1,9.944406152E-1
1.614299965E1,-2.258300781E-2,2.319335938E-2,9.938964844E-1,9.944235086E-1
1.615299988E1,-2.197265625E-2,2.258300781E-2,9.940185547E-1,9.945178032E-1
1.616300011E1,-2.172851562E-2,2.270507812E-2,9.946289062E-1,9.951252937E-1
1.617399979E1,-2.185058594E-2,2.294921875E-2,9.948730469E-1,9.953775406E-1
1.618400002E1,-2.270507812E-2,2.355957031E-2,9.938964844E-1,9.944348931E-1
1.619400024E1,-2.343750000E-2,2.465820312E-2,9.930419922E-1,9.936245680E-1
1.620400047E1,-2.331542969E-2,2.551269531E-2,9.926757812E-1,9.932772517E-1
1.621400070E1,-2.246093750E-2,2.575683594E-2,9.926757812E-1,9.932638407E-1
1.625499916E1,-2.172851562E-2,2.368164062E-2,9.931640625E-1,9.936839342E-1
1.626499939E1,-2.185058594E-2,2.465820312E-2,9.935302734E-1,9.940763712E-1
1.627499962E1,-2.172851562E-2,2.563476562E-2,9.942626953E-1,9.948304296E-1
1.628499985E1,-2.148437500E-2,2.563476562E-2,9.937744141E-1,9.943371415E-1
1.629599953E1,-2.160644531E-2,2.526855469E-2,9.932861328E-1,9.938423634E-1
1.630599976E1,-2.185058594E-2,2.551269531E-2,9.938964844E-1,9.944639802E-1
1.631599998E1,-2.197265625E-2,2.612304688E-2,9.942626953E-1,9.948484898E-1
1.632600021E1,-2.197265625E-2,2.636718750E-2,9.940185547E-1,9.946109653E-1
1.633600044E1,-2.221679688E-2,2.612304688E-2,9.932861328E-1,9.938779473E-1
1.637599945E1,-2.233886719E-2,2.416992188E-2,9.953613281E-1,9.959052801E-1
1.638599968E1,-2.209472656E-2,2.294921875E-2,9.948730469E-1,9.953829646E-1
1.639599991E1,-2.233886719E-2,2.233886719E-2,9.935302734E-1,9.940324426E-1
1.641699982E1,-2.185058594E-2,2.453613281E-2,9.940185547E-1,9.945613742E-1
1.642799950E1,-2.258300781E-2,2.490234375E-2,9.938964844E-1,9.944648743E-1
1.643799973E1,-2.294921875E-2,2.429199219E-2,9.927978516E-1,9.933601022E-1
1.644799995E1,-2.233886719E-2,2.368164062E-2,9.937744141E-1,9.943075180E-1
1.645800018E1,-2.160644531E-2,2.380371094E-2,9.959716797E-1,9.964903593E-1
1.646800041E1,-2.124023438E-2,2.404785156E-2,9.954833984E-1,9.960003495E-1
1.647800064E1,-2.148437500E-2,2.380371094E-2,9.941406250E-1,9.946576357E-1
1.648800087E1,-2.148437500E-2,2.343750000E-2,9.947509766E-1,9.952589869E-1
1.649900055E1,-2.111816406E-2,2.368164062E-2,9.938964844E-1,9.944028258E-1
1.650799942E1,-2.087402344E-2,2.453613281E-2,9.926757812E-1,9.931983352E-1
1.651799965E1,-2.050781250E-2,2.551269531E-2,9.932861328E-1,9.938253164E-1
1.652799988E1,-2.111816406E-2,2.612304688E-2,9.943847656E-1,9.949519634E-1
1.653800011E1,-2.209472656E-2,2.563476562E-2,9.940185547E-1,9.945945144E-1
1.656999969E1,-2.209472656E-2,2.441406250E-2,9.937744141E-1,9.943197966E-1
1.657999992E1,-2.209472656E-2,2.404785156E-2,9.932861328E-1,9.938228130E-1
1.658900070E1,-2.233886719E-2,2.429199219E-2,9.940185547E-1,9.945662618E-1
1.659900093E1,-2.282714844E-2,2.526855469E-2,9.945068359E-1,9.950896502E-1
