"Time t (s)","Acceleration x (g)","Acceleration y (g)","Acceleration z (g)","Absolute Acceleration (g)"
4.973999977E0,-2.246093750E-2,2.502441406E-2,9.942626953E-1,9.948311448E-1
4.993999958E0,-2.307128906E-2,2.490234375E-2,9.947509766E-1,9.953300357E-1
5.004000187E0,-2.319335938E-2,2.465820312E-2,9.935302734E-1,9.941068292E-1
5.025000095E0,-2.282714844E-2,2.478027344E-2,9.941406250E-1,9.947113991E-1
5.034999847E0,-2.270507812E-2,2.465820312E-2,9.943847656E-1,9.949495792E-1
5.044000149E0,-2.270507812E-2,2.441406250E-2,9.938964844E-1,9.944555163E-1
5.065000057E0,-2.258300781E-2,2.355957031E-2,9.932861328E-1,9.938220978E-1
5.074999809E0,-2.270507812E-2,2.416992188E-2,9.926757812E-1,9.932295084E-1
5.085000038E0,-2.270507812E-2,2.441406250E-2,9.926757812E-1,9.932355285E-1
5.096000195E0,-2.246093750E-2,2.429199219E-2,9.925537109E-1,9.931049347E-1
5.116000175E0,-2.209472656E-2,2.368164062E-2,9.941406250E-1,9.946680665E-1
5.125999928E0,-2.172851562E-2,2.380371094E-2,9.945068359E-1,9.950289130E-1
5.135000229E0,-2.099609375E-2,2.416992188E-2,9.943847656E-1,9.949000478E-1
5.144999981E0,-2.026367188E-2,2.465820312E-2,9.942626953E-1,9.947748184E-1
5.165999889E0,-2.185058594E-2,2.526855469E-2,9.937744141E-1,9.943357110E-1
5.176000118E0,-2.197265625E-2,2.490234375E-2,9.940185547E-1,9.945731759E-1
5.227000237E0,-2.160644531E-2,2.624511719E-2,9.938964844E-1,9.944776893E-1
5.247000217E0,-2.233886719E-2,2.514648438E-2,9.934082031E-1,9.939774871E-1
5.256999969E0,-2.258300781E-2,2.526855469E-2,9.936523438E-1,9.942300916E-1
5.267000198E0,-2.282714844E-2,2.465820312E-2,9.942626953E-1,9.948303699E-1
5.276999950E0,-2.307128906E-2,2.416992188E-2,9.937744141E-1,9.943360090E-1
5.287000179E0,-2.282714844E-2,2.416992188E-2,9.934082031E-1,9.939643741E-1
5.297999859E0,-2.270507812E-2,2.380371094E-2,9.934082031E-1,9.939526916E-1
5.308000088E0,-2.270507812E-2,2.429199219E-2,9.935302734E-1,9.940865040E-1
5.317999840E0,-2.221679688E-2,2.465820312E-2,9.938964844E-1,9.944505095E-1
5.328000069E0,-2.221679688E-2,2.453613281E-2,9.935302734E-1,9.940814972E-1
5.337999821E0,-2.246093750E-2,2.478027344E-2,9.926757812E-1,9.932390451E-1
5.348000050E0,-2.233886719E-2,2.490234375E-2,9.929199219E-1,9.934833050E-1
5.357999802E0,-2.197265625E-2,2.429199219E-2,9.940185547E-1,9.945580959E-1
5.368999958E0,-2.160644531E-2,2.441406250E-2,9.946289062E-1,9.951630831E-1
5.379000187E0,-2.172851562E-2,2.490234375E-2,9.945068359E-1,9.950558543E-1
5.429999828E0,-2.185058594E-2,2.416992188E-2,9.932861328E-1,9.938203692E-1
5.449999809E0,-2.148437500E-2,2.380371094E-2,9.932861328E-1,9.938035607E-1
5.460999966E0,-2.185058594E-2,2.416992188E-2,9.935302734E-1,9.940643907E-1
5.471000195E0,-2.221679688E-2,2.416992188E-2,9.935302734E-1,9.940724969E-1
5.480999947E0,-2.233886719E-2,2.380371094E-2,9.934082031E-1,9.939444065E-1
5.500000000E0,-2.282714844E-2,2.441406250E-2,9.929199219E-1,9.934822917E-1
5.510000229E0,-2.270507812E-2,2.502441406E-2,9.932861328E-1,9.938607216E-1
5.520999908E0,-2.258300781E-2,2.490234375E-2,9.935302734E-1,9.940988421E-1
5.541999817E0,-2.246093750E-2,2.465820312E-2,9.935302734E-1,9.940900207E-1
5.551000118E0,-2.282714844E-2,2.465820312E-2,9.941406250E-1,9.947083592E-1
5.560999870E0,-2.282714844E-2,2.490234375E-2,9.941406250E-1,9.947144389E-1
5.571000099E0,-2.221679688E-2,2.502441406E-2,9.935302734E-1,9.940936565E-1
5.580999851E0,-2.172851562E-2,2.490234375E-2,9.934082031E-1,9.939578176E-1
5.591000080E0,-2.172851562E-2,2.490234375E-2,9.940185547E-1,9.945678115E-1
5.602000237E0,-2.209472656E-2,2.502441406E-2,9.935302734E-1,9.940909147E-1
5.611999989E0,-2.233886719E-2,2.551269531E-2,9.930419922E-1,9.936208129E-1
5.622000217E0,-2.270507812E-2,2.551269531E-2,9.935302734E-1,9.941170812E-1
5.631999969E0,-2.246093750E-2,2.514648438E-2,9.943847656E-1,9.949562550E-1
5.642000198E0,-2.209472656E-2,2.514648438E-2,9.949951172E-1,9.955580235E-1
5.652999878E0,-2.209472656E-2,2.502441406E-2,9.945068359E-1,9.950669408E-1
5.662000179E0,-2.221679688E-2,2.490234375E-2,9.929199219E-1,9.934805632E-1
5.672999859E0,-2.233886719E-2,2.453613281E-2,9.919433594E-1,9.924982190E-1
5.683000088E0,-2.246093750E-2,2.465820312E-2,9.921875000E-1,9.927479625E-1
5.692999840E0,-2.233886719E-2,2.539062500E-2,9.930419922E-1,9.936177135E-1
5.703000069E0,-2.246093750E-2,2.551269531E-2,9.936523438E-1,9.942335486E-1
5.712999821E0,-2.246093750E-2,2.490234375E-2,9.936523438E-1,9.942181110E-1
5.723000050E0,-2.258300781E-2,2.416992188E-2,9.932861328E-1,9.938367605E-1
5.734000206E0,-2.246093750E-2,2.441406250E-2,9.935302734E-1,9.940840006E-1
5.743999958E0,-2.209472656E-2,2.514648438E-2,9.941406250E-1,9.947040081E-1
5.754000187E0,-2.221679688E-2,2.526855469E-2,9.948730469E-1,9.954418540E-1
5.763999939E0,-2.221679688E-2,2.478027344E-2,9.954833984E-1,9.960395694E-1
5.774000168E0,-2.172851562E-2,2.441406250E-2,9.948730469E-1,9.954097271E-1
5.783999920E0,-2.185058594E-2,2.429199219E-2,9.940185547E-1,9.945554137E-1
5.794000149E0,-2.185058594E-2,2.404785156E-2,9.940185547E-1,9.945494533E-1
5.803999901E0,-2.160644531E-2,2.331542969E-2,9.943847656E-1,9.948927164E-1
5.814000130E0,-2.197265625E-2,2.355957031E-2,9.943847656E-1,9.949064851E-1
5.823999882E0,-2.246093750E-2,2.453613281E-2,9.935302734E-1,9.940869808E-1
5.846000195E0,-2.148437500E-2,2.404785156E-2,9.936523438E-1,9.941754937E-1
5.855000019E0,-2.099609375E-2,2.392578125E-2,9.943847656E-1,9.948941469E-1
5.864999771E0,-2.197265625E-2,2.465820312E-2,9.943847656E-1,9.949331284E-1
5.875000000E0,-2.282714844E-2,2.514648438E-2,9.942626953E-1,9.948425889E-1
5.886000156E0,-2.258300781E-2,2.563476562E-2,9.949951172E-1,9.955814481E-1
5.895999908E0,-2.233886719E-2,2.551269531E-2,9.948730469E-1,9.954507947E-1
5.915999889E0,-2.160644531E-2,2.416992188E-2,9.942626953E-1,9.947910905E-1
5.926000118E0,-2.233886719E-2,2.416992188E-2,9.941406250E-1,9.946852922E-1
5.935999870E0,-2.282714844E-2,2.453613281E-2,9.932861328E-1,9.938513041E-1
5.946000099E0,-2.294921875E-2,2.502441406E-2,9.927978516E-1,9.933782816E-1
5.955999851E0,-2.294921875E-2,2.526855469E-2,9.932861328E-1,9.938724637E-1
5.967000008E0,-2.294921875E-2,2.490234375E-2,9.945068359E-1,9.950832129E-1
5.977000237E0,-2.258300781E-2,2.441406250E-2,9.951171875E-1,9.956727624E-1
6.038000107E0,-2.172851562E-2,2.587890625E-2,9.938964844E-1,9.944707751E-1
6.047999859E0,-2.136230469E-2,2.587890625E-2,9.946289062E-1,9.951947927E-1
6.059000015E0,-2.136230469E-2,2.636718750E-2,9.947509766E-1,9.953296185E-1
6.067999840E0,-2.124023438E-2,2.600097656E-2,9.947509766E-1,9.953173995E-1
6.078000069E0,-2.136230469E-2,2.514648438E-2,9.943847656E-1,9.949320555E-1
6.118999958E0,-2.197265625E-2,2.429199219E-2,9.945068359E-1,9.950460792E-1
6.129000187E0,-2.258300781E-2,2.453613281E-2,9.947509766E-1,9.953097701E-1
6.138999939E0,-2.294921875E-2,2.441406250E-2,9.945068359E-1,9.950711131E-1
6.150000095E0,-2.270507812E-2,2.429199219E-2,9.947509766E-1,9.953065515E-1
6.170000076E0,-2.160644531E-2,2.514648438E-2,9.937744141E-1,9.943273067E-1
6.190000057E0,-2.270507812E-2,2.490234375E-2,9.938964844E-1,9.944676161E-1
6.199999809E0,-2.307128906E-2,2.490234375E-2,9.941406250E-1,9.947200418E-1
6.210999966E0,-2.246093750E-2,2.502441406E-2,9.940185547E-1,9.945871234E-1
6.221000195E0,-2.172851562E-2,2.514648438E-2,9.937744141E-1,9.943299294E-1
6.230999947E0,-2.172851562E-2,2.502441406E-2,9.941406250E-1,9.946928620E-1
6.241000175E0,-2.197265625E-2,2.575683594E-2,9.942626953E-1,9.948389530E-1
6.270999908E0,-2.160644531E-2,2.416992188E-2,9.927978516E-1,9.933270216E-1
6.281000137E0,-2.185058594E-2,2.404785156E-2,9.927978516E-1,9.933294058E-1
6.290999889E0,-2.258300781E-2,2.453613281E-2,9.935302734E-1,9.940897226E-1
6.302000046E0,-2.270507812E-2,2.478027344E-2,9.940185547E-1,9.945865870E-1
6.311999798E0,-2.172851562E-2,2.453613281E-2,9.936523438E-1,9.941927195E-1
6.322000027E0,-2.099609375E-2,2.478027344E-2,9.930419922E-1,9.935730100E-1
6.331999779E0,-2.099609375E-2,2.465820312E-2,9.932861328E-1,9.938139915E-1
6.342000008E0,-2.099609375E-2,2.416992188E-2,9.942626953E-1,9.947780371E-1
6.352000237E0,-2.099609375E-2,2.416992188E-2,9.945068359E-1,9.950220585E-1
6.361999989E0,-2.099609375E-2,2.502441406E-2,9.945068359E-1,9.950431585E-1
6.372000217E0,-2.148437500E-2,2.575683594E-2,9.948730469E-1,9.954382777E-1
6.381999969E0,-2.209472656E-2,2.575683594E-2,9.942626953E-1,9.948416352E-1
6.392000198E0,-2.221679688E-2,2.514648438E-2,9.934082031E-1,9.939747453E-1
6.402999878E0,-2.185058594E-2,2.441406250E-2,9.925537109E-1,9.930943251E-1
6.412000179E0,-2.148437500E-2,2.429199219E-2,9.921875000E-1,9.927173257E-1
6.422999859E0,-2.136230469E-2,2.478027344E-2,9.929199219E-1,9.934588075E-1
6.433000088E0,-2.160644531E-2,2.539062500E-2,9.938964844E-1,9.944555163E-1
6.442999840E0,-2.160644531E-2,2.563476562E-2,9.941406250E-1,9.947057962E-1
6.464000225E0,-2.209472656E-2,2.465820312E-2,9.941406250E-1,9.946917892E-1
6.473999977E0,-2.172851562E-2,2.502441406E-2,9.946289062E-1,9.951809049E-1
6.493999958E0,-2.233886719E-2,2.514648438E-2,9.938964844E-1,9.944654703E-1
6.504000187E0,-2.221679688E-2,2.502441406E-2,9.925537109E-1,9.931176305E-1
6.513999939E0,-2.221679688E-2,2.502441406E-2,9.924316406E-1,9.929956794E-1
6.524000168E0,-2.258300781E-2,2.539062500E-2,9.934082031E-1,9.939892292E-1
6.533999920E0,-2.233886719E-2,2.551269531E-2,9.945068359E-1,9.950848222E-1
6.544000149E0,-2.209472656E-2,2.514648438E-2,9.946289062E-1,9.951920509E-1
6.553999901E0,-2.221679688E-2,2.502441406E-2,9.940185547E-1,9.945816398E-1
6.565000057E0,-2.246093750E-2,2.551269531E-2,9.930419922E-1,9.936235547E-1
6.574999809E0,-2.294921875E-2,2.526855469E-2,9.920654297E-1,9.926524758E-1
6.585000038E0,-2.294921875E-2,2.453613281E-2,9.920654297E-1,9.926341176E-1
6.594999790E0,-2.233886719E-2,2.429199219E-2,9.932861328E-1,9.938341975E-1
6.605000019E0,-2.197265625E-2,2.429199219E-2,9.942626953E-1,9.948021173E-1
6.616000175E0,-2.233886719E-2,2.465820312E-2,9.945068359E-1,9.950632453E-1
6.625999928E0,-2.307128906E-2,2.478027344E-2,9.948730469E-1,9.954490066E-1
6.636000156E0,-2.233886719E-2,2.441406250E-2,9.942626953E-1,9.948132634E-1
6.645999908E0,-2.148437500E-2,2.441406250E-2,9.936523438E-1,9.941843748E-1
6.656000137E0,-2.124023438E-2,2.502441406E-2,9.936523438E-1,9.941943288E-1
6.666999817E0,-2.197265625E-2,2.563476562E-2,9.931640625E-1,9.937378168E-1
6.677000046E0,-2.307128906E-2,2.478027344E-2,9.934082031E-1,9.939849973E-1
6.686999798E0,-2.343750000E-2,2.404785156E-2,9.937744141E-1,9.943416119E-1
6.697000027E0,-2.294921875E-2,2.404785156E-2,9.937744141E-1,9.943302274E-1
6.706999779E0,-2.233886719E-2,2.441406250E-2,9.935302734E-1,9.940811992E-1
6.717000008E0,-2.233886719E-2,2.429199219E-2,9.927978516E-1,9.933462143E-1
6.727000237E0,-2.246093750E-2,2.441406250E-2,9.930419922E-1,9.935959578E-1
6.736999989E0,-2.185058594E-2,2.465820312E-2,9.941406250E-1,9.946864247E-1
6.748000145E0,-2.111816406E-2,2.465820312E-2,9.945068359E-1,9.950366020E-1
6.768000126E0,-2.111816406E-2,2.502441406E-2,9.945068359E-1,9.950457215E-1
6.777999878E0,-2.148437500E-2,2.478027344E-2,9.941406250E-1,9.946814775E-1
6.788000107E0,-2.172851562E-2,2.490234375E-2,9.941406250E-1,9.946898222E-1
6.797999859E0,-2.197265625E-2,2.490234375E-2,9.938964844E-1,9.944511652E-1
6.809000015E0,-2.185058594E-2,2.502441406E-2,9.938964844E-1,9.944515824E-1
6.818999767E0,-2.160644531E-2,2.551269531E-2,9.936523438E-1,9.942145944E-1
6.828999996E0,-2.185058594E-2,2.624511719E-2,9.926757812E-1,9.932630658E-1
6.839000225E0,-2.209472656E-2,2.612304688E-2,9.921875000E-1,9.927772284E-1
6.848999977E0,-2.270507812E-2,2.551269531E-2,9.929199219E-1,9.935070872E-1
6.859000206E0,-2.233886719E-2,2.539062500E-2,9.932861328E-1,9.938616753E-1
6.869999886E0,-2.148437500E-2,2.490234375E-2,9.936523438E-1,9.941964746E-1
6.880000114E0,-2.160644531E-2,2.416992188E-2,9.942626953E-1,9.947910905E-1
6.888999939E0,-2.185058594E-2,2.404785156E-2,9.941406250E-1,9.946714640E-1
6.899000168E0,-2.221679688E-2,2.416992188E-2,9.947509766E-1,9.952925444E-1
6.908999920E0,-2.294921875E-2,2.465820312E-2,9.952392578E-1,9.958091378E-1
6.919000149E0,-2.307128906E-2,2.478027344E-2,9.942626953E-1,9.948390126E-1
6.929999828E0,-2.282714844E-2,2.478027344E-2,9.934082031E-1,9.939793944E-1
6.940000057E0,-2.282714844E-2,2.526855469E-2,9.930419922E-1,9.936257005E-1
6.949999809E0,-2.307128906E-2,2.526855469E-2,9.934082031E-1,9.939972758E-1
6.960000038E0,-2.258300781E-2,2.478027344E-2,9.941406250E-1,9.947057962E-1
6.969999790E0,-2.197265625E-2,2.404785156E-2,9.941406250E-1,9.946741462E-1
6.980000019E0,-2.160644531E-2,2.404785156E-2,9.942626953E-1,9.947881699E-1
7.020999908E0,-2.209472656E-2,2.539062500E-2,9.916992188E-1,9.922702312E-1
7.031000137E0,-2.160644531E-2,2.465820312E-2,9.920654297E-1,9.926069975E-1
7.040999889E0,-2.185058594E-2,2.392578125E-2,9.931640625E-1,9.936924577E-1
7.052000046E0,-2.246093750E-2,2.355957031E-2,9.937744141E-1,9.943073392E-1
7.061999798E0,-2.270507812E-2,2.392578125E-2,9.934082031E-1,9.939556718E-1
7.072000027E0,-2.221679688E-2,2.441406250E-2,9.940185547E-1,9.945665002E-1
7.080999851E0,-2.209472656E-2,2.490234375E-2,9.949951172E-1,9.955518842E-1
7.092000008E0,-2.258300781E-2,2.490234375E-2,9.943847656E-1,9.949528575E-1
7.103000164E0,-2.319335938E-2,2.441406250E-2,9.935302734E-1,9.941008091E-1
7.111999989E0,-2.282714844E-2,2.441406250E-2,9.935302734E-1,9.940922856E-1
7.122000217E0,-2.233886719E-2,2.514648438E-2,9.935302734E-1,9.940994978E-1
7.131999969E0,-2.233886719E-2,2.551269531E-2,9.934082031E-1,9.939867854E-1
7.143000126E0,-2.185058594E-2,2.539062500E-2,9.943847656E-1,9.949488640E-1
7.152999878E0,-2.124023438E-2,2.539062500E-2,9.948730469E-1,9.954236150E-1
7.163000107E0,-2.111816406E-2,2.502441406E-2,9.934082031E-1,9.939476848E-1
7.183000088E0,-2.209472656E-2,2.502441406E-2,9.935302734E-1,9.940909147E-1
7.193999767E0,-2.270507812E-2,2.526855469E-2,9.927978516E-1,9.933788776E-1
7.214000225E0,-2.160644531E-2,2.441406250E-2,9.921875000E-1,9.927229881E-1
7.223999977E0,-2.148437500E-2,2.490234375E-2,9.934082031E-1,9.939525127E-1
7.243999958E0,-2.172851562E-2,2.441406250E-2,9.935302734E-1,9.940676689E-1
7.254000187E0,-2.160644531E-2,2.416992188E-2,9.941406250E-1,9.946690798E-1
7.263999939E0,-2.160644531E-2,2.392578125E-2,9.941406250E-1,9.946631789E-1
7.274000168E0,-2.172851562E-2,2.416992188E-2,9.941406250E-1,9.946717620E-1
7.283999920E0,-2.233886719E-2,2.478027344E-2,9.943847656E-1,9.949442744E-1
7.294000149E0,-2.246093750E-2,2.478027344E-2,9.938964844E-1,9.944590330E-1
7.304999828E0,-2.221679688E-2,2.478027344E-2,9.927978516E-1,9.933555126E-1
7.315000057E0,-2.185058594E-2,2.539062500E-2,9.927978516E-1,9.933628440E-1
7.324999809E0,-2.209472656E-2,2.526855469E-2,9.937744141E-1,9.943411350E-1
7.346000195E0,-2.307128906E-2,2.441406250E-2,9.929199219E-1,9.934879541E-1
7.355999947E0,-2.307128906E-2,2.490234375E-2,9.923095703E-1,9.928900599E-1
7.366000175E0,-2.307128906E-2,2.502441406E-2,9.931640625E-1,9.937471151E-1
7.375999928E0,-2.343750000E-2,2.429199219E-2,9.942626953E-1,9.948355556E-1
7.386000156E0,-2.355957031E-2,2.380371094E-2,9.946289062E-1,9.951925874E-1
7.395999908E0,-2.270507812E-2,2.404785156E-2,9.947509766E-1,9.953005910E-1
7.407000065E0,-2.197265625E-2,2.404785156E-2,9.945068359E-1,9.950401783E-1
7.415999889E0,-2.233886719E-2,2.429199219E-2,9.940185547E-1,9.945662618E-1
7.426000118E0,-2.258300781E-2,2.478027344E-2,9.938964844E-1,9.944617748E-1
7.435999870E0,-2.221679688E-2,2.514648438E-2,9.938964844E-1,9.944627285E-1
7.446000099E0,-2.172851562E-2,2.526855469E-2,9.937744141E-1,9.943330288E-1
7.497000217E0,-2.258300781E-2,2.514648438E-2,9.940185547E-1,9.945930243E-1
7.507999897E0,-2.246093750E-2,2.429199219E-2,9.946289062E-1,9.951789975E-1
7.518000126E0,-2.197265625E-2,2.380371094E-2,9.947509766E-1,9.952782989E-1
7.527999878E0,-2.185058594E-2,2.441406250E-2,9.949951172E-1,9.955344200E-1
7.538000107E0,-2.197265625E-2,2.502441406E-2,9.942626953E-1,9.948202372E-1
7.547999859E0,-2.246093750E-2,2.514648438E-2,9.936523438E-1,9.942242503E-1
7.559000015E0,-2.270507812E-2,2.478027344E-2,9.941406250E-1,9.947085977E-1
7.568999767E0,-2.258300781E-2,2.441406250E-2,9.947509766E-1,9.953067303E-1
7.578999996E0,-2.258300781E-2,2.465820312E-2,9.948730469E-1,9.954347610E-1
7.589000225E0,-2.258300781E-2,2.429199219E-2,9.945068359E-1,9.950597882E-1
7.598999977E0,-2.270507812E-2,2.368164062E-2,9.940185547E-1,9.945598245E-1
7.609000206E0,-2.294921875E-2,2.392578125E-2,9.943847656E-1,9.949372411E-1
7.619999886E0,-2.307128906E-2,2.502441406E-2,9.943847656E-1,9.949671030E-1
7.630000114E0,-2.319335938E-2,2.551269531E-2,9.940185547E-1,9.946163893E-1
7.639999866E0,-2.282714844E-2,2.490234375E-2,9.937744141E-1,9.943484068E-1
7.650000095E0,-2.233886719E-2,2.465820312E-2,9.935302734E-1,9.940872192E-1
7.670000076E0,-2.197265625E-2,2.453613281E-2,9.930419922E-1,9.935880303E-1
7.679999828E0,-2.136230469E-2,2.575683594E-2,9.935302734E-1,9.940936565E-1
7.690000057E0,-2.124023438E-2,2.587890625E-2,9.938964844E-1,9.944602251E-1
7.699999809E0,-2.185058594E-2,2.514648438E-2,9.937744141E-1,9.943326116E-1
7.710000038E0,-2.233886719E-2,2.465820312E-2,9.934082031E-1,9.939652681E-1
7.719999790E0,-2.209472656E-2,2.429199219E-2,9.937744141E-1,9.943167567E-1
7.730000019E0,-2.172851562E-2,2.429199219E-2,9.942626953E-1,9.947967529E-1
7.741000175E0,-2.185058594E-2,2.490234375E-2,9.934082031E-1,9.939604998E-1
7.761000156E0,-2.124023438E-2,2.416992188E-2,9.943847656E-1,9.949052334E-1
7.782000065E0,-2.148437500E-2,2.331542969E-2,9.935302734E-1,9.940360188E-1
7.791999817E0,-2.209472656E-2,2.380371094E-2,9.930419922E-1,9.935729504E-1
7.811999798E0,-2.270507812E-2,2.563476562E-2,9.934082031E-1,9.939982295E-1
7.822000027E0,-2.270507812E-2,2.563476562E-2,9.932861328E-1,9.938762784E-1
7.831999779E0,-2.258300781E-2,2.465820312E-2,9.935302734E-1,9.940927625E-1
7.842000008E0,-2.233886719E-2,2.453613281E-2,9.943847656E-1,9.949382544E-1
7.852000237E0,-2.233886719E-2,2.490234375E-2,9.948730469E-1,9.954353571E-1
7.861999989E0,-2.270507812E-2,2.502441406E-2,9.949951172E-1,9.955686927E-1
7.872000217E0,-2.258300781E-2,2.478027344E-2,9.936523438E-1,9.942178130E-1
7.881999969E0,-2.197265625E-2,2.441406250E-2,9.924316406E-1,9.929750562E-1
7.893000126E0,-2.185058594E-2,2.453613281E-2,9.927978516E-1,9.933413267E-1
7.902999878E0,-2.221679688E-2,2.465820312E-2,9.927978516E-1,9.933524728E-1
7.913000107E0,-2.258300781E-2,2.478027344E-2,9.929199219E-1,9.934858084E-1
7.923999786E0,-2.221679688E-2,2.478027344E-2,9.941406250E-1,9.946975708E-1
7.934000015E0,-2.172851562E-2,2.502441406E-2,9.947509766E-1,9.953029156E-1
7.943999767E0,-2.160644531E-2,2.526855469E-2,9.951171875E-1,9.956724048E-1
7.953000069E0,-2.172851562E-2,2.465820312E-2,9.953613281E-1,9.959037900E-1
7.973999977E0,-2.233886719E-2,2.404785156E-2,9.937744141E-1,9.943162799E-1
7.982999802E0,-2.270507812E-2,2.416992188E-2,9.937744141E-1,9.943275452E-1
8.003999710E0,-2.148437500E-2,2.551269531E-2,9.946289062E-1,9.951879978E-1
8.013999939E0,-2.124023438E-2,2.661132812E-2,9.943847656E-1,9.949675202E-1
8.024000168E0,-2.197265625E-2,2.697753906E-2,9.937744141E-1,9.943833351E-1
8.043999672E0,-2.258300781E-2,2.648925781E-2,9.943847656E-1,9.949938655E-1
8.065999985E0,-2.136230469E-2,2.490234375E-2,9.921875000E-1,9.927298427E-1
8.074999809E0,-2.185058594E-2,2.416992188E-2,9.926757812E-1,9.932103753E-1
8.085000038E0,-2.270507812E-2,2.380371094E-2,9.940185547E-1,9.945627451E-1
8.095000267E0,-2.282714844E-2,2.343750000E-2,9.941406250E-1,9.946788549E-1
8.104999542E0,-2.209472656E-2,2.319335938E-2,9.935302734E-1,9.940465093E-1
8.126999855E0,-2.221679688E-2,2.355957031E-2,9.936523438E-1,9.941798449E-1
8.135999680E0,-2.209472656E-2,2.331542969E-2,9.929199219E-1,9.934393764E-1
8.145999908E0,-2.233886719E-2,2.294921875E-2,9.935302734E-1,9.940463305E-1
8.156999588E0,-2.233886719E-2,2.270507812E-2,9.946289062E-1,9.951387644E-1
8.166999817E0,-2.221679688E-2,2.331542969E-2,9.940185547E-1,9.945401549E-1
8.177000046E0,-2.209472656E-2,2.404785156E-2,9.936523438E-1,9.941888452E-1
8.187000275E0,-2.209472656E-2,2.416992188E-2,9.943847656E-1,9.949238300E-1
8.196999550E0,-2.209472656E-2,2.453613281E-2,9.940185547E-1,9.945667982E-1
8.206999779E0,-2.221679688E-2,2.490234375E-2,9.932861328E-1,9.938465953E-1
8.217000008E0,-2.282714844E-2,2.514648438E-2,9.945068359E-1,9.950865507E-1
8.227000237E0,-2.307128906E-2,2.539062500E-2,9.952392578E-1,9.958303571E-1
8.277000427E0,-2.209472656E-2,2.539062500E-2,9.935302734E-1,9.941002131E-1
8.288000107E0,-2.233886719E-2,2.429199219E-2,9.943847656E-1,9.949322343E-1
8.298000336E0,-2.258300781E-2,2.404785156E-2,9.949951172E-1,9.955418706E-1
8.307999611E0,-2.246093750E-2,2.368164062E-2,9.936523438E-1,9.941882491E-1
8.317999840E0,-2.197265625E-2,2.319335938E-2,9.931640625E-1,9.936777949E-1
8.329000473E0,-2.160644531E-2,2.355957031E-2,9.938964844E-1,9.944104552E-1
8.338999748E0,-2.124023438E-2,2.441406250E-2,9.935302734E-1,9.940571189E-1
8.348999977E0,-2.099609375E-2,2.465820312E-2,9.930419922E-1,9.935699701E-1
8.359000206E0,-2.124023438E-2,2.526855469E-2,9.940185547E-1,9.945665002E-1
8.369999886E0,-2.172851562E-2,2.636718750E-2,9.949951172E-1,9.955815673E-1
8.380000114E0,-2.270507812E-2,2.648925781E-2,9.948730469E-1,9.954845905E-1
8.390000343E0,-2.282714844E-2,2.575683594E-2,9.946289062E-1,9.952241778E-1
8.399999619E0,-2.185058594E-2,2.526855469E-2,9.948730469E-1,9.954337478E-1
8.409999847E0,-2.136230469E-2,2.502441406E-2,9.952392578E-1,9.957829714E-1
8.420000076E0,-2.136230469E-2,2.490234375E-2,9.940185547E-1,9.945598841E-1
8.480999947E0,-2.258300781E-2,2.514648438E-2,9.938964844E-1,9.944710135E-1
8.491000175E0,-2.246093750E-2,2.441406250E-2,9.930419922E-1,9.935959578E-1
8.501000404E0,-2.270507812E-2,2.465820312E-2,9.935302734E-1,9.940955639E-1
8.510999680E0,-2.282714844E-2,2.526855469E-2,9.938964844E-1,9.944796562E-1
8.520999908E0,-2.246093750E-2,2.526855469E-2,9.940185547E-1,9.945933223E-1
8.531000137E0,-2.197265625E-2,2.453613281E-2,9.946289062E-1,9.951741099E-1
8.541999817E0,-2.185058594E-2,2.429199219E-2,9.945068359E-1,9.950433969E-1
8.552000046E0,-2.197265625E-2,2.502441406E-2,9.934082031E-1,9.939662218E-1
8.562000275E0,-2.197265625E-2,2.551269531E-2,9.930419922E-1,9.936126471E-1
8.571999550E0,-2.185058594E-2,2.514648438E-2,9.932861328E-1,9.938446283E-1
8.592000008E0,-2.136230469E-2,2.465820312E-2,9.942626953E-1,9.947978258E-1
8.602000237E0,-2.124023438E-2,2.539062500E-2,9.937744141E-1,9.943256378E-1
8.612000465E0,-2.075195312E-2,2.648925781E-2,9.938964844E-1,9.944659472E-1
8.642999649E0,-2.087402344E-2,2.563476562E-2,9.942626953E-1,9.948121309E-1
8.652999878E0,-2.124023438E-2,2.441406250E-2,9.956054688E-1,9.961312413E-1
8.673000336E0,-2.221679688E-2,2.233886719E-2,9.940185547E-1,9.945177436E-1
8.684000015E0,-2.343750000E-2,2.270507812E-2,9.926757812E-1,9.932119846E-1
8.694000244E0,-2.453613281E-2,2.343750000E-2,9.932861328E-1,9.938655496E-1
8.703000069E0,-2.478027344E-2,2.368164062E-2,9.943847656E-1,9.949753284E-1
8.713000298E0,-2.465820312E-2,2.380371094E-2,9.943847656E-1,9.949752092E-1
8.722999573E0,-2.404785156E-2,2.429199219E-2,9.936523438E-1,9.942401052E-1
8.734000206E0,-2.331542969E-2,2.526855469E-2,9.924316406E-1,9.930270314E-1
8.744000435E0,-2.307128906E-2,2.575683594E-2,9.929199219E-1,9.935218692E-1
8.753999710E0,-2.343750000E-2,2.600097656E-2,9.945068359E-1,9.951227307E-1
8.763999939E0,-2.404785156E-2,2.624511719E-2,9.945068359E-1,9.951437116E-1
8.774000168E0,-2.355957031E-2,2.661132812E-2,9.938964844E-1,9.945317507E-1
