"Time t (s)","Angular Velocity x (rad/s)","Angular Velocity y (rad/s)","Angular Velocity z (rad/s)","Absolute Angular Velocity (rad/s)"
5.485000134E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
5.493999958E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
5.504000187E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
5.513999939E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
5.524000168E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
5.572999954E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
5.583000183E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
5.612999916E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
5.622000217E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
5.632999897E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
5.642000198E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
5.651999950E0,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
5.662000179E0,3.195790349E-3,1.065263471E-3,0.000000000E0,3.368658746E-3
5.671999931E0,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
5.682000160E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
5.690999985E0,6.391580697E-3,2.130526942E-3,1.065263471E-3,6.821014020E-3
5.702000141E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
5.711999893E0,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
5.721000195E0,7.456844234E-3,3.195790349E-3,0.000000000E0,8.112804703E-3
5.731999874E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
5.741000175E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
5.750999928E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
5.789999962E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
5.800000191E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
5.809999943E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
5.829999924E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
5.840000153E0,4.261053885E-3,3.195790349E-3,1.065263471E-3,5.431799057E-3
5.849999905E0,4.261053885E-3,3.195790349E-3,0.000000000E0,5.326317161E-3
5.859000206E0,4.261053885E-3,3.195790349E-3,-1.065263471E-3,5.431799057E-3
5.880000114E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
5.888999939E0,6.391580697E-3,2.130526942E-3,1.065263471E-3,6.821014020E-3
5.899000168E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
5.908999920E0,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
5.919000149E0,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
5.928999901E0,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
5.947999954E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
5.958000183E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
5.968999863E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
5.978000164E0,5.326317681E-3,2.130526942E-3,-2.130526942E-3,6.119472963E-3
5.987999916E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
5.998000145E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
6.007999897E0,4.261053885E-3,2.130526942E-3,1.065263471E-3,4.881650258E-3
6.017000198E0,4.261053885E-3,1.065263471E-3,1.065263471E-3,4.519530355E-3
6.027999878E0,4.261053885E-3,2.130526942E-3,1.065263471E-3,4.881650258E-3
6.038000107E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
6.046999931E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
6.057000160E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
6.066999912E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
6.085999966E0,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
6.097000122E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
6.106999874E0,6.391580697E-3,0.000000000E0,0.000000000E0,6.391580697E-3
6.116000175E0,6.391580697E-3,1.065263471E-3,1.065263471E-3,6.566725003E-3
6.125999928E0,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
6.136000156E0,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
6.146999836E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
6.156000137E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
6.165999889E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
6.176000118E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
6.195000172E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
6.235000134E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
6.244999886E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
6.274000168E0,5.326317681E-3,3.195790349E-3,0.000000000E0,6.211500185E-3
6.284999847E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
6.294000149E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
6.303999901E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
6.314000130E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
6.323999882E0,4.261053885E-3,3.195790349E-3,0.000000000E0,5.326317161E-3
6.333000183E0,5.326317681E-3,3.195790349E-3,-1.065263471E-3,6.302183865E-3
6.342999935E0,5.326317681E-3,3.195790349E-3,-2.130526942E-3,6.566725523E-3
6.353000164E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
6.363999844E0,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
6.373000145E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
6.382999897E0,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
6.393000126E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
6.402999878E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
6.441999912E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
6.481999874E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
6.492000103E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
6.501999855E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
6.520999908E0,6.391580697E-3,0.000000000E0,1.065263471E-3,6.479744779E-3
6.531000137E0,6.391580697E-3,0.000000000E0,0.000000000E0,6.391580697E-3
6.540999889E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
6.551000118E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
6.560999870E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
6.571000099E0,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
6.580999851E0,6.391580697E-3,1.065263471E-3,1.065263471E-3,6.566725003E-3
6.591000080E0,6.391580697E-3,1.065263471E-3,1.065263471E-3,6.566725003E-3
6.599999905E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
6.610000134E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
6.619999886E0,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
6.639999866E0,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
6.650000095E0,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
6.659999847E0,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
6.669000149E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
6.678999901E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
6.689000130E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
6.698999882E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
6.709000111E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
6.718999863E0,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
6.729000092E0,3.195790349E-3,2.130526942E-3,-1.065263471E-3,3.985851009E-3
6.738999844E0,4.261053885E-3,3.195790349E-3,-1.065263471E-3,5.431799057E-3
6.749000072E0,5.326317681E-3,3.195790349E-3,-1.065263471E-3,6.302183865E-3
6.757999897E0,7.456844234E-3,3.195790349E-3,0.000000000E0,8.112804703E-3
6.768000126E0,7.456844234E-3,3.195790349E-3,0.000000000E0,8.112804703E-3
6.778999805E0,5.326317681E-3,3.195790349E-3,1.065263471E-3,6.302183865E-3
6.789000034E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
6.797999859E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
6.808000088E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
6.817999840E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
6.828000069E0,6.391580697E-3,2.130526942E-3,1.065263471E-3,6.821014020E-3
6.867000103E0,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
6.876999855E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
6.887000084E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
6.897999763E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
6.906000137E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
6.916999817E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
6.927000046E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
6.946000099E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
6.955999851E0,5.326317681E-3,3.195790349E-3,0.000000000E0,6.211500185E-3
6.966000080E0,5.326317681E-3,3.195790349E-3,1.065263471E-3,6.302183865E-3
6.975999832E0,5.326317681E-3,3.195790349E-3,1.065263471E-3,6.302183865E-3
6.995999813E0,5.326317681E-3,3.195790349E-3,0.000000000E0,6.211500185E-3
7.005000114E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
7.014999866E0,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
7.025000095E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
7.034999847E0,5.326317681E-3,0.000000000E0,0.000000000E0,5.326317681E-3
7.045000076E0,5.326317681E-3,0.000000000E0,0.000000000E0,5.326317681E-3
7.054999828E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
7.065000057E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
7.073999882E0,5.326317681E-3,3.195790349E-3,-1.065263471E-3,6.302183865E-3
7.085000038E0,7.456844234E-3,3.195790349E-3,0.000000000E0,8.112804703E-3
7.093999863E0,7.456844234E-3,2.130526942E-3,0.000000000E0,7.755235057E-3
7.104000092E0,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
7.113999844E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
7.124000072E0,6.391580697E-3,0.000000000E0,1.065263471E-3,6.479744779E-3
7.133999825E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
7.143000126E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
7.152999878E0,7.456844234E-3,2.130526942E-3,-1.065263471E-3,7.828055807E-3
7.163000107E0,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
7.173999786E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
7.183000088E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
7.192999840E0,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
7.203000069E0,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
7.222000122E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
7.232999802E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
7.243000031E0,4.261053885E-3,3.195790349E-3,0.000000000E0,5.326317161E-3
7.262000084E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
7.271999836E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
7.282000065E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
7.291999817E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
7.302000046E0,7.456844234E-3,2.130526942E-3,1.065263471E-3,7.828055807E-3
7.311999798E0,7.456844234E-3,2.130526942E-3,1.065263471E-3,7.828055807E-3
7.321000099E0,7.456844234E-3,3.195790349E-3,1.065263471E-3,8.182443706E-3
7.330999851E0,5.326317681E-3,3.195790349E-3,0.000000000E0,6.211500185E-3
7.341000080E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
7.352000237E0,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
7.361000061E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
7.370999813E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
7.381000042E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
7.389999866E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
7.401000023E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
7.410999775E0,4.261053885E-3,3.195790349E-3,1.065263471E-3,5.431799057E-3
7.420000076E0,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
7.429999828E0,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
7.460000038E0,4.261053885E-3,1.065263471E-3,1.065263471E-3,4.519530355E-3
7.469999790E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
7.480000019E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
7.489999771E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
7.530000210E0,6.391580697E-3,3.195790349E-3,-1.065263471E-3,7.224968403E-3
7.539000034E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
7.547999859E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
7.558000088E0,4.261053885E-3,3.195790349E-3,0.000000000E0,5.326317161E-3
7.568999767E0,5.326317681E-3,3.195790349E-3,-1.065263471E-3,6.302183865E-3
7.578000069E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
7.587999821E0,6.391580697E-3,3.195790349E-3,-1.065263471E-3,7.224968403E-3
7.598000050E0,6.391580697E-3,3.195790349E-3,-1.065263471E-3,7.224968403E-3
7.607999802E0,6.391580697E-3,3.195790349E-3,-1.065263471E-3,7.224968403E-3
7.618999958E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
7.626999855E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
7.638000011E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
7.647999763E0,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
7.657999992E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
7.666999817E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
7.677000046E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
7.686999798E0,7.456844234E-3,2.130526942E-3,1.065263471E-3,7.828055807E-3
7.697000027E0,7.456844234E-3,2.130526942E-3,0.000000000E0,7.755235057E-3
7.708000183E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
7.716000080E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
7.725999832E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
7.736999989E0,5.326317681E-3,3.195790349E-3,1.065263471E-3,6.302183865E-3
7.756000042E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
7.765999794E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
7.776000023E0,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
7.784999847E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
7.795000076E0,5.326317681E-3,3.195790349E-3,-1.065263471E-3,6.302183865E-3
7.806000233E0,5.326317681E-3,3.195790349E-3,-1.065263471E-3,6.302183865E-3
7.815999985E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
7.824999809E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
7.835999966E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
7.844999790E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
7.855000019E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
7.864999771E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
7.875000000E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
7.885000229E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
7.894000053E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
7.903999805E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
7.914000034E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
7.925000191E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
7.934999943E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
7.943999767E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
7.953999996E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
7.964000225E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
7.973999977E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
7.982999802E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
7.993000031E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
8.003000259E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
8.012999535E0,5.326317681E-3,3.195790349E-3,0.000000000E0,6.211500185E-3
8.022999763E0,5.326317681E-3,3.195790349E-3,1.065263471E-3,6.302183865E-3
8.032999992E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
8.041999817E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
8.052000046E0,5.326317681E-3,0.000000000E0,0.000000000E0,5.326317681E-3
8.062000275E0,5.326317681E-3,0.000000000E0,0.000000000E0,5.326317681E-3
8.072999954E0,3.195790349E-3,1.065263471E-3,0.000000000E0,3.368658746E-3
8.081999779E0,3.195790349E-3,0.000000000E0,-1.065263471E-3,3.368658746E-3
8.092000008E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
8.121999741E0,7.456844234E-3,1.065263471E-3,0.000000000E0,7.532550245E-3
8.130999565E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
8.140999794E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
8.151000023E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
8.161999702E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
8.170999527E0,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
8.180999756E0,4.261053885E-3,3.195790349E-3,-1.065263471E-3,5.431799057E-3
8.192000389E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
8.201000214E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
8.211000443E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
8.220999718E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
8.229999542E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
8.241000175E0,5.326317681E-3,3.195790349E-3,0.000000000E0,6.211500185E-3
8.250000000E0,5.326317681E-3,3.195790349E-3,0.000000000E0,6.211500185E-3
8.260000229E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
8.270000458E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
8.319000244E0,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
8.329000473E0,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
8.338999748E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
8.348999977E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
8.357999802E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
8.369999886E0,4.261053885E-3,2.130526942E-3,1.065263471E-3,4.881650258E-3
8.378000259E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
8.387999535E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
8.399000168E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
8.407999992E0,3.195790349E-3,3.195790349E-3,-1.065263471E-3,4.643375564E-3
8.418000221E0,3.195790349E-3,2.130526942E-3,-1.065263471E-3,3.985851009E-3
8.428999901E0,3.195790349E-3,1.065263471E-3,0.000000000E0,3.368658746E-3
8.437000275E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
8.447999954E0,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
8.458000183E0,6.391580697E-3,1.065263471E-3,1.065263471E-3,6.566725003E-3
8.468000412E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
8.477000237E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
8.487000465E0,5.326317681E-3,1.065263471E-3,-2.130526942E-3,5.834688696E-3
8.496999741E0,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
8.506999969E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
8.527000427E0,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
8.536999702E0,4.261053885E-3,1.065263471E-3,1.065263471E-3,4.519530355E-3
8.546999931E0,4.261053885E-3,2.130526942E-3,1.065263471E-3,4.881650258E-3
8.557000160E0,5.326317681E-3,3.195790349E-3,0.000000000E0,6.211500185E-3
8.565999985E0,4.261053885E-3,3.195790349E-3,0.000000000E0,5.326317161E-3
8.576000214E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
8.586000443E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
8.595000267E0,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
8.604999542E0,5.326317681E-3,0.000000000E0,-1.065263471E-3,5.431799577E-3
8.616000175E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
8.626000404E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
8.635000229E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
8.645999908E0,5.326317681E-3,3.195790349E-3,-1.065263471E-3,6.302183865E-3
8.654999733E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
8.664999962E0,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
8.675000191E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
8.685000420E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
8.694999695E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
8.704000473E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
8.713999748E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
8.725000381E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
8.782999992E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
8.793000221E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
8.803000450E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
8.812999725E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
8.822999954E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
8.833000183E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
8.852999687E0,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
8.862999916E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
8.881999969E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
8.892000198E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
8.902999878E0,6.391580697E-3,1.065263471E-3,1.065263471E-3,6.566725003E-3
8.911999702E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
8.921999931E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
8.932000160E0,4.261053885E-3,3.195790349E-3,-2.130526942E-3,5.736619433E-3
8.942000389E0,4.261053885E-3,2.130526942E-3,-2.130526942E-3,5.218703698E-3
9.001000404E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
9.010999680E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
9.020999908E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
9.031000137E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
9.041000366E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.050999641E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.060000420E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.069999695E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.079999924E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.138999939E0,4.261053885E-3,3.195790349E-3,0.000000000E0,5.326317161E-3
9.149000168E0,4.261053885E-3,3.195790349E-3,-1.065263471E-3,5.431799057E-3
9.159000397E0,4.261053885E-3,3.195790349E-3,-1.065263471E-3,5.431799057E-3
9.168000221E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
9.178999901E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
9.189000130E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
9.208000183E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.218000412E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.227999687E0,6.391580697E-3,1.065263471E-3,1.065263471E-3,6.566725003E-3
9.248000145E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
9.258000374E0,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
9.267999649E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
9.277000427E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
