"Time t (s)","Angular Velocity x (rad/s)","Angular Velocity y (rad/s)","Angular Velocity z (rad/s)","Absolute Angular Velocity (rad/s)"
9.286999702E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
9.298000336E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.307000160E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.317000389E0,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
9.326999664E0,6.391580697E-3,1.065263471E-3,-2.130526942E-3,6.821014020E-3
9.336999893E0,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
9.345999718E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
9.357000351E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.366999626E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.376000404E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.385999680E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
9.395999908E0,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
9.406000137E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.416999817E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.425000191E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.435000420E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
9.444999695E0,4.261053885E-3,0.000000000E0,0.000000000E0,4.261053885E-3
9.465000153E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
9.475000381E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
9.484999657E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.494000435E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.503999710E0,7.456844234E-3,1.065263471E-3,0.000000000E0,7.532550245E-3
9.515000343E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
9.543999672E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.553999901E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
9.564000130E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.574000359E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.604000092E0,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
9.612999916E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.623000145E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
9.633000374E0,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
9.642999649E0,2.130526942E-3,2.130526942E-3,0.000000000E0,3.013020150E-3
9.652999878E0,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
9.661999702E0,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
9.671999931E0,6.391580697E-3,1.065263471E-3,1.065263471E-3,6.566725003E-3
9.682999611E0,6.391580697E-3,1.065263471E-3,2.130526942E-3,6.821014020E-3
9.692999840E0,6.391580697E-3,2.130526942E-3,1.065263471E-3,6.821014020E-3
9.701999664E0,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
9.711999893E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
9.722000122E0,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
9.732000351E0,7.456844234E-3,1.065263471E-3,1.065263471E-3,7.607502562E-3
9.741000175E0,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
9.751999855E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.762000084E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
9.770999908E0,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
9.781999588E0,5.326317681E-3,0.000000000E0,0.000000000E0,5.326317681E-3
9.791000366E0,5.326317681E-3,0.000000000E0,1.065263471E-3,5.431799577E-3
9.800999641E0,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
9.812000275E0,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
9.829999924E0,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
9.840000153E0,5.326317681E-3,2.130526942E-3,-2.130526942E-3,6.119472963E-3
9.850000381E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
9.859999657E0,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
9.869999886E0,3.195790349E-3,2.130526942E-3,-1.065263471E-3,3.985851009E-3
9.880000114E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
9.890000343E0,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
9.930000305E0,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
9.939000130E0,5.326317681E-3,3.195790349E-3,-1.065263471E-3,6.302183865E-3
9.949000359E0,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
9.960000038E0,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
9.968999863E0,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
9.989000320E0,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
9.998999596E0,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
1.000800037E1,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
1.001799965E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.002799988E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.003800011E1,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
1.004899979E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.005799961E1,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
1.006799984E1,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
1.007800007E1,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
1.008699989E1,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
1.009700012E1,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
1.010799980E1,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
1.011699963E1,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
1.012699986E1,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
1.013700008E1,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
1.014700031E1,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
1.016600037E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.017599964E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.018700027E1,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
1.019699955E1,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
1.020600033E1,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
1.021599960E1,4.261053885E-3,2.130526942E-3,1.065263471E-3,4.881650258E-3
1.022700024E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.023499966E1,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
1.024600029E1,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
1.025500011E1,6.391580697E-3,1.065263471E-3,1.065263471E-3,6.566725003E-3
1.028499985E1,3.195790349E-3,3.195790349E-3,0.000000000E0,4.519529835E-3
1.029500008E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.030500031E1,5.326317681E-3,3.195790349E-3,1.065263471E-3,6.302183865E-3
1.031400013E1,5.326317681E-3,3.195790349E-3,1.065263471E-3,6.302183865E-3
1.032499981E1,6.391580697E-3,2.130526942E-3,1.065263471E-3,6.821014020E-3
1.033500004E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.034399986E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.035400009E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.036400032E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.037399960E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.038300037E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.039299965E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.040299988E1,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
1.041300011E1,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
1.042300034E1,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
1.043299961E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.044299984E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.047299957E1,5.326317681E-3,0.000000000E0,0.000000000E0,5.326317681E-3
1.048299980E1,5.326317681E-3,0.000000000E0,-1.065263471E-3,5.431799577E-3
1.049300003E1,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
1.050199986E1,3.195790349E-3,2.130526942E-3,-1.065263471E-3,3.985851009E-3
1.051200008E1,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
1.052299976E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.053199959E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.058100033E1,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
1.059099960E1,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
1.060099983E1,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
1.061100006E1,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
1.063099957E1,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
1.064000034E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.065100002E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.068000031E1,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
1.068999958E1,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
1.069999981E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.072900009E1,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
1.073999977E1,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
1.075000000E1,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
1.075899982E1,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
1.079800034E1,7.456844234E-3,3.195790349E-3,0.000000000E0,8.112804703E-3
1.080799961E1,7.456844234E-3,2.130526942E-3,0.000000000E0,7.755235057E-3
1.081799984E1,7.456844234E-3,2.130526942E-3,0.000000000E0,7.755235057E-3
1.082800007E1,7.456844234E-3,1.065263471E-3,0.000000000E0,7.532550245E-3
1.083800030E1,7.456844234E-3,1.065263471E-3,0.000000000E0,7.532550245E-3
1.084799957E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.085900021E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.086800003E1,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
1.091800022E1,3.195790349E-3,1.065263471E-3,-1.065263471E-3,3.533079156E-3
1.092700005E1,3.195790349E-3,2.130526942E-3,-1.065263471E-3,3.985851009E-3
1.093700027E1,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
1.094799995E1,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
1.095699978E1,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
1.096700001E1,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
1.097599983E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.098600006E1,5.326317681E-3,3.195790349E-3,1.065263471E-3,6.302183865E-3
1.099600029E1,4.261053885E-3,3.195790349E-3,1.065263471E-3,5.431799057E-3
1.103600025E1,7.456844234E-3,2.130526942E-3,0.000000000E0,7.755235057E-3
1.104500008E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.105500031E1,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
1.106499958E1,8.522107770E-3,2.130526942E-3,0.000000000E0,8.784387824E-3
1.108500004E1,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
1.109500027E1,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
1.110499954E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.111499977E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.113500023E1,7.456844234E-3,1.065263471E-3,-1.065263471E-3,7.607502562E-3
1.114500046E1,7.456844234E-3,1.065263471E-3,1.065263471E-3,7.607502562E-3
1.115400028E1,6.391580697E-3,1.065263471E-3,2.130526942E-3,6.821014020E-3
1.116399956E1,4.261053885E-3,1.065263471E-3,2.130526942E-3,4.881650258E-3
1.117399979E1,3.195790349E-3,1.065263471E-3,1.065263471E-3,3.533079156E-3
1.118400002E1,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
1.119400024E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.120300007E1,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
1.121399975E1,5.326317681E-3,1.065263471E-3,-2.130526942E-3,5.834688696E-3
1.123299980E1,3.195790349E-3,2.130526942E-3,-2.130526942E-3,4.392193912E-3
1.124300003E1,2.130526942E-3,2.130526942E-3,-1.065263471E-3,3.195790349E-3
1.125300026E1,2.130526942E-3,2.130526942E-3,0.000000000E0,3.013020150E-3
1.126299953E1,2.130526942E-3,1.065263471E-3,1.065263471E-3,2.609351849E-3
1.128299999E1,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
1.129300022E1,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
1.130300045E1,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
1.131200027E1,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
1.132199955E1,7.456844234E-3,2.130526942E-3,0.000000000E0,7.755235057E-3
1.133199978E1,7.456844234E-3,2.130526942E-3,0.000000000E0,7.755235057E-3
1.134200001E1,7.456844234E-3,2.130526942E-3,0.000000000E0,7.755235057E-3
1.135200024E1,7.456844234E-3,2.130526942E-3,0.000000000E0,7.755235057E-3
1.136100006E1,7.456844234E-3,2.130526942E-3,-1.065263471E-3,7.828055807E-3
1.137199974E1,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
1.138199997E1,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
1.140100002E1,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
1.141100025E1,4.261053885E-3,1.065263471E-3,-2.130526942E-3,4.881650258E-3
1.142099953E1,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
1.143200016E1,4.261053885E-3,2.130526942E-3,1.065263471E-3,4.881650258E-3
1.146100044E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.147099972E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.147999954E1,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
1.149100018E1,4.261053885E-3,3.195790349E-3,0.000000000E0,5.326317161E-3
1.150000000E1,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
1.151000023E1,7.456844234E-3,2.130526942E-3,1.065263471E-3,7.828055807E-3
1.155000019E1,7.456844234E-3,1.065263471E-3,1.065263471E-3,7.607502562E-3
1.155900002E1,5.326317681E-3,1.065263471E-3,1.065263471E-3,5.535271621E-3
1.156900024E1,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
1.157999992E1,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
1.158899975E1,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
1.160000038E1,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
1.163899994E1,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
1.165799999E1,2.130526942E-3,3.195790349E-3,0.000000000E0,3.840862035E-3
1.166800022E1,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
1.167800045E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.168799973E1,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
1.169699955E1,2.130526942E-3,1.065263471E-3,0.000000000E0,2.382001568E-3
1.170699978E1,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
1.171700001E1,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
1.172799969E1,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
1.173700047E1,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
1.174699974E1,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
1.175699997E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.176700020E1,8.522107770E-3,3.195790349E-3,0.000000000E0,9.101614775E-3
1.177700043E1,9.587371826E-3,3.195790349E-3,0.000000000E0,1.010597728E-2
1.178600025E1,7.456844234E-3,3.195790349E-3,0.000000000E0,8.112804703E-3
1.179599953E1,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
1.180700016E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.181700039E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.182600021E1,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
1.183600044E1,7.456844234E-3,1.065263471E-3,0.000000000E0,7.532550245E-3
1.184599972E1,7.456844234E-3,1.065263471E-3,1.065263471E-3,7.607502562E-3
1.185599995E1,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
1.186499977E1,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
1.187600040E1,3.195790349E-3,1.065263471E-3,-1.065263471E-3,3.533079156E-3
1.188500023E1,1.065263471E-3,2.130526942E-3,-1.065263471E-3,2.609351849E-3
1.189500046E1,0.000000000E0,2.130526942E-3,-1.065263471E-3,2.382001568E-3
1.190499973E1,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
1.191499996E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.192500019E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.193400002E1,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
1.194400024E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.195400047E1,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
1.196399975E1,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
1.197399998E1,9.587371826E-3,2.130526942E-3,0.000000000E0,9.821243986E-3
1.198400021E1,1.065263536E-2,2.130526942E-3,-1.065263471E-3,1.091570344E-2
1.199400043E1,7.456844234E-3,2.130526942E-3,-2.130526942E-3,8.042562848E-3
1.200399971E1,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
1.202299976E1,6.391580697E-3,0.000000000E0,0.000000000E0,6.391580697E-3
1.203299999E1,5.326317681E-3,0.000000000E0,0.000000000E0,5.326317681E-3
1.204300022E1,5.326317681E-3,0.000000000E0,0.000000000E0,5.326317681E-3
1.205399990E1,5.326317681E-3,0.000000000E0,0.000000000E0,5.326317681E-3
1.206299973E1,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
1.207299995E1,4.261053885E-3,3.195790349E-3,0.000000000E0,5.326317161E-3
1.208300018E1,4.261053885E-3,3.195790349E-3,-1.065263471E-3,5.431799057E-3
1.209300041E1,3.195790349E-3,2.130526942E-3,-1.065263471E-3,3.985851009E-3
1.210299969E1,2.130526942E-3,1.065263471E-3,-1.065263471E-3,2.609351849E-3
1.211299992E1,3.195790349E-3,2.130526942E-3,-1.065263471E-3,3.985851009E-3
1.212199974E1,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
1.213199997E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.214200020E1,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
1.215200043E1,7.456844234E-3,3.195790349E-3,0.000000000E0,8.112804703E-3
1.216199970E1,7.456844234E-3,2.130526942E-3,1.065263471E-3,7.828055807E-3
1.217099953E1,7.456844234E-3,2.130526942E-3,1.065263471E-3,7.828055807E-3
1.218200016E1,7.456844234E-3,1.065263471E-3,0.000000000E0,7.532550245E-3
1.219200039E1,7.456844234E-3,2.130526942E-3,-1.065263471E-3,7.828055807E-3
1.220199966E1,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
1.221100044E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.222099972E1,2.130526942E-3,2.130526942E-3,1.065263471E-3,3.195790349E-3
1.223099995E1,3.195790349E-3,2.130526942E-3,0.000000000E0,3.840862035E-3
1.225100040E1,4.261053885E-3,1.065263471E-3,0.000000000E0,4.392193912E-3
1.226000023E1,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
1.227099991E1,7.456844234E-3,1.065263471E-3,0.000000000E0,7.532550245E-3
1.228100014E1,7.456844234E-3,1.065263471E-3,1.065263471E-3,7.607502562E-3
1.230000019E1,5.326317681E-3,2.130526942E-3,1.065263471E-3,5.834688696E-3
1.231000042E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.231999969E1,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
1.232999992E1,7.456844234E-3,-1.065263471E-3,-1.065263471E-3,7.607502562E-3
1.234899998E1,0.000000000E0,1.065263471E-3,0.000000000E0,1.065263471E-3
1.235999966E1,1.065263471E-3,2.130526942E-3,0.000000000E0,2.382001568E-3
1.238899994E1,1.171789786E-2,1.065263471E-3,-1.065263471E-3,1.181434270E-2
1.239900017E1,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
1.240900040E1,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
1.242000008E1,2.130526942E-3,3.195790349E-3,0.000000000E0,3.840862035E-3
1.242800045E1,-1.065263471E-3,4.261053885E-3,-1.065263471E-3,4.519530355E-3
1.243799973E1,3.195790349E-3,4.261053885E-3,0.000000000E0,5.326317161E-3
1.244900036E1,9.587371826E-3,3.195790349E-3,0.000000000E0,1.010597728E-2
1.245800018E1,7.456844234E-3,3.195790349E-3,-1.065263471E-3,8.182443706E-3
1.246800041E1,4.261053885E-3,4.261053885E-3,-1.065263471E-3,6.119472963E-3
1.247900009E1,3.195790349E-3,3.195790349E-3,-2.130526942E-3,4.996528631E-3
1.250699997E1,-2.130526942E-3,1.065263471E-3,0.000000000E0,2.382001568E-3
1.251700020E1,-2.130526942E-3,2.130526942E-3,0.000000000E0,3.013020150E-3
1.252700043E1,-1.065263471E-3,3.195790349E-3,1.065263471E-3,3.533079156E-3
1.253800011E1,0.000000000E0,2.130526942E-3,1.065263471E-3,2.382001568E-3
1.254800034E1,7.456844234E-3,1.065263471E-3,1.065263471E-3,7.607502562E-3
1.255700016E1,1.278316139E-2,1.065263471E-3,0.000000000E0,1.282747074E-2
1.259700012E1,9.587371826E-3,3.195790349E-3,0.000000000E0,1.010597728E-2
1.260599995E1,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
1.261600018E1,7.456844234E-3,2.130526942E-3,0.000000000E0,7.755235057E-3
1.262699986E1,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
1.263599968E1,4.261053885E-3,2.130526942E-3,-1.065263471E-3,4.881650258E-3
1.264599991E1,5.326317681E-3,2.130526942E-3,0.000000000E0,5.736619433E-3
1.266600037E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.267599964E1,0.000000000E0,2.130526942E-3,-1.065263471E-3,2.382001568E-3
1.268500042E1,3.195790349E-3,2.130526942E-3,-1.065263471E-3,3.985851009E-3
1.269600010E1,4.261053885E-3,2.130526942E-3,0.000000000E0,4.764003135E-3
1.270499992E1,1.065263471E-3,2.130526942E-3,1.065263471E-3,2.609351849E-3
1.271500015E1,0.000000000E0,2.130526942E-3,0.000000000E0,2.130526942E-3
1.272500038E1,3.195790349E-3,1.065263471E-3,0.000000000E0,3.368658746E-3
1.273499966E1,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
1.274600029E1,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
1.275500011E1,5.326317681E-3,2.130526942E-3,-1.065263471E-3,5.834688696E-3
1.276500034E1,7.456844234E-3,3.195790349E-3,-1.065263471E-3,8.182443706E-3
1.278400040E1,7.456844234E-3,3.195790349E-3,0.000000000E0,8.112804703E-3
1.279399967E1,8.522107770E-3,2.130526942E-3,0.000000000E0,8.784387824E-3
1.280399990E1,8.522107770E-3,1.065263471E-3,-1.065263471E-3,8.654241540E-3
1.281400013E1,5.326317681E-3,1.065263471E-3,-1.065263471E-3,5.535271621E-3
1.284300041E1,5.326317681E-3,1.065263471E-3,0.000000000E0,5.431799577E-3
1.285299969E1,4.261053885E-3,1.065263471E-3,1.065263471E-3,4.519530355E-3
1.286299992E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.287300014E1,7.456844234E-3,1.065263471E-3,0.000000000E0,7.532550245E-3
1.288300037E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.289299965E1,6.391580697E-3,1.065263471E-3,0.000000000E0,6.479744779E-3
1.290299988E1,7.456844234E-3,1.065263471E-3,0.000000000E0,7.532550245E-3
1.291199970E1,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
1.292300034E1,2.130526942E-3,1.065263471E-3,0.000000000E0,2.382001568E-3
1.294200039E1,3.195790349E-3,3.195790349E-3,0.000000000E0,4.519529835E-3
1.295199966E1,3.195790349E-3,3.195790349E-3,0.000000000E0,4.519529835E-3
1.296199989E1,3.195790349E-3,3.195790349E-3,0.000000000E0,4.519529835E-3
1.297200012E1,6.391580697E-3,2.130526942E-3,0.000000000E0,6.737317492E-3
1.298200035E1,7.456844234E-3,2.130526942E-3,-1.065263471E-3,7.828055807E-3
1.299199963E1,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
1.300199986E1,6.391580697E-3,2.130526942E-3,-1.065263471E-3,6.821014020E-3
1.301099968E1,6.391580697E-3,3.195790349E-3,0.000000000E0,7.146004703E-3
1.303100014E1,2.130526942E-3,2.130526942E-3,1.065263471E-3,3.195790349E-3
1.304100037E1,4.261053885E-3,1.065263471E-3,-1.065263471E-3,4.519530355E-3
1.305099964E1,6.391580697E-3,1.065263471E-3,-2.130526942E-3,6.821014020E-3
1.306099987E1,6.391580697E-3,1.065263471E-3,-1.065263471E-3,6.566725003E-3
